scenario,seed,model,feature,role,is_gpbsv_mse,is_gpbsv_mse_pooled,oos_gpbsv_mse,is_gpbsv_rmse,is_gpbsv_rmse_pooled,oos_gpbsv_rmse,is_base_mse,oos_base_mse,n_windows_sampled,n_instances_per_window,n_iterations,sec_oos,sec_is
break_b08_expanding,103,enet,x4,noise,-0.001710082439097864,-0.001710082439097857,0.005210726954010296,-0.0006724469391317642,-0.0007530878022598692,0.0017622771285369192,2.0687795415907133,2.423424582419385,5,24,48,10.4,13.4
break_b08_expanding,103,rf,x1,signal,-0.839409744269366,-0.8394097442693659,-1.1000791417798421,-0.36535866791418103,-0.35900597622458924,-0.38197922432172066,2.0690327542742866,2.425687334679302,5,24,48,10.4,13.4
break_b08_expanding,103,rf,x2,trap,-0.4500091382883033,-0.4500091382883033,0.43373825694768836,-0.20470481116074293,-0.20364281342255794,0.15231216391369692,2.0690327542742866,2.425687334679302,5,24,48,10.4,13.4
break_b08_expanding,103,rf,x3,noise,-0.03095539661210922,-0.030955396612109224,0.013395151490228586,-0.016497286261293393,-0.01607078819155904,0.004731514000990739,2.0690327542742866,2.425687334679302,5,24,48,10.4,13.4
break_b08_expanding,103,rf,x4,noise,-0.0646470851427983,-0.06464708514279831,0.02967558649940935,-0.03360051555570311,-0.032643887700312665,0.010015038932012143,2.0690327542742866,2.425687334679302,5,24,48,10.4,13.4
break_b08_expanding,104,ols,x1,signal,-0.9023244112680769,-0.9023244112680769,-1.216197174496699,-0.33421904898464605,-0.33999200182786377,-0.44330867067689433,2.4697552197086594,2.4454102093394274,5,24,48,10.4,13.1
break_b08_expanding,104,ols,x2,trap,-0.3626375333718793,-0.3626375333718795,0.2893637688283655,-0.13298404787262894,-0.1359064531185375,0.1117268226078138,2.4697552197086594,2.4454102093394274,5,24,48,10.4,13.1
break_b08_expanding,104,ols,x3,noise,-0.0006205081744267023,-0.0006205081744266894,0.0025246627786683815,-4.4507921470854196e-05,0.0001771254306019617,0.001043235871766401,2.4697552197086594,2.4454102093394274,5,24,48,10.4,13.1
break_b08_expanding,104,ols,x4,noise,-0.010263102022121558,-0.010263102022121684,0.0035928610414630996,-0.0029361741209530667,-0.0031624241547239876,0.0015430042440215536,2.4697552197086594,2.4454102093394274,5,24,48,10.4,13.1
break_b08_expanding,104,enet,x1,signal,-0.9023603208126179,-0.9023603208126181,-1.2161974377399505,-0.3342354978028391,-0.34000682130508825,-0.4433134795943517,2.4697552197086594,2.4454102093394274,5,24,48,10.4,13.1
break_b08_expanding,104,enet,x2,trap,-0.36263036912625346,-0.3626303691262535,0.2892685162164001,-0.13298317927983477,-0.13590485732169036,0.11169207766091083,2.4697552197086594,2.4454102093394274,5,24,48,10.4,13.1
break_b08_expanding,104,enet,x3,noise,-0.0006258803620359343,-0.0006258803620359868,0.0025086584323950334,-4.6434066729553635e-05,0.0001747686857504968,0.0010376321781134883,2.4697552197086594,2.4454102093394274,5,24,48,10.4,13.1
break_b08_expanding,104,enet,x4,noise,-0.010267720753016109,-0.010267720753016086,0.0035902537625660466,-0.0029381915380118787,-0.003164569495126677,0.001541947439309084,2.4697552197086594,2.4454102093394274,5,24,48,10.4,13.1
break_b08_expanding,104,rf,x1,signal,-1.1746276660130914,-1.1746276660130912,-1.199376616171441,-0.46935345004658374,-0.47459022499066733,-0.43881132098782616,2.470565206502255,2.445908684017223,5,24,48,10.4,13.1
break_b08_expanding,104,rf,x2,trap,-0.43502345441890283,-0.43502345441890305,0.2243714802346857,-0.17976016436505404,-0.18207166338161515,0.08823263265603372,2.470565206502255,2.445908684017223,5,24,48,10.4,13.1
break_b08_expanding,104,rf,x3,noise,-0.04193462194284108,-0.04193462194284101,0.015167687669927531,-0.019944216137481704,-0.019997571177412504,0.006113887063990017,2.470565206502255,2.445908684017223,5,24,48,10.4,13.1
break_b08_expanding,104,rf,x4,noise,-0.09347799624746564,-0.09347799624746551,0.010356700230383133,-0.042296079795413256,-0.04337997138517713,0.003810399183897771,2.470565206502255,2.445908684017223,5,24,48,10.4,13.1
break_b08_expanding,105,ols,x1,signal,-0.5352012093086291,-0.5352012093086292,-0.8992865547212583,-0.20668238694271204,-0.20967247306430958,-0.37282629173627696,2.0461281932301576,1.8748220974550796,5,24,48,10.3,14.1
break_b08_expanding,105,ols,x2,trap,-0.27199207717889273,-0.2719920771788926,0.2119114740976282,-0.10868731681076753,-0.1088188173479523,0.09296749432641171,2.0461281932301576,1.8748220974550796,5,24,48,10.3,14.1
break_b08_expanding,105,ols,x3,noise,-0.012844249136985874,-0.012844249136985791,-0.020307734765327577,-0.004578869495845079,-0.005514439759947029,-0.008148477100437179,2.0461281932301576,1.8748220974550796,5,24,48,10.3,14.1
break_b08_expanding,105,ols,x4,noise,-0.013200185909232129,-0.013200185909232005,0.015548029531694619,-0.004663259294857272,-0.005110576489217505,0.00628012421357504,2.0461281932301576,1.8748220974550796,5,24,48,10.3,14.1
break_b08_expanding,105,enet,x1,signal,-0.5352090608460252,-0.5352090608460252,-0.8993121957131728,-0.20668457803696733,-0.20967576787180886,-0.37284306279735535,2.0461281932301576,1.8748220974550796,5,24,48,10.3,14.1
break_b08_expanding,105,enet,x2,trap,-0.2719862222473385,-0.2719862222473384,0.21182605730726936,-0.10868495723617996,-0.10881627576176607,0.09293279342743965,2.0461281932301576,1.8748220974550796,5,24,48,10.3,14.1
break_b08_expanding,105,enet,x3,noise,-0.012845666673144596,-0.012845666673144478,-0.020301293922460755,-0.004579617746202994,-0.005514714014028105,-0.008146239940393677,2.0461281932301576,1.8748220974550796,5,24,48,10.3,14.1
break_b08_expanding,105,enet,x4,noise,-0.01319250675736065,-0.013192506757360745,0.015529906102177452,-0.0046605698269888245,-0.005107612686066608,0.006272925936909396,2.0461281932301576,1.8748220974550796,5,24,48,10.3,14.1
break_b08_expanding,105,rf,x1,signal,-0.7352975479740774,-0.7352975479740773,-0.7923436527006836,-0.31123314097992044,-0.3141626230272783,-0.3228136168773991,2.044637867225788,1.8728705623055162,5,24,48,10.3,14.1
break_b08_expanding,105,rf,x2,trap,-0.4595036401731175,-0.4595036401731176,0.24886009454550098,-0.2014716361074104,-0.2019258681510072,0.10654839536481879,2.044637867225788,1.8728705623055162,5,24,48,10.3,14.1
break_b08_expanding,105,rf,x3,noise,-0.05619640403839695,-0.05619640403839687,-0.007004379355506901,-0.025041605443872683,-0.02643307239781294,-0.002229267519559044,2.044637867225788,1.8728705623055162,5,24,48,10.3,14.1
break_b08_expanding,105,rf,x4,noise,-0.043563317608486675,-0.043563317608486675,0.012715345683207799,-0.021573348836438508,-0.02131694463164516,0.00543027289387012,2.044637867225788,1.8728705623055162,5,24,48,10.3,14.1
break_b08_expanding,106,ols,x1,signal,-0.9172840790864776,-0.9172840790864778,-0.6775858782810779,-0.31812617459123327,-0.3282788529124733,-0.2543133834143714,2.9964061408512346,1.8560610487415208,5,24,48,10.5,13.7
break_b08_expanding,106,ols,x2,trap,-0.9686439955523962,-0.9686439955523959,0.5155505671106696,-0.3444912167443,-0.34628914786257675,0.19358189028060527,2.9964061408512346,1.8560610487415208,5,24,48,10.5,13.7
break_b08_expanding,106,ols,x3,noise,0.013176271542900426,0.013176271542900379,0.006231708461573326,0.004733416399522837,0.00401701167641786,0.0024301746110576006,2.9964061408512346,1.8560610487415208,5,24,48,10.5,13.7
break_b08_expanding,106,ols,x4,noise,0.00471275942117804,0.0047127594211780225,0.004863195950930471,0.0015807135883827966,0.0017842009195550544,0.0017306848792147875,2.9964061408512346,1.8560610487415208,5,24,48,10.5,13.7
break_b08_expanding,106,enet,x1,signal,-0.8998248959140003,-0.8998248959140002,-0.6874650412713775,-0.30991085706165805,-0.31991169986943924,-0.2632985699674862,2.9964061408512346,1.8560610487415208,5,24,48,10.5,13.7
break_b08_expanding,106,enet,x2,trap,-0.9339300179627934,-0.9339300179627932,0.3915142388680432,-0.32956352513008313,-0.33180734180932664,0.1500534775455508,2.9964061408512346,1.8560610487415208,5,24,48,10.5,13.7
break_b08_expanding,106,enet,x3,noise,0.006922890960568339,0.006922890960568237,0.004726313504179902,0.00248512565155344,0.0021745034430816768,0.0018060524616363427,2.9964061408512346,1.8560610487415208,5,24,48,10.5,13.7
break_b08_expanding,106,enet,x4,noise,-2.5905203907920317e-17,0.0,0.0,-1.295260195396016e-17,0.0,0.0,2.9964061408512346,1.8560610487415208,5,24,48,10.5,13.7
break_b08_expanding,106,rf,x1,signal,-1.176154572665024,-1.1761545726650242,-0.6405861851327704,-0.45188218349362713,-0.46300757673329135,-0.23906567170152035,2.9974972608198063,1.8558774862623257,5,24,48,10.5,13.7
break_b08_expanding,106,rf,x2,trap,-1.1401189612747304,-1.1401189612747304,0.5049080363665411,-0.4470215516889574,-0.44933769390097994,0.18746610273701028,2.9974972608198063,1.8558774862623257,5,24,48,10.5,13.7
break_b08_expanding,106,rf,x3,noise,-0.04282518139782279,-0.042825181397822765,0.01479229166876405,-0.020967674835715266,-0.020940785637962533,0.00633078466410765,2.9974972608198063,1.8558774862623257,5,24,48,10.5,13.7
break_b08_expanding,106,rf,x4,noise,-0.027717983688457747,-0.027717983688457876,-0.005740122701809114,-0.016680508085824965,-0.016581590801723237,-0.0020270816772739544,2.9974972608198063,1.8558774862623257,5,24,48,10.5,13.7
break_b08_expanding,107,ols,x1,signal,-1.4732010836563965,-1.4732010836563967,-0.8252045568061108,-0.5411662975664775,-0.5368942179217742,-0.29696785097962347,3.014215735382842,2.1470303469598924,5,24,48,10.5,13.6
break_b08_expanding,107,ols,x2,trap,-0.5063533158701043,-0.5063533158701042,0.5252857210761158,-0.182501162446775,-0.18171869559127907,0.19047150713086572,3.014215735382842,2.1470303469598924,5,24,48,10.5,13.6
break_b08_expanding,107,ols,x3,noise,-0.004810254341009309,-0.0048102543410091765,0.008094071018272626,-0.002509152201437502,-0.0032472599770968966,0.003072946972517756,3.014215735382842,2.1470303469598924,5,24,48,10.5,13.6
break_b08_expanding,107,ols,x4,noise,-0.005597966321284534,-0.0055979663212843865,-0.0005451124417163375,-0.0019895225775728264,-0.002235604193969535,7.756240675225087e-06,3.014215735382842,2.1470303469598924,5,24,48,10.5,13.6
break_b08_expanding,107,enet,x1,signal,-1.4723147877708755,-1.472314787770875,-0.8647335409934543,-0.5391447136204531,-0.5352257611707804,-0.31586973084995834,3.014215735382842,2.1470303469598924,5,24,48,10.5,13.6
break_b08_expanding,107,enet,x2,trap,-0.5021546253348339,-0.5021546253348337,0.4258976088527337,-0.18220437133757977,-0.18121008471023595,0.15758534458773435,3.014215735382842,2.1470303469598924,5,24,48,10.5,13.6
break_b08_expanding,107,enet,x3,noise,-0.0034604403202206763,-0.0034604403202206577,0.005953637067704562,-0.0016270525080399807,-0.001956110111864274,0.002209871312273596,3.014215735382842,2.1470303469598924,5,24,48,10.5,13.6
break_b08_expanding,107,enet,x4,noise,-0.0018507055989567954,-0.0018507055989566517,-0.0003828285021316412,-0.0005810218113424332,-0.0006858670140709155,-9.176113342422576e-05,3.014215735382842,2.1470303469598924,5,24,48,10.5,13.6
break_b08_expanding,107,rf,x1,signal,-1.6592757020671247,-1.6592757020671247,-0.7547806934885007,-0.6439277183871773,-0.6393534785611091,-0.2747913283041666,3.014353122312063,2.1454685008960994,5,24,48,10.5,13.6
break_b08_expanding,107,rf,x2,trap,-0.635445344056187,-0.6354453440561869,0.4330587547847713,-0.25149322296047566,-0.25300562465551724,0.1603233882779461,3.014353122312063,2.1454685008960994,5,24,48,10.5,13.6
break_b08_expanding,107,rf,x3,noise,-0.02031744126833084,-0.02031744126833075,-0.007155091982549616,-0.011646908342086624,-0.011920030314585642,-0.0025041973243174497,3.014353122312063,2.1454685008960994,5,24,48,10.5,13.6
break_b08_expanding,107,rf,x4,noise,-0.043770953432738166,-0.04377095343273818,0.0016819917552182613,-0.021288720393799348,-0.022253598806679622,0.0006640578493043401,3.014353122312063,2.1454685008960994,5,24,48,10.5,13.6
break_b08_expanding,108,ols,x1,signal,-0.6769074636907757,-0.6769074636907756,-1.2863339898361785,-0.23931165394245166,-0.24488901689819606,-0.4782511398505463,2.434714848085529,2.430696579531988,5,24,48,10.2,14.5
break_b08_expanding,108,ols,x2,trap,-0.316434867850958,-0.31643486785095803,0.3310811130679618,-0.11114270683094267,-0.11430642825100479,0.1341641024485203,2.434714848085529,2.430696579531988,5,24,48,10.2,14.5
break_b08_expanding,108,ols,x3,noise,0.0006669768787034227,0.0006669768787034661,0.007973706293829782,0.00029852154088502904,0.0001231933697750052,0.0028418590839468516,2.434714848085529,2.430696579531988,5,24,48,10.2,14.5
break_b08_expanding,108,ols,x4,noise,-0.0044072904856030755,-0.004407290485602976,-0.020526532045606647,-0.002706378344574386,-0.0022720184147777245,-0.00832370127044855,2.434714848085529,2.430696579531988,5,24,48,10.2,14.5
break_b08_expanding,108,enet,x1,signal,-0.6769251021621463,-0.6769251021621464,-1.286316320431619,-0.23931918426385104,-0.24489662548948865,-0.47824920801928616,2.434714848085529,2.4306965795319875,5,24,48,10.2,14.5
break_b08_expanding,108,enet,x2,trap,-0.3164446776365296,-0.3164446776365295,0.3309510741821013,-0.11114662588985522,-0.11431075886165591,0.13411442399780468,2.434714848085529,2.4306965795319875,5,24,48,10.2,14.5
break_b08_expanding,108,enet,x3,noise,0.0006731735592332576,0.0006731735592332005,0.007949801153430205,0.00030106728283982407,0.000125868845453736,0.0028335647619842017,2.434714848085529,2.4306965795319875,5,24,48,10.2,14.5
break_b08_expanding,108,enet,x4,noise,-0.0044071396658906,-0.004407139665890747,-0.020511620903284764,-0.0027055583462428116,-0.0022715539400288607,-0.008317832288763408,2.434714848085529,2.4306965795319875,5,24,48,10.2,14.5
break_b08_expanding,108,rf,x1,signal,-1.0150792043105752,-1.0150792043105752,-1.2447118184311023,-0.4012766055982576,-0.40499392318616567,-0.4668271820867423,2.4352839535075725,2.43071983298838,5,24,48,10.2,14.5
break_b08_expanding,108,rf,x2,trap,-0.5374614670398866,-0.5374614670398864,0.14840199083603364,-0.21971105076322264,-0.22316381180252895,0.062094146435824595,2.4352839535075725,2.43071983298838,5,24,48,10.2,14.5
break_b08_expanding,108,rf,x3,noise,-0.0643114559695882,-0.06431145596958811,0.007678218851105312,-0.03151605630155514,-0.030471548276374865,0.0030409166732355227,2.4352839535075725,2.43071983298838,5,24,48,10.2,14.5
break_b08_expanding,108,rf,x4,noise,-0.05791130142713521,-0.05791130142713516,-0.014291442803868133,-0.029931669031972204,-0.02983207305534039,-0.005083830118859471,2.4352839535075725,2.43071983298838,5,24,48,10.2,14.5
break_b08_expanding,109,ols,x1,signal,-0.9243787693315569,-0.9243787693315572,-1.2411900904809607,-0.32502942294787446,-0.334770294921878,-0.4600342807390274,2.6540266276918474,2.2836046947052724,5,24,48,11.2,14.2
break_b08_expanding,109,ols,x2,trap,-0.44921338933240024,-0.4492133893324004,0.41977955668614236,-0.1650012381233442,-0.1615412287526763,0.15844841742859847,2.6540266276918474,2.2836046947052724,5,24,48,11.2,14.2
break_b08_expanding,109,ols,x3,noise,0.007426593469610543,0.007426593469610575,0.00011680340427250764,0.0035117924183363522,0.0025039254408708253,0.0001507601665980407,2.6540266276918474,2.2836046947052724,5,24,48,11.2,14.2
break_b08_expanding,109,ols,x4,noise,0.006477482782591091,0.006477482782591193,0.0036353285179700537,0.0022264975158528995,0.0023792432494945275,0.0010377443611155196,2.6540266276918474,2.2836046947052724,5,24,48,11.2,14.2
break_b08_expanding,109,enet,x1,signal,-0.9243941421468289,-0.9243941421468289,-1.2411890707836213,-0.3250355230082473,-0.33477625965485275,-0.46004089249198254,2.6540266276918474,2.2836046947052724,5,24,48,11.2,14.2
break_b08_expanding,109,enet,x2,trap,-0.44919350620039766,-0.4491935062003975,0.41966682598284805,-0.16499416282050366,-0.16153479482829633,0.15840858905815927,2.6540266276918474,2.2836046947052724,5,24,48,11.2,14.2
break_b08_expanding,109,enet,x3,noise,0.007415346025505904,0.0074153460255059755,0.0001142259567412605,0.003506935761483631,0.002499998341028424,0.00014959892857438484,2.6540266276918474,2.2836046947052724,5,24,48,11.2,14.2
break_b08_expanding,109,enet,x4,noise,0.006470831672920332,0.006470831672920299,0.003637116457969753,0.002224439574707175,0.002376817186191482,0.0010388862995425417,2.6540266276918474,2.2836046947052724,5,24,48,11.2,14.2
break_b08_expanding,109,rf,x1,signal,-1.2855499796282062,-1.285549979628206,-1.1017258333984938,-0.505554987752374,-0.5131821760248677,-0.4055019196537542,2.656452957438106,2.2860747305617073,5,24,48,11.2,14.2
break_b08_expanding,109,rf,x2,trap,-0.5797283099359513,-0.5797283099359513,0.32958054030857514,-0.2403808005797739,-0.2385310377901525,0.12476882868938337,2.656452957438106,2.2860747305617073,5,24,48,11.2,14.2
break_b08_expanding,109,rf,x3,noise,-0.038312625169217324,-0.038312625169217435,0.013653663657639967,-0.019120212942184023,-0.020194039972398947,0.005248940018228861,2.656452957438106,2.2860747305617073,5,24,48,11.2,14.2
break_b08_expanding,109,rf,x4,noise,-0.1057859990638298,-0.10578599906382978,0.03316828203980534,-0.05474331106453347,-0.05354524065121868,0.012807415147766475,2.656452957438106,2.2860747305617073,5,24,48,11.2,14.2
break_b08_expanding,110,ols,x1,signal,-0.8211787460987556,-0.8211787460987555,-1.2921380813136827,-0.3413103670213627,-0.3432068344305357,-0.4790878160994636,2.226588150403464,2.3892911993474297,5,24,48,10.5,14.4
break_b08_expanding,110,ols,x2,trap,-0.5969871688429597,-0.5969871688429595,0.22625452401750099,-0.24742055118812564,-0.249573130580217,0.08455688376825161,2.226588150403464,2.3892911993474297,5,24,48,10.5,14.4
break_b08_expanding,110,ols,x3,noise,-0.006753008517121267,-0.006753008517121371,-0.0009103005633558462,-0.0026676274847790443,-0.002735420514075797,5.3939275834913314e-05,2.226588150403464,2.3892911993474297,5,24,48,10.5,14.4
break_b08_expanding,110,ols,x4,noise,0.005816568354693607,0.005816568354693709,0.014222925250303657,0.0019004571615465551,0.0019418762819561456,0.004909962584589224,2.226588150403464,2.3892911993474297,5,24,48,10.5,14.4
