,,base_contribution,x1,x2,x3,x4,x5,x6
ols,2000-07-19 -> 2000-10-05,2.1560422735624516,0.006420519773447641,0.03199737832782759,-0.0834851803746704,-0.04846358254082216,0.00500526364895384,-0.025022965593361184
rf,2000-07-19 -> 2000-10-05,2.158190900629958,-0.24413353580396832,-0.22574528490452817,0.002625639868905605,-0.020967165837490295,-0.00707114016809165,0.006422420569489902
