,,base_contribution,x1,x2,x3,x4,x5,x6
ols,2000-08-23,-0.16524076774828494,-0.024014734770892852,0.030997443683181847,-0.18811485479735965,-0.2982290120730559,0.09951965026935485,-0.05313625240359543
ols,2000-08-24,-0.17672876924701683,-0.603706905268763,0.03895719476979023,-0.26754179414200807,-0.14447618422796313,0.25457567911308393,0.03828569647946956
ols,2000-08-25,-0.23069654418654523,-0.16917501271528818,-0.009696275425320495,0.11954826713435034,-0.13688058486261637,-0.02633437055918854,-0.059570480802258116
ols,2000-08-26,-0.23429722266754383,-0.23436545856800708,0.010108121902533958,0.9248896753277911,-0.32750230003672554,-0.0902469074616283,0.1642780223944621
ols,2000-08-27,-0.22504377975986095,0.10802059861888683,0.004385494358015774,0.32380208101334845,-0.16811502669181605,-0.13196833428541158,0.06852346230977996
ols,2000-08-28,-0.2279939045859053,0.09374133102442878,0.006637530702776988,-0.5882143525694875,0.14443589876373508,-0.019696433083819073,0.10169443942686619
ols,2000-08-29,-0.221807214841603,0.28429205329272766,0.005939949261974152,-0.2970161837510343,-0.051686723107436855,-0.04627495203428307,0.027980534968947514
ols,2000-08-30,-0.223667663755101,-0.26522277109926157,-0.00028275737138960393,-0.06220291985571858,-0.1739503688909865,0.04533403025949601,-0.023731831212444574
ols,2000-08-31,-0.2301620845268817,-0.5210091618492302,-0.003022824559638949,-0.30551881849404816,-0.3714611759982895,0.005542218794497761,-0.018116355492577722
ols,2000-09-01,-0.2379190295953455,-0.44151982676962426,-0.006750860208848064,0.16104796888631592,-0.2474050641683119,0.04534858992385597,-0.07524294962533913
ols,2000-09-02,-0.26456268940546357,-0.4393996247901199,-0.009547966504145664,-0.07162226837616786,0.15640884769247201,-0.0795091928708198,-0.16278914664874128
ols,2000-09-03,-0.2992345222439805,0.6509351030525963,0.003525904466109021,0.66007049641572,-0.007175294488009418,0.03138370477064774,-0.28101615504260397
ols,2000-09-04,-0.30211961559836675,-0.1967598298798014,-0.0342245597502692,0.1638570511668037,0.1392034251731814,-0.029003367327184743,-0.19322276567849006
ols,2000-09-05,-0.27148747481512847,-0.3327164481883997,-0.01617686259735125,0.32927397120625734,-0.11223165908393135,-0.032453790283130654,-0.049660282709812834
ols,2000-09-06,-0.24639882926764295,0.18301753665674603,-0.004554349476832472,-0.6230933774503526,0.0429410082820793,-0.16046685347783024,0.005838660525062145
ols,2000-09-07,-0.2543088502641947,0.4295861322891438,-0.017617535658924457,-0.5817154402209808,0.4227714929447099,-0.10238467410328589,0.026926889876534667
ols,2000-09-08,-0.2734137045318883,0.3213010619186788,-0.04712797748821604,-0.16142115230558582,0.20461944649803482,-0.12291216788725166,0.04376837624985773
ols,2000-09-09,-0.2945806207114714,0.028431354928787487,-0.07209396208952637,0.979586050680317,0.04534453592854828,0.04953314647358005,-0.032975858126521304
ols,2000-09-10,-0.2843303374510825,-0.9013620375337342,-0.013335055631500973,0.34269681499097787,-0.16217846236345418,-0.012478032187346838,-0.03261692793683658
ols,2000-09-11,-0.2563319641827584,-0.16702539856936072,0.0018143843723574258,-0.4401194067036611,-0.17172584113922001,0.1511759850575433,0.04185079503320754
ols,2000-09-12,-0.23352141576243096,-0.16172537036783557,-0.10911588046927842,-0.47724645982328656,-0.09460397027127902,0.1427597761257946,0.1496390772237262
ols,2000-09-13,-0.2412317515564147,0.08874099467605857,0.01899300206364731,0.2448893153152323,0.09499976984002308,0.059100644832581914,-0.12438091655097151
ols,2000-09-14,-0.22727980987824736,0.9331574959566683,0.05498973633223186,-0.3730237824554988,0.1061414045607916,0.10459243889267683,0.07604035940661603
ols,2000-09-15,-0.23560246112160627,0.23234206664799423,0.14500300659940402,-0.14682694384449665,0.21795939700593722,0.10890913749688957,0.05690962068309303
ols,2000-09-16,-0.22352628863049595,-0.11559618192633127,0.043323135523265485,-1.0705137423554836,0.14976438910534487,0.046942743396610746,-0.05062530277763835
ols,2000-09-17,-0.21114295569481262,-0.4291842532790805,0.028601494290257993,-0.17166486551880716,0.3457930559513205,-0.0009471308557844749,0.03139337380402707
ols,2000-09-18,-0.2096118694483993,-0.42088864380702884,0.22061639039739386,-1.0883339030174068,0.4634100841480073,0.05427560061097942,0.11018505208882515
ols,2000-09-19,-0.20314346643475298,-0.02795087682913621,0.3310824954181709,-0.6190329481687297,0.2106275872262709,-0.10093433176504688,0.1502691322257442
ols,2000-09-20,-0.2084644139974487,-0.07755112994222205,0.22197651522218076,-0.14481834333755578,0.3497471277577795,0.012471894048962012,-0.032295701255583585
ols,2000-09-21,-0.1944239516723382,-0.02489076457221946,0.05533014701557256,-0.5362261198096528,8.239227871627194e-05,0.03415913675683522,-0.07295617098451707
ols,2000-09-22,-0.20613211666489992,-0.46906751418381387,0.05220152777984796,-0.9942996599274468,-0.22194851830738133,0.09092399619115966,-0.18270329330356733
ols,2000-09-23,-0.1983783446409344,-0.1489700572545281,0.023515702768035152,-0.12829821262214824,0.12165608370285776,-0.15373631435392332,-0.22380062425722616
ols,2000-09-24,-0.20388158594852537,0.699328684083777,0.12428583651045114,0.37639235436599044,0.1777054227543102,-0.02661560728174372,-0.2988057830905484
ols,2000-09-25,-0.21044330964682487,0.3085175914505047,0.30229813532314864,-0.044440164391860056,-0.019472437988453422,-0.08024186922260194,-0.24000273695898497
ols,2000-09-26,-0.22272775001539255,0.33278088660933125,0.2675428897684523,0.3073021280570431,-0.09340063870711743,0.09861116030316991,-0.07621826654433621
ols,2000-09-27,-0.2023957721019805,0.31663141824914826,0.37058077432472797,0.3173794118520365,-0.7164638486077319,0.08485780436211925,-0.28230455276993743
ols,2000-09-28,-0.18788188431938455,0.3422521236052803,0.3408526917242961,0.43965002274647,-0.618795262161292,0.19298163055790776,-0.023715980463467033
ols,2000-09-29,-0.1985666392832003,0.6160956647813548,0.15876093578120956,0.628684922290003,-0.6836894191975014,0.026474535877978923,-0.3704035121396015
ols,2000-09-30,-0.20956691296381422,0.2738025406390473,-0.123979040454901,0.8478101785157833,-0.414023560855492,0.056999077665189975,-0.3016230531012092
ols,2000-10-01,-0.19982360667697704,0.2572001273538964,-0.11371844535723624,0.6524011096805076,-0.0949149751517435,0.023966594633018652,-0.3189111099077117
ols,2000-10-02,-0.19090499179976228,0.455903024756653,0.05761589031415707,-0.31901614524272154,-0.4506128314696395,0.05248694648494164,-0.5803754139458713
ols,2000-10-03,-0.18966176750703756,0.3737556056891033,0.19228225391415982,0.4158650567062362,-0.560431543917598,-0.04644910381997103,-0.5288752474446063
ols,2000-10-04,-0.18297362985350055,0.2891055704167963,0.2844435476544139,0.20893589141783417,-0.15924195998716384,-0.13175879304655644,-0.15414424822183823
ols,2000-10-05,-0.1726109003875312,0.27224715206815636,0.41179847124383534,-0.2483341300807221,-0.04043508262869417,-0.02036979004228888,-0.4136670070491681
rf,2000-07-19,-0.09859709137089281,0.11777621782782856,-0.06220467255463006,0.157565221790815,-0.18432661456658211,0.018544149079919314,0.14537175075243128
rf,2000-07-20,-0.08679640203252,0.11624028996895948,-0.10661081392363371,0.2442172033941935,-0.24317054169409857,0.017274390815317894,0.06419613035651664
rf,2000-07-21,-0.1179342454605381,0.23942563798927718,0.014224135954278024,0.02427499259932003,0.006272200778408394,0.013468210731711608,0.15874771670505805
rf,2000-07-22,-0.1080163837203942,0.14004914889693681,-0.24014028160670842,0.0493426554731263,-0.015885103912466895,0.00997027495077538,0.08329452320469533
rf,2000-07-23,-0.09959272148378329,0.08299343774137233,-0.059436733316825266,0.1586971543489784,-0.31520997893604946,0.1231967762611698,0.05925095066562229
rf,2000-07-24,-0.1120950866289601,-0.11255943268674565,0.5399009471847518,0.2493667878387871,0.006759842236277911,-0.007215643353633385,0.09175304159261376
rf,2000-07-25,-0.10335346712462876,0.2130039518565079,0.17760857212365194,0.27776295025101483,0.11666963009868589,0.03196955133726838,0.028231560391134124
rf,2000-07-26,-0.09431310042070075,0.47112732237066673,0.021239765623099822,0.19775484663186219,0.08563697719962833,0.04772760158721312,0.11113871335161249
rf,2000-07-27,-0.10080960957305823,0.28114767170372373,-0.11326285214893902,0.2717103862960784,-0.09744358305177933,0.046403588455451845,0.0917606085740091
rf,2000-07-28,-0.1057588087301899,0.1721130315852418,-0.020187444217061576,0.3245091139519088,0.0811643132683669,-0.25223978109997364,0.0665330642628557
rf,2000-07-29,-0.09068138085592675,0.10284573818151406,-0.15755047776890738,-0.11372811210899274,0.09538109726051802,0.042060499479479194,0.1095882626625157
rf,2000-07-30,-0.08418528379127914,0.14506894626941833,0.036604129680223106,-0.3668957395705608,0.11399636161861466,0.10540864524087339,-0.26602413996666496
rf,2000-07-31,-0.07452041400142459,0.24039120309904802,0.0767065760876473,-1.1199836638386567,-0.005310996876401,0.01345773323523956,-0.22864185356218963
rf,2000-08-01,-0.09676730531077725,0.05304247604394806,-3.077572363651739e-05,0.12970700307308058,0.01343461359219693,-0.03513002799257831,-0.058067363302671864
rf,2000-08-02,-0.08847544149019965,0.176874626643254,-0.0003619697218913157,0.09816874060181341,-0.19031960922213934,0.059807608944192577,-0.3233275372534899
rf,2000-08-03,-0.09430776835669658,-0.02552952301630099,0.11894376068375966,-0.024122990991878403,-0.16485092013111027,-0.00785430960569935,0.07445718489245676
rf,2000-08-04,-0.10042564702061252,0.16975850816647733,0.05853259650017733,0.1193111171273361,0.12470541567884345,0.008480945931756778,0.10957653552006552
rf,2000-08-05,-0.08905202251041291,1.0526323069269385,0.32128753411782013,0.2647149302625426,0.1648635163258723,0.015512477368740426,0.14643367210847105
rf,2000-08-06,-0.06792566407652117,0.6390952508183751,0.33790490478010227,0.2681528371175135,0.2241203258578819,0.02391852578438589,0.08104274537442717
rf,2000-08-07,-0.030060448908381422,0.10187031724917968,-0.052273996105291536,-0.1599804525122438,0.057453892959789414,0.06550499277026231,0.05088038615419747
rf,2000-08-08,-0.04050238640433053,0.13616548647308604,0.09362038017999891,0.19094738281843984,-0.12751115542013755,0.020223615302904615,0.11145662503918134
rf,2000-08-09,-0.0373002250711806,0.40621092524708197,0.0851953872633347,0.08924735583409046,0.1132567164102154,0.09945470841861687,-0.023586940302065724
rf,2000-08-10,-0.052346534025891595,0.21151640909475278,-0.0720079865796428,-0.09393618137172818,-0.07669568290525168,0.018175297282330305,-0.09536803783650263
rf,2000-08-11,-0.03556308294100117,-0.012130858298177194,0.09808888301676584,0.059144011836757625,-0.1526828124176483,0.022367587989360522,0.06462275724081955
rf,2000-08-12,-0.04439190065888377,0.21984878213612732,0.059662903771910254,0.288786555187173,-0.2020063514073202,0.00659420822874372,0.11570163435357447
rf,2000-08-13,-0.05371782380533491,0.09093435324413024,-0.030012902997889366,0.17660202621868132,-0.2119750022406871,0.04521162358591179,0.09250227257993009
rf,2000-08-14,-0.040564727972221847,0.14314208978437412,0.04224284248673454,0.3608118876014619,0.013426201405828562,-0.048649735009922875,-0.04539008298308019
rf,2000-08-15,-0.054990339745662024,1.6270436811426532,0.2292465641629128,0.18785095213414565,-0.2058594464761451,-0.00905835812867834,-0.25293554164769655
rf,2000-08-16,-0.04623602120289181,-0.024818127212523012,0.19031998224272037,-0.06739200962335395,-0.04672584462573464,-0.02814805014432676,-0.072509730293717
rf,2000-08-17,-0.035785171969367945,-1.3557674546808636,-0.6526503044091166,-0.4831030782439599,-0.1250240958975443,-0.014627060187914341,0.10685114205450243
rf,2000-08-18,-0.10313743078159064,0.18218129448793363,0.09606346321144137,-1.2704808103064889,0.007365939873048982,-0.020703860076524923,0.001490366400146845
rf,2000-08-19,-0.08758751555156385,0.29330891446278146,0.12975373100147639,-0.40043462138325736,-0.16793626442583826,0.09461156112769657,0.0031548253195993045
rf,2000-08-20,-0.08967783216468372,-1.0459014299964966,-0.6985477649586641,-1.1084330775031823,0.021930672050636757,0.011639882387361697,0.005796300939109711
rf,2000-08-21,-0.11060815152338735,-1.484328226931172,-1.2392171017447782,0.24053471221271525,0.04418481352810804,0.03985958560367887,0.015177611056159309
rf,2000-08-22,-0.15352490355932344,-1.1711813840316059,-0.7999319363176994,0.2721800581004376,-0.12009659234544272,0.04854423213502467,0.06300578341499334
rf,2000-08-23,-0.14365642690805352,0.14456826169373133,-0.17009195226852836,0.06575251271041056,-0.4062151844048738,0.037894330211754625,0.08138157038122143
rf,2000-08-24,-0.16681219113082496,-1.6214204562923409,-1.2874137955798814,-0.08326762036176359,-0.09336973652190426,-0.03188961628673081,0.07153349751114556
rf,2000-08-25,-0.20199525041528307,0.11919274863702416,-0.1861832531691663,0.0993673659372981,-0.08029174351399027,-0.020336322709388906,0.05324274609269035
rf,2000-08-26,-0.2131810370156133,-0.033924305875856424,0.3167415038015397,0.23789013483248203,-0.32332494852915017,-0.07562311371215227,-0.1735927990871607
rf,2000-08-27,-0.21546107901845063,0.04201324993906773,0.21128890740406756,0.15964624240525005,-0.14429761569935237,-0.13376000049785133,0.012106182831441019
rf,2000-08-28,-0.2029429220896274,0.12246378456834109,0.17141939176049661,-0.10066488263955649,0.10629210454303904,-0.021489200219280677,-0.016944407196472968
rf,2000-08-29,-0.20279138887996198,0.1087515026344916,0.07836677384944456,-0.06118499596904244,-0.0503620946146514,0.016159352893022966,0.054899247237257635
rf,2000-08-30,-0.1985465024956372,0.18757991129635398,0.1146284739432382,0.10902109418426316,-0.24529045383961678,0.04356576224713488,0.03273991107467314
rf,2000-08-31,-0.212245883354059,-1.0516842636614805,-0.2262281735785818,-0.1264013114277224,-0.19389841364299273,0.020663191957075253,-0.006087448147784169
rf,2000-09-01,-0.22904700681006013,-1.5814982144799885,-1.3886394800493476,0.22156580167860987,-0.12064543105919602,0.05265245766657835,0.015432117107696574
rf,2000-09-02,-0.26340125057186564,-1.6037600937708305,-1.091301794354858,0.0604231192988135,0.11201363440890212,-0.020468028436717325,-0.04869057508982005
rf,2000-09-03,-0.28738818687450457,0.2728997681302008,0.03694977787840118,0.39811700888595347,0.08731670050879996,0.033213460556601085,-0.01840434959372148
rf,2000-09-04,-0.2831464141361736,0.03450065645203416,0.05553730406683502,0.1322073216857673,0.14171273441295335,-0.008190471282329017,-0.11996600674294405
rf,2000-09-05,-0.24860434481794313,0.08547330830542556,0.4687003103825405,0.2260109864146131,-0.1558769038432746,-0.005014031275067413,0.02002330193121632
rf,2000-09-06,-0.2478891822152169,0.0325565889943726,0.21838609558279176,-0.20349571690129983,0.02007591107779671,-0.20297254002674983,0.0263579167160493
rf,2000-09-07,-0.23485240341815583,-0.10067691730383149,-0.9193134847338887,-0.24260014463299823,0.07981858861790295,-0.08107533762017846,0.015204753840186698
rf,2000-09-08,-0.24558805315639057,-0.06316898901592978,-0.8198857013035546,0.0816970342672952,0.21827340944311177,-0.1616831233565845,-0.020775345503046508
rf,2000-09-09,-0.27352993498019607,0.1455416354137563,0.2631725940129376,0.45742779138373535,0.07183772717633588,0.09609503108124048,0.038152129542309794
rf,2000-09-10,-0.26214301921146893,-0.2580057046675018,0.6649860597423818,0.24462937556352718,-0.11718558536619658,0.022380854456955326,0.03855320446956058
rf,2000-09-11,-0.25056185069182163,0.0899237665823712,0.01307623428766777,-0.1104948745082345,-0.11859848678058256,-0.044892986825275094,0.022483393979944036
rf,2000-09-12,-0.21479844466465411,0.15273012720277518,-0.3270947104980294,-0.055187393590567575,-0.09219624799852212,0.01469529850962393,-0.05558808023072595
rf,2000-09-13,-0.22768266321836045,0.1317482116413386,0.055709011818995104,0.23223710081328613,0.09626712056325609,0.11662087749246011,0.027253931743721108
rf,2000-09-14,-0.2129588675569208,1.1300360201151158,-0.032832277568796316,-0.21563281815531024,0.0750128298023481,0.07263704112702675,-0.00607061818701348
rf,2000-09-15,-0.21186724693274236,-0.15160068632742763,-0.200123364173299,0.2061880412170461,0.15079272975141708,0.06610196756687557,0.022281191284421638
rf,2000-09-16,-0.20017023672115117,0.021544853272808598,0.026568221591588444,-1.441735105141818,0.028998335038017378,-0.2898191514913506,-0.023668342322043113
rf,2000-09-17,-0.19788109548176946,0.17281330940904718,0.5515568519023392,0.01938091879666675,0.016728293736428732,0.03892400394330687,0.010745194867515007
rf,2000-09-18,-0.18574158179007505,0.11985594938173935,0.4925266687172282,-1.4445767422668851,0.014161530909422255,0.03518426557195941,-0.0005223391039994495
rf,2000-09-19,-0.183874814744198,0.08483051623241364,0.1860132987333225,-0.48294172741386726,0.12329259504797471,-0.21562258049075284,0.0577753180777754
rf,2000-09-20,-0.1870088452918742,0.03355646688072349,0.39669161493400484,0.05687033897178033,0.06307981661555333,0.12123412864340863,0.011219330543288912
rf,2000-09-21,-0.17798095551044504,0.08997115917502359,0.10424169596821059,-0.2707540383813923,0.0429563386286013,0.09864559677875086,-0.031098017548458024
rf,2000-09-22,-0.19350126380383087,-0.44597805738540425,0.23962384395784309,-0.7692808671536892,-0.09032550283582666,0.11997261915267406,-0.07073605452928941
rf,2000-09-23,-0.20202972587203163,0.05204448289052818,0.02450619693339989,0.028170898753836552,0.05727731907868306,-0.22817265572614473,-0.05304464469370394
rf,2000-09-24,-0.1940696931557749,0.43781148256394775,-0.05036345365272591,0.39608034597496583,0.10780102562874568,0.07587884474705038,0.01462037580258668
rf,2000-09-25,-0.20304148016491985,-0.13841664344739554,0.061767829505739426,0.16019533397115535,0.05296196107309091,0.0803849871651326,-0.09838921382561089
rf,2000-09-26,-0.21215971117399654,-0.2420461631875619,-0.2857447131612816,0.2085104597853934,-0.11246002429762435,0.16145596670758378,-0.012006422733195696
rf,2000-09-27,-0.1712036442189779,-0.30171602468783193,-0.31523418470892056,0.17161933458465237,-0.38906141506392505,0.11505474261625401,-0.11387834455011867
rf,2000-09-28,-0.16514671941815023,-0.1446956789432826,-0.12693398230132022,0.41030709355425016,-0.5446557952716794,-0.4638780132186358,0.044104239079909825
rf,2000-09-29,-0.14958640996448355,0.4685212242386308,-0.03294410470108316,0.34671495857797724,-0.5373358470506258,0.10217336263716033,-0.12194559484436808
rf,2000-09-30,-0.170369345869109,0.41471277877260027,0.23453811960329554,0.45848255350626643,-0.1871174000424004,0.12663849653581888,-0.0823870482108917
rf,2000-10-01,-0.1686583960575265,0.44909368272048844,0.16957057378456714,0.4223295268805188,0.014858528433559694,0.1471481660833233,-0.14244038090287411
rf,2000-10-02,-0.1836932813666191,0.05348257031582955,0.000734342743303322,-0.21021726201604812,-0.08440338385287016,0.12668994972022585,-0.17803264548426723
rf,2000-10-03,-0.16841639956381282,-0.25052924452553194,-0.12866408194783865,0.4917716788038869,-0.11992664223735691,0.11725729320229883,-0.21908330444973825
rf,2000-10-04,-0.16197711296023198,-0.13211801002170862,-0.41290010352132706,0.10735841061364758,-0.09894021564032694,-0.5457208008140486,-0.028730894850208834
rf,2000-10-05,-0.13278967677212322,-0.08558306129714069,-0.24514621506632048,-0.16498022640350116,-0.03489205731913609,0.06134043882087726,-0.06744906467467535
