comparison_label,model_label,1,3,6,12
Current: IS Shapley VI vs OOS GPBSV,PCA,0.5580428631873304,0.5461967038050662,0.45528375377326513,0.5301242672524323
Current: IS Shapley VI vs OOS GPBSV,ENet,0.5459668247048528,0.3241420476108279,0.5594110086814654,0.3683237763504008
Current: IS Shapley VI vs OOS GPBSV,RF,0.8599290151661536,0.6077572035418048,0.7186599146703512,0.8935091596517483
Current: IS Shapley VI vs OOS GPBSV,XGBoost,0.4991355588037746,0.2658717038815026,0.29035679395217207,0.4736099625096918
Current: IS Shapley VI vs OOS GPBSV,Neural net,0.5695740918125473,0.5533743508031742,0.3097528922344903,0.47992750008418517
Current: IS Shapley VI vs OOS GPBSV,Linear combination,0.6488770496442171,0.5457729766495536,0.5533834612752392,0.5218921127977432
Current: IS Shapley VI vs OOS GPBSV,Nonlinear combination,0.6672232936059588,0.5834009452801672,0.4158581036773419,0.6337387629343558
Current: IS Shapley VI vs OOS GPBSV,All models combination,0.7088122403481554,0.6042842622319348,0.48401682154015224,0.6749139215594746
Check 1: IS Shapley VI vs OOS Shapley VI,PCA,0.9582600593029525,0.9459627871748328,0.9554995607475675,0.9690870251142337
Check 1: IS Shapley VI vs OOS Shapley VI,ENet,0.9906129905073578,0.9943251810987317,0.9937768190105574,0.996551013240707
Check 1: IS Shapley VI vs OOS Shapley VI,RF,0.9828835802653816,0.9657149694924032,0.9854714059866706,0.9920759192838204
Check 1: IS Shapley VI vs OOS Shapley VI,XGBoost,0.9675783751919131,0.9534799380107319,0.9792793629915988,0.9898371809069371
Check 1: IS Shapley VI vs OOS Shapley VI,Neural net,0.9517342314970934,0.9741041746131391,0.9625962168135832,0.9711110241722681
Check 1: IS Shapley VI vs OOS Shapley VI,Linear combination,0.9720634355045845,0.9774171808542675,0.9799001991716412,0.9845797024190964
Check 1: IS Shapley VI vs OOS Shapley VI,Nonlinear combination,0.9587616926606909,0.9681203218627006,0.9731627270303522,0.9817662139872797
Check 1: IS Shapley VI vs OOS Shapley VI,All models combination,0.9520122969352356,0.974805546582492,0.9789825927198524,0.9863235791594183
Check 2: OOS Shapley VI vs OOS GPBSV,PCA,0.5439534406273507,0.5517668343756184,0.46240478494359283,0.5239327617392878
Check 2: OOS Shapley VI vs OOS GPBSV,ENet,0.5259459495700707,0.3021462004622466,0.5762454237265231,0.3977675318502627
Check 2: OOS Shapley VI vs OOS GPBSV,RF,0.8612247044836806,0.55383992670877,0.6533275146896393,0.8957302986647759
Check 2: OOS Shapley VI vs OOS GPBSV,XGBoost,0.46144359777518995,0.22632687848614785,0.2376114022630993,0.4487480044693346
Check 2: OOS Shapley VI vs OOS GPBSV,Neural net,0.5690103875745436,0.550717181164627,0.27794101070180877,0.47162228643116544
Check 2: OOS Shapley VI vs OOS GPBSV,Linear combination,0.6597111306645174,0.557100439599286,0.56275849981811,0.5466285886884464
Check 2: OOS Shapley VI vs OOS GPBSV,Nonlinear combination,0.665846843003191,0.5741246837109923,0.38005228204268293,0.6229040628084568
Check 2: OOS Shapley VI vs OOS GPBSV,All models combination,0.7190520790446671,0.6033138667159661,0.4614021543558555,0.668261307388834
