,true_role,oShapley_VI,VI_rank,GPBSV_MSE,GPBSV_RMSE,interpretation,avg_abs_tstat,frac_signif_5pct,avg_std_beta,ape_abs_beta,perm_import_train,pdp_range
x1,signal,0.850578489092287,1,-1.0452035002513362,-0.40447616074733594,beneficial,3.84657093943723,0.9172932330827067,0.6904119436561459,1.0098919755468438,1.4470721664233783,2.41152000444997
x2,trap,0.2282259770357034,2,0.17946666985778242,0.06871541965157482,harmful,0.7326808479590753,0.03258145363408521,0.14245628347372463,1.0364199112712167,0.01867788846533712,0.2471276120456504
x3,noise,0.13261218210307785,4,0.033178485446194124,0.014280055140416801,harmful,0.6062601321545984,0.040100250626566414,0.10448013476109676,0.1645765370930099,0.13338142157016225,0.6741170638418791
x4,noise,0.16598080877717677,3,0.073424899249115,0.028820435974277213,harmful,0.7910710513405576,0.03258145363408521,0.14660099955187958,0.20800711437105565,0.06640091163982967,0.46089806119926
