,true_role,oShapley_VI,VI_rank,GPBSV_MSE,GPBSV_RMSE,interpretation,rf_oob_vi,rf_ape,perm_import_train,pdp_range
x1,signal,0.7188694833648217,1,-0.8288288838202587,-0.31555686832717916,beneficial,1.5532233636045931,0.874946851888501,2.0697032482903026,2.195109513576047
x2,trap,0.07750887886119621,2,-0.0022700959195401486,-0.0005773937082135994,near-zero,-0.008167904656675634,0.3189353514523424,0.04043755722502261,0.1685037674471857
x3,noise,0.045589424718808676,3,-0.001397094749492066,-0.0004252670127649572,near-zero,-0.01463409828894017,0.04192434024063875,0.03375097078671564,0.1204680014947375
x4,noise,0.040406265792681584,4,0.0177230758821025,0.006646549625517198,near-zero,0.004936046241078178,0.04238973543332432,0.03436511375193436,0.08110761653413694
