horizon,model,model_label,comparison,comparison_label,weighting_source,null_type,mas,p_value,msdr,expected_msdr,null_alpha,n_sims,seed,n_predictors,n_good_gpbsv,n_bad_gpbsv,n_dropped_base,n_dropped_zero_weight,n_dropped_missing,comparison_role,left_object,right_object,left_transform,left_rank_type,right_rank_type,normalizer_alpha,pvalue_null_alpha,right_source_sha256,n_structural_zero,n_exact_net_zero_left,n_near_zero_left,n_good_left,n_bad_left,tie_method,zero_sign_rule
1,rf_cv,RF,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9828835802653816,0.0,57.47000344315678,3357.5948904152124,0.6666666666666666,1000000,20260602,121,,,1,0,0,existing_referee_variant,ishapley_vi,oshapley_vi,identity,ordinary,ordinary,,0.6666666666666666,,0,0,0,,,average,value >= 0 is non-improving
1,xgb_cv,XGBoost,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9675783751919131,0.0,94.34946567333833,2910.0782651030213,0.6666666666666666,1000000,20260602,121,,,1,0,0,existing_referee_variant,ishapley_vi,oshapley_vi,identity,ordinary,ordinary,,0.6666666666666666,,0,0,0,,,average,value >= 0 is non-improving
1,nn_comb,Neural net,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9517342314970934,0.0,132.31760092797012,2741.4377732326316,0.6666666666666666,1000000,20260602,121,,,1,0,0,existing_referee_variant,ishapley_vi,oshapley_vi,identity,ordinary,ordinary,,0.6666666666666666,,0,0,0,,,average,value >= 0 is non-improving
1,lin_comb,Linear combination,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9720634355045845,0.0,86.20791685805371,3085.8453218970712,0.6666666666666666,1000000,20260602,121,,,1,0,0,existing_referee_variant,ishapley_vi,oshapley_vi,identity,ordinary,ordinary,,0.6666666666666666,,0,0,0,,,average,value >= 0 is non-improving
1,nonlin_comb,Nonlinear combination,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9587616926606909,0.0,117.68599847051235,2853.8028368184705,0.6666666666666666,1000000,20260602,121,,,1,0,0,existing_referee_variant,ishapley_vi,oshapley_vi,identity,ordinary,ordinary,,0.6666666666666666,,0,0,0,,,average,value >= 0 is non-improving
1,all_comb,All models combination,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9520122969352356,0.0,140.79062884200172,2933.8897227898146,0.6666666666666666,1000000,20260602,121,,,1,0,0,existing_referee_variant,ishapley_vi,oshapley_vi,identity,ordinary,ordinary,,0.6666666666666666,,0,0,0,,,average,value >= 0 is non-improving
1,pca,PCA,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.5439534406273507,0.004965,4382.484987887212,9609.73150179202,0.6666666666666666,1000000,20260602,121,66.0,55.0,1,0,0,existing_referee_variant,oshapley_vi,pbsv_rmse,identity,ordinary,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,0,0,,,average,value >= 0 is non-improving
1,enet,ENet,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.5259459495700707,0.04959,4176.117135794299,8809.36916793959,0.6666666666666666,1000000,20260602,101,55.0,46.0,1,20,0,existing_referee_variant,oshapley_vi,pbsv_rmse,identity,ordinary,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,0,20,,,average,value >= 0 is non-improving
1,rf_cv,RF,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.8612247044836806,0.0,1573.618376815877,11339.326433866794,0.6666666666666666,1000000,20260602,121,90.0,31.0,1,0,0,existing_referee_variant,oshapley_vi,pbsv_rmse,identity,ordinary,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,0,0,,,average,value >= 0 is non-improving
1,xgb_cv,XGBoost,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.46144359777518995,0.086402,5200.252283092403,9655.91024748724,0.6666666666666666,1000000,20260602,121,72.0,49.0,1,0,0,existing_referee_variant,oshapley_vi,pbsv_rmse,identity,ordinary,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,0,0,,,average,value >= 0 is non-improving
1,nn_comb,Neural net,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.5690103875745436,0.00136,3928.788217050155,9115.737604301716,0.6666666666666666,1000000,20260602,121,80.0,41.0,1,0,0,existing_referee_variant,oshapley_vi,pbsv_rmse,identity,ordinary,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,0,0,,,average,value >= 0 is non-improving
1,lin_comb,Linear combination,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.6597111306645174,9e-05,3715.339347073662,10918.192400265661,0.6666666666666666,1000000,20260602,121,71.0,50.0,1,0,0,existing_referee_variant,oshapley_vi,pbsv_rmse,identity,ordinary,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,0,0,,,average,value >= 0 is non-improving
1,nonlin_comb,Nonlinear combination,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.665846843003191,9e-06,3146.2041146006804,9415.455304618668,0.6666666666666666,1000000,20260602,121,81.0,40.0,1,0,0,existing_referee_variant,oshapley_vi,pbsv_rmse,identity,ordinary,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,0,0,,,average,value >= 0 is non-improving
1,all_comb,All models combination,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.7190520790446671,0.0,2764.665512412853,9840.491088212748,0.6666666666666666,1000000,20260602,121,81.0,40.0,1,0,0,existing_referee_variant,oshapley_vi,pbsv_rmse,identity,ordinary,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,0,0,,,average,value >= 0 is non-improving
1,pca,PCA,is_gpbsv_abs_vs_saved_oos_gpbsv_signed,IS GPBSV robustness: abs(IS GPBSV) vs saved OOS GPBSV,is_gpbsv_abs,signed,0.6808657228502745,2.3999976000024e-05,3829.054266116385,11998.254466159835,0.6666666666666666,1000000,274089590,121,66.0,55.0,1,0,0,primary_mas_style_robustness,is_gpbsv_abs,pbsv_rmse,abs,ordinary,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,0,0,,,average,value >= 0 is non-improving
1,enet,ENet,is_gpbsv_abs_vs_saved_oos_gpbsv_signed,IS GPBSV robustness: abs(IS GPBSV) vs saved OOS GPBSV,is_gpbsv_abs,signed,0.5916976558589278,0.01735098264901735,5750.641216162028,14084.271860499359,0.6666666666666666,1000000,948441032,121,57.0,64.0,1,0,0,primary_mas_style_robustness,is_gpbsv_abs,pbsv_rmse,abs,ordinary,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,2,21,,,average,value >= 0 is non-improving
1,rf_cv,RF,is_gpbsv_abs_vs_saved_oos_gpbsv_signed,IS GPBSV robustness: abs(IS GPBSV) vs saved OOS GPBSV,is_gpbsv_abs,signed,0.8681960131660232,9.99999000001e-07,1550.0999944541695,11760.645726192712,0.6666666666666666,1000000,3415975564,121,90.0,31.0,1,0,0,primary_mas_style_robustness,is_gpbsv_abs,pbsv_rmse,abs,ordinary,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,0,0,,,average,value >= 0 is non-improving
1,xgb_cv,XGBoost,is_gpbsv_abs_vs_saved_oos_gpbsv_signed,IS GPBSV robustness: abs(IS GPBSV) vs saved OOS GPBSV,is_gpbsv_abs,signed,0.6011162606859044,0.004082995917004083,4665.912488399953,11697.424659183318,0.6666666666666666,1000000,3133656200,121,72.0,49.0,1,0,0,primary_mas_style_robustness,is_gpbsv_abs,pbsv_rmse,abs,ordinary,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,0,0,,,average,value >= 0 is non-improving
1,nn_comb,Neural net,is_gpbsv_abs_vs_saved_oos_gpbsv_signed,IS GPBSV robustness: abs(IS GPBSV) vs saved OOS GPBSV,is_gpbsv_abs,signed,0.7576683442985014,9.99999000001e-07,2925.117850272366,12070.721185000664,0.6666666666666666,1000000,3935362224,121,80.0,41.0,1,0,0,primary_mas_style_robustness,is_gpbsv_abs,pbsv_rmse,abs,ordinary,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,0,0,,,average,value >= 0 is non-improving
1,lin_comb,Linear combination,is_gpbsv_abs_vs_saved_oos_gpbsv_signed,IS GPBSV robustness: abs(IS GPBSV) vs saved OOS GPBSV,is_gpbsv_abs,signed,0.7538826654788946,1.999998000002e-06,3157.8917503446473,12830.838414893717,0.6666666666666666,1000000,1321789150,121,71.0,50.0,1,0,0,primary_mas_style_robustness,is_gpbsv_abs,pbsv_rmse,abs,ordinary,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,0,0,,,average,value >= 0 is non-improving
1,nonlin_comb,Nonlinear combination,is_gpbsv_abs_vs_saved_oos_gpbsv_signed,IS GPBSV robustness: abs(IS GPBSV) vs saved OOS GPBSV,is_gpbsv_abs,signed,0.7854700994022216,9.99999000001e-07,2472.0260425975493,11522.9906680111,0.6666666666666666,1000000,159976956,121,81.0,40.0,1,0,0,primary_mas_style_robustness,is_gpbsv_abs,pbsv_rmse,abs,ordinary,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,0,0,,,average,value >= 0 is non-improving
1,all_comb,All models combination,is_gpbsv_abs_vs_saved_oos_gpbsv_signed,IS GPBSV robustness: abs(IS GPBSV) vs saved OOS GPBSV,is_gpbsv_abs,signed,0.7990112991444228,9.99999000001e-07,2352.561115203444,11704.942144453704,0.6666666666666666,1000000,924288538,121,81.0,40.0,1,0,0,primary_mas_style_robustness,is_gpbsv_abs,pbsv_rmse,abs,ordinary,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,0,0,,,average,value >= 0 is non-improving
1,pca,PCA,is_gpbsv_signed_vs_saved_oos_gpbsv_signed,IS GPBSV concordance: signed IS GPBSV vs saved OOS GPBSV,is_gpbsv_abs,signed,0.7467341607782224,8.999991000009e-06,2411.6588546462553,9522.242960427187,0.6666666666666666,1000000,1863991319,121,66.0,55.0,1,0,0,signed_concordance_companion,is_gpbsv_signed,pbsv_rmse,identity,signed,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,0,0,108.0,13.0,average,value >= 0 is non-improving
1,enet,ENet,is_gpbsv_signed_vs_saved_oos_gpbsv_signed,IS GPBSV concordance: signed IS GPBSV vs saved OOS GPBSV,is_gpbsv_abs,signed,0.6975113370883173,0.012555987444012555,2696.455221668575,8914.235646761597,0.6666666666666666,1000000,257929161,121,57.0,64.0,1,0,0,signed_concordance_companion,is_gpbsv_signed,pbsv_rmse,identity,signed,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,2,21,95.0,26.0,average,value >= 0 is non-improving
1,rf_cv,RF,is_gpbsv_signed_vs_saved_oos_gpbsv_signed,IS GPBSV concordance: signed IS GPBSV vs saved OOS GPBSV,is_gpbsv_abs,signed,0.8681960131660232,9.99999000001e-07,1550.0999944541695,11760.645726192712,0.6666666666666666,1000000,787853641,121,90.0,31.0,1,0,0,signed_concordance_companion,is_gpbsv_signed,pbsv_rmse,identity,signed,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,0,0,121.0,0.0,average,value >= 0 is non-improving
1,xgb_cv,XGBoost,is_gpbsv_signed_vs_saved_oos_gpbsv_signed,IS GPBSV concordance: signed IS GPBSV vs saved OOS GPBSV,is_gpbsv_abs,signed,0.6011162606859044,0.004032995967004033,4665.912488399953,11697.424659183318,0.6666666666666666,1000000,2366815297,121,72.0,49.0,1,0,0,signed_concordance_companion,is_gpbsv_signed,pbsv_rmse,identity,signed,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,0,0,121.0,0.0,average,value >= 0 is non-improving
1,nn_comb,Neural net,is_gpbsv_signed_vs_saved_oos_gpbsv_signed,IS GPBSV concordance: signed IS GPBSV vs saved OOS GPBSV,is_gpbsv_abs,signed,0.8190576186141463,9.99999000001e-07,1733.0072071092486,9577.674361506648,0.6666666666666666,1000000,1499559344,121,80.0,41.0,1,0,0,signed_concordance_companion,is_gpbsv_signed,pbsv_rmse,identity,signed,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,0,0,108.0,13.0,average,value >= 0 is non-improving
1,lin_comb,Linear combination,is_gpbsv_signed_vs_saved_oos_gpbsv_signed,IS GPBSV concordance: signed IS GPBSV vs saved OOS GPBSV,is_gpbsv_abs,signed,0.7850247191805665,1.999998000002e-06,2450.875506083887,11400.73173409401,0.6666666666666666,1000000,3727199356,121,71.0,50.0,1,0,0,signed_concordance_companion,is_gpbsv_signed,pbsv_rmse,identity,signed,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,0,0,114.0,7.0,average,value >= 0 is non-improving
1,nonlin_comb,Nonlinear combination,is_gpbsv_signed_vs_saved_oos_gpbsv_signed,IS GPBSV concordance: signed IS GPBSV vs saved OOS GPBSV,is_gpbsv_abs,signed,0.7854700994022216,9.99999000001e-07,2472.0260425975493,11522.9906680111,0.6666666666666666,1000000,3735478314,121,81.0,40.0,1,0,0,signed_concordance_companion,is_gpbsv_signed,pbsv_rmse,identity,signed,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,0,0,121.0,0.0,average,value >= 0 is non-improving
1,all_comb,All models combination,is_gpbsv_signed_vs_saved_oos_gpbsv_signed,IS GPBSV concordance: signed IS GPBSV vs saved OOS GPBSV,is_gpbsv_abs,signed,0.7990112991444228,9.99999000001e-07,2352.561115203444,11704.942144453704,0.6666666666666666,1000000,1872473080,121,81.0,40.0,1,0,0,signed_concordance_companion,is_gpbsv_signed,pbsv_rmse,identity,signed,signed,0.5,0.6666666666666666,93379958c744fd0153d17d1e5e35b45f9c05b75ee5175f804af5576c14055caf,0,0,0,121.0,0.0,average,value >= 0 is non-improving
3,pca,PCA,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.5461967038050662,0.005239,4229.180373842271,9319.413078977732,0.6666666666666666,1000000,20260602,121,68.0,53.0,1,0,0,existing_referee_variant,ishapley_vi,pbsv_rmse,identity,ordinary,signed,0.5,0.6666666666666666,b124956393154f1669791299ee7e329912942abecd7189a26c2dbdfbbbd7b47c,0,0,0,,,average,value >= 0 is non-improving
3,enet,ENet,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.3241420476108279,0.463324,5072.139416275835,7504.741785379184,0.6666666666666666,1000000,20260602,92,43.0,49.0,1,29,0,existing_referee_variant,ishapley_vi,pbsv_rmse,identity,ordinary,signed,0.5,0.6666666666666666,b124956393154f1669791299ee7e329912942abecd7189a26c2dbdfbbbd7b47c,0,28,1,,,average,value >= 0 is non-improving
3,rf_cv,RF,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.6077572035418048,0.000606,4204.888297458039,10720.116049106822,0.6666666666666666,1000000,20260602,121,68.0,53.0,1,0,0,existing_referee_variant,ishapley_vi,pbsv_rmse,identity,ordinary,signed,0.5,0.6666666666666666,b124956393154f1669791299ee7e329912942abecd7189a26c2dbdfbbbd7b47c,0,0,0,,,average,value >= 0 is non-improving
3,xgb_cv,XGBoost,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.2658717038815026,0.690792,7313.701693616162,9962.429908076503,0.6666666666666666,1000000,20260602,121,55.0,66.0,1,0,0,existing_referee_variant,ishapley_vi,pbsv_rmse,identity,ordinary,signed,0.5,0.6666666666666666,b124956393154f1669791299ee7e329912942abecd7189a26c2dbdfbbbd7b47c,0,0,0,,,average,value >= 0 is non-improving
3,nn_comb,Neural net,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.5533743508031742,0.003761,4321.501112305685,9675.891028822709,0.6666666666666666,1000000,20260602,121,74.0,47.0,1,0,0,existing_referee_variant,ishapley_vi,pbsv_rmse,identity,ordinary,signed,0.5,0.6666666666666666,b124956393154f1669791299ee7e329912942abecd7189a26c2dbdfbbbd7b47c,0,0,0,,,average,value >= 0 is non-improving
3,lin_comb,Linear combination,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.5457729766495536,0.011716,4895.213918334311,10777.02044723469,0.6666666666666666,1000000,20260602,121,69.0,52.0,1,0,0,existing_referee_variant,ishapley_vi,pbsv_rmse,identity,ordinary,signed,0.5,0.6666666666666666,b124956393154f1669791299ee7e329912942abecd7189a26c2dbdfbbbd7b47c,0,0,0,,,average,value >= 0 is non-improving
3,nonlin_comb,Nonlinear combination,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.5834009452801672,0.001283,4080.785053330223,9795.473626493447,0.6666666666666666,1000000,20260602,121,72.0,49.0,1,0,0,existing_referee_variant,ishapley_vi,pbsv_rmse,identity,ordinary,signed,0.5,0.6666666666666666,b124956393154f1669791299ee7e329912942abecd7189a26c2dbdfbbbd7b47c,0,0,0,,,average,value >= 0 is non-improving
3,all_comb,All models combination,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.6042842622319348,0.000661,4034.554891107319,10195.58866640788,0.6666666666666666,1000000,20260602,121,72.0,49.0,1,0,0,existing_referee_variant,ishapley_vi,pbsv_rmse,identity,ordinary,signed,0.5,0.6666666666666666,b124956393154f1669791299ee7e329912942abecd7189a26c2dbdfbbbd7b47c,0,0,0,,,average,value >= 0 is non-improving
3,pca,PCA,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9459627871748328,0.0,148.42463545285784,2746.7115288324194,0.6666666666666666,1000000,20260602,121,,,1,0,0,existing_referee_variant,ishapley_vi,oshapley_vi,identity,ordinary,ordinary,,0.6666666666666666,,0,0,0,,,average,value >= 0 is non-improving
3,enet,ENet,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9943251810987317,0.0,11.797172843419364,2078.8633168157453,0.6666666666666666,1000000,20260602,92,,,1,29,0,existing_referee_variant,ishapley_vi,oshapley_vi,identity,ordinary,ordinary,,0.6666666666666666,,0,28,1,,,average,value >= 0 is non-improving
3,rf_cv,RF,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9657149694924032,0.0,106.4905445420793,3106.036161131118,0.6666666666666666,1000000,20260602,121,,,1,0,0,existing_referee_variant,ishapley_vi,oshapley_vi,identity,ordinary,ordinary,,0.6666666666666666,,0,0,0,,,average,value >= 0 is non-improving
3,xgb_cv,XGBoost,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9534799380107319,0.0,138.75495631758545,2982.69070126337,0.6666666666666666,1000000,20260602,121,,,1,0,0,existing_referee_variant,ishapley_vi,oshapley_vi,identity,ordinary,ordinary,,0.6666666666666666,,0,0,0,,,average,value >= 0 is non-improving
3,nn_comb,Neural net,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9741041746131391,0.0,74.22736715580552,2866.3835211627306,0.6666666666666666,1000000,20260602,121,,,1,0,0,existing_referee_variant,ishapley_vi,oshapley_vi,identity,ordinary,ordinary,,0.6666666666666666,,0,0,0,,,average,value >= 0 is non-improving
3,lin_comb,Linear combination,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9774171808542675,0.0,70.22216939958736,3109.5395551116303,0.6666666666666666,1000000,20260602,121,,,1,0,0,existing_referee_variant,ishapley_vi,oshapley_vi,identity,ordinary,ordinary,,0.6666666666666666,,0,0,0,,,average,value >= 0 is non-improving
3,nonlin_comb,Nonlinear combination,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9681203218627006,0.0,92.71412516593523,2908.2516067644765,0.6666666666666666,1000000,20260602,121,,,1,0,0,existing_referee_variant,ishapley_vi,oshapley_vi,identity,ordinary,ordinary,,0.6666666666666666,,0,0,0,,,average,value >= 0 is non-improving
3,all_comb,All models combination,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.974805546582492,0.0,75.51271602939256,2997.1960406538333,0.6666666666666666,1000000,20260602,121,,,1,0,0,existing_referee_variant,ishapley_vi,oshapley_vi,identity,ordinary,ordinary,,0.6666666666666666,,0,0,0,,,average,value >= 0 is non-improving
