horizon,model,model_label,comparison,comparison_label,weighting_source,null_type,mas,p_value,msdr,expected_msdr,null_alpha,n_sims,seed,n_predictors,n_good_gpbsv,n_bad_gpbsv,n_dropped_base,n_dropped_zero_weight,n_dropped_missing
3,nn_comb,Neural net,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9741041746131391,0.0,74.22736715580552,2866.3835211627306,0.6666666666666666,1000000,20260602,121,,,1,0,0
3,lin_comb,Linear combination,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9774171808542675,0.0,70.22216939958736,3109.5395551116303,0.6666666666666666,1000000,20260602,121,,,1,0,0
3,nonlin_comb,Nonlinear combination,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9681203218627006,0.0,92.71412516593523,2908.2516067644765,0.6666666666666666,1000000,20260602,121,,,1,0,0
3,all_comb,All models combination,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.974805546582492,0.0,75.51271602939256,2997.1960406538333,0.6666666666666666,1000000,20260602,121,,,1,0,0
3,pca,PCA,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.5517668343756184,0.003805,4156.22671315442,9272.465832297043,0.6666666666666666,1000000,20260602,121,68.0,53.0,1,0,0
3,enet,ENet,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.3021462004622466,0.521635,5267.642425315603,7548.346700705507,0.6666666666666666,1000000,20260602,92,43.0,49.0,1,29,0
3,rf_cv,RF,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.55383992670877,0.0047,4689.7172255398655,10511.288450678247,0.6666666666666666,1000000,20260602,121,68.0,53.0,1,0,0
3,xgb_cv,XGBoost,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.22632687848614785,0.8136,7538.172857794737,9743.35626788318,0.6666666666666666,1000000,20260602,121,55.0,66.0,1,0,0
3,nn_comb,Neural net,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.550717181164627,0.004102,4376.597446767137,9741.297159130441,0.6666666666666666,1000000,20260602,121,74.0,47.0,1,0,0
3,lin_comb,Linear combination,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.557100439599286,0.007699,4816.6750372434435,10875.321332189968,0.6666666666666666,1000000,20260602,121,69.0,52.0,1,0,0
3,nonlin_comb,Nonlinear combination,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.5741246837109923,0.001728,4153.7171330986275,9753.364363291323,0.6666666666666666,1000000,20260602,121,72.0,49.0,1,0,0
3,all_comb,All models combination,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.6033138667159661,0.000625,4053.7715774482117,10219.090705007435,0.6666666666666666,1000000,20260602,121,72.0,49.0,1,0,0
6,pca,PCA,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.45528375377326513,0.081889,5004.583323850742,9187.505161664692,0.6666666666666666,1000000,20260602,121,64.0,57.0,1,0,0
6,enet,ENet,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.5594110086814654,0.047217,1983.7492621606732,4502.493937090846,0.6666666666666666,1000000,20260602,71,40.0,31.0,1,50,0
6,rf_cv,RF,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.7186599146703512,0.0,3057.592280858961,10867.958176938604,0.6666666666666666,1000000,20260602,121,77.0,44.0,1,0,0
6,xgb_cv,XGBoost,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.29035679395217207,0.602999,7311.021218329498,10302.390209646785,0.6666666666666666,1000000,20260602,121,59.0,62.0,1,0,0
6,nn_comb,Neural net,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.3097528922344903,0.554131,6600.219895845468,9562.111628706296,0.6666666666666666,1000000,20260602,121,64.0,57.0,1,0,0
6,lin_comb,Linear combination,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.5533834612752392,0.010468,4793.656973220193,10733.272410618029,0.6666666666666666,1000000,20260602,121,68.0,53.0,1,0,0
6,nonlin_comb,Nonlinear combination,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.4158581036773419,0.158843,5711.337290347753,9777.311516777465,0.6666666666666666,1000000,20260602,121,66.0,55.0,1,0,0
6,all_comb,All models combination,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.48401682154015224,0.042552,5242.705975965685,10160.614134000603,0.6666666666666666,1000000,20260602,121,66.0,55.0,1,0,0
6,pca,PCA,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9554995607475675,0.0,121.71318305207302,2735.1007112906173,0.6666666666666666,1000000,20260602,121,,,1,0,0
6,enet,ENet,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9937768190105574,0.0,7.778274502840097,1249.887238702453,0.6666666666666666,1000000,20260602,71,,,1,50,0
6,rf_cv,RF,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9854714059866706,0.0,44.86630425041717,3088.1380682297304,0.6666666666666666,1000000,20260602,121,,,1,0,0
6,xgb_cv,XGBoost,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9792793629915988,0.0,62.900776647548284,3035.6584414873473,0.6666666666666666,1000000,20260602,121,,,1,0,0
6,nn_comb,Neural net,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9625962168135832,0.0,106.60092022249212,2850.0036932414982,0.6666666666666666,1000000,20260602,121,,,1,0,0
6,lin_comb,Linear combination,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9799001991716412,0.0,63.18894019868153,3143.759519722612,0.6666666666666666,1000000,20260602,121,,,1,0,0
6,nonlin_comb,Nonlinear combination,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9731627270303522,0.0,77.4779974986015,2886.954929669155,0.6666666666666666,1000000,20260602,121,,,1,0,0
6,all_comb,All models combination,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9789825927198524,0.0,62.66555408822673,2981.6024999153383,0.6666666666666666,1000000,20260602,121,,,1,0,0
6,pca,PCA,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.46240478494359283,0.067042,5007.988745474869,9315.538169269988,0.6666666666666666,1000000,20260602,121,64.0,57.0,1,0,0
6,enet,ENet,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.5762454237265231,0.035334,1898.4614351055923,4480.096596951886,0.6666666666666666,1000000,20260602,71,41.0,30.0,1,50,0
6,rf_cv,RF,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.6533275146896393,2.9e-05,3774.28396353625,10887.174850802769,0.6666666666666666,1000000,20260602,121,77.0,44.0,1,0,0
6,xgb_cv,XGBoost,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.2376114022630993,0.787197,7672.407917727804,10063.644630183126,0.6666666666666666,1000000,20260602,121,59.0,62.0,1,0,0
6,nn_comb,Neural net,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.27794101070180877,0.678606,6923.242625597506,9588.19532504759,0.6666666666666666,1000000,20260602,121,64.0,57.0,1,0,0
6,lin_comb,Linear combination,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.56275849981811,0.007492,4726.870458479353,10810.662886558119,0.6666666666666666,1000000,20260602,121,68.0,53.0,1,0,0
6,nonlin_comb,Nonlinear combination,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.38005228204268293,0.271261,6055.374696811912,9767.557039751568,0.6666666666666666,1000000,20260602,121,66.0,55.0,1,0,0
6,all_comb,All models combination,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.4614021543558555,0.069138,5479.515555419779,10173.667792648645,0.6666666666666666,1000000,20260602,121,66.0,55.0,1,0,0
12,pca,PCA,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.5301242672524323,0.009367,4329.927381008031,9215.047892958983,0.6666666666666666,1000000,20260602,121,71.0,50.0,1,0,0
12,enet,ENet,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.3683237763504008,0.350682,3602.7472045172117,5703.471287397565,0.6666666666666666,1000000,20260602,79,38.0,41.0,1,42,0
