date,rpi,w875rx1,dpcera3m086sbea,cmrmtsplx,retailx,indpro,ipfpnss,ipfinal,ipcongd,ipdcongd,ipncongd,ipbuseq,ipmat,ipdmat,ipnmat,ipmansics,ipb51222s,ipfuels,cumfns,hwi,hwiuratio,clf16ov,ce16ov,unrate,uempmean,uemplt5,uemp5to14,uemp15ov,uemp15t26,uemp27ov,claimsx,payems,usgood,ces1021000001,uscons,manemp,dmanemp,ndmanemp,srvprd,ustpu,uswtrade,ustrade,usfire,usgovt,ces0600000007,awotman,awhman,houst,houstne,houstmw,housts,houstw,permit,permitne,permitmw,permits,permitw,acogno,amdmnox,andenox,amdmuox,businvx,isratiox,m1sl,m2sl,m2real,bogmbase,totresns,nonborres,busloans,realln,nonrevsl,conspi,s&p 500,s&p div yield,s&p pe ratio,fedfunds,cp3mx,tb3ms,tb6ms,gs1,gs5,gs10,aaa,baa,compapffx,tb3smffm,tb6smffm,t1yffm,t5yffm,t10yffm,aaaffm,baaffm,twexafegsmthx,exszusx,exjpusx,exusukx,excausx,wpsfd49207,wpsfd49502,wpsid61,wpsid62,oilpricex,ppicmm,cpiaucsl,cpiappsl,cpitrnsl,cpimedsl,cusr0000sac,cusr0000sad,cusr0000sas,cpiulfsl,cusr0000sa0l2,cusr0000sa0l5,pcepi,ddurrg3m086sbea,dndgrg3m086sbea,dserrg3m086sbea,ces0600000008,ces2000000008,ces3000000008,umcsentx,dtcolnvhfnm,dtcthfnm,invest,vixclsx
1959-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.799999999999997,,40.200000000000003,7.4127640174265625,5.857933154483459,6.1136821798322316,6.2245584292753602,5.857933154483459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81999999999999995,0.34000000000000002,0.60999999999999999,0.88,1.53,1.54,1.6399999999999999,2.3900000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959-02-01,0.0038770369566885066,0.0036208071157739496,0.010349211385917378,0.0073359913880128857,0.007309849694278725,0.019394880749209253,0.013404548202991418,0.0086276641076046268,0.0073090747649597887,0.0052317285572187622,0.0095117317134918444,0.013296198447016572,0.031178504634585824,0.045029033069269975,0.017359240031941781,0.018213065786338412,-0.0027249617167313112,-0.013714909228706329,1.2455000000000069,64,0.024806722000000003,-0.0042335129793045212,-0.0028850998436968922,-0.099999999999999645,-0.80000000000000071,-0.012787898049755775,-0.0042863331806852756,-0.08909742728977843,-0.086093524699401236,-0.091328093905203467,-0.02829279575656507,0.0039936914804670209,0.0049886002728491974,-0.01241901369334375,-0.0043529283532492968,0.0077707693522235388,0.01126355841136828,0.0028721896240959666,0.0034380591067701971,0.0038906950422656905,0.0026049275047732579,0.0057773465700847737,0.00082678797599378129,0.0013562667759288161,39.700000000000003,0.10000000000000009,40.299999999999997,7.4187808827507942,5.8464387750577247,6.1506027684462792,6.230481447578482,5.8406416573733981,,,,,,,0.045415505183113325,,0.024493366104088921,0.0034368232250887587,-0.020662251999999937,0.0035932485661254177,0.003830755163431121,0.0042424306054282823,-0.013958352250706962,-0.016000341346440905,-0.010989121575595284,0.00020160975518734858,0.012075630474932098,0.011222270188730565,0.00080039900000000719,-0.015400250010188188,0.061175660999999604,-0.0014986127272007543,-0.049999999999999822,-0.040000000000000036,-0.11999999999999966,0.040000000000000036,0.18000000000000016,-0.049999999999999822,-0.059999999999999609,0.019999999999999574,0.019999999999999574,0.82999999999999996,0.27000000000000002,0.69999999999999996,1.1100000000000001,1.53,1.53,1.71,2.46,,0.0002550576791984227,0,0.00099718659212300054,0.0079304190281336839,0.0030165935394257382,0,0.0032626456348161526,-0.0063492276786587531,0,0,-0.00034476814683870316,-0.0022346378014161949,0.003407158321614201,0.0047281411959461117,0,0,0.0043573053689556218,0,0,0,0.00098869599063355906,0.00058235161517039558,0.00043720625901366716,0.0014764508809372856,0.0046838493124264913,0.0040733253876357178,0.0048899852941917121,,0,0,-0.0080640838401109249,
1959-03-01,0.0064566042233700216,0.0073248409341211129,0.0094043563687526976,-0.0033737374876530168,0.0083211993499094916,0.014299925091504573,0.0060359859628715817,0.0048956117324294723,0,0.019396784513606935,-0.0047445567693542579,0.010748729441969918,0.02564316562353941,0.038640513055421266,0.014908507470380084,0.015523185616541202,0.006798532019500314,0.025000615780168101,1.0340999999999951,103,0.042561242999999971,0.0061746329676477529,0.0091129265831177975,-0.30000000000000071,-0.19999999999999929,-0.063080982404807528,-0.06293614011484383,-0.053893217441753016,-0.027908788117076533,-0.073687715791159292,-0.08328696117769141,0.0061683039797912897,0.0094312983390718585,-0.00014201519586443112,0.011012959630850361,0.0094818646781771321,0.014154358978284876,0.0028639637714285016,0.0043399386129774342,0.005256132715004469,0.0034885108443267754,0.0093037691702786418,0.0041237171838623965,0.0019694738025322067,40,0.19999999999999973,40.399999999999999,7.3901814282264295,5.7990926544605257,6.0234475929610332,6.2205901700997392,5.9242557974145322,,,,,,,0.022166089760949248,,0.0249732636308444,0.0051331887184353775,-0.010331124999999997,0.0021497679364923528,0.0052002197271070472,0.0062299236865230867,-0.0020100509280243095,-0.010810916104215806,-0.016713480973740591,-0.00255008986743821,0.0076922241210235498,0.0099279925562090199,0.00035782500000000605,0.025062160921924814,-0.067808582000000062,0.031069935974505025,0.36999999999999966,0.090000000000000302,0.099999999999999645,0,0.06999999999999984,0.030000000000000249,0.030000000000000249,-0.0099999999999997868,-0.040000000000000036,0.55000000000000004,0,0.33000000000000002,0.81000000000000005,1.1899999999999999,1.1899999999999999,1.3300000000000001,2.0499999999999998,,0.0022000680473601708,0,0.0012095341211344479,-0.0051424570797992605,0,-0.0029985029962564802,0,0.0031796529173795385,-0.010050335853501569,0.012232568435634139,-0.0010350182052150103,0,0.0067796869853786745,0.0047058910374127016,-0.0030075210639548544,0.0052356140539449036,0,0,0,0,0.0006585880111598108,0.0012579804785062265,-0.00071055727074753605,0.0017688683857453036,0.004662013105811269,-0.0040733253876357178,0.0097088141269608963,,0.0049291535414024423,0.0041384406044073785,-0.022856442616119743,
1959-04-01,0.006510337738810712,0.0070286920681317255,-0.0036215521701032927,0.019915381453140313,0.00061571196593668276,0.021080099193941937,0.01433943156426265,0.014544655091818903,0.015651806444917149,0.0063794678094133417,0.016509671658897496,0.025798310236535116,0.027244216136212085,0.029656159759694489,0.030502722419006201,0.021105521871244814,0.0040570436275699784,-0.0044995835216123936,1.5152999999999963,65,0.044026278000000085,0.0039734083521381081,0.0077653740080698697,-0.39999999999999947,-0.40000000000000036,0.02370581716997755,-0.15720504994769602,-0.152361647491559,-0.26160983214200595,-0.074786935628939233,-0.055002525549836534,0.0057742202095134587,0.010433607091275832,0.0015610589986270185,0.023615397209187705,0.0082235158644063944,0.012415634487393135,0.0022218704585768023,0.0031472002682004785,0.002938747637980299,0.0048250532689397829,-0.0066870111560959344,0.0036968618813260079,0.0012289543146870585,40.200000000000003,0.10000000000000009,40.5,7.3714892952142774,5.6167710976665717,5.9687075599853658,6.2841341610708019,5.9610053396232736,,,,,,,0.010990100889950227,,0.016413723206994746,0.013336544913880033,0,0,0.0031072008427486253,0.0027009469728405122,0.0080160749882360882,0.016172859245600968,0.011173300598124936,0.012101125904633747,0.011898967127165427,0.0090713220573164222,6.722300000000514e-05,0.016599356944409394,-0.040203271999999846,0.014298930226512407,0.16000000000000014,0.06999999999999984,0.15000000000000036,0.14000000000000012,0.11000000000000032,0.12999999999999989,0.12999999999999989,0.10000000000000053,0.010000000000000675,0.46000000000000002,-0.01,0.31,0.76000000000000001,1.1599999999999999,1.1599999999999999,1.27,1.8999999999999999,,-4.6267379192554969e-05,0,0.0013501032392571055,-0.0064135939305355882,0,0.0029985029962564802,0,0.0063291350516476719,0,-0.006097579868117986,0.00034512511127715584,0.0022346378014161949,0.003372684478639254,0,0,0,0.0043384015985981073,0.0034542348680877133,0,0,0.0019731655967807349,0.0010052462128831152,0.00060127362493656022,0.0035283776681702683,0.0046403795565023165,0.0081301260832501443,0.0048192864359489773,,0.017063180592124638,0.010872736272848016,0.0020728008087136374,
1959-05-01,0.0057964180882423832,0.0066177305513059892,0.012042519233983029,0.0068388359725162218,0.0078033950322922152,0.014953525674305634,0.0082665852978713872,0.0095802244512470658,0.0047661215923739952,0.020152057840285398,0,0.031888596270507552,0.025430475237052441,0.034049518938442436,0.0089437551965922957,0.013822391048420091,0.014731665555686835,-0.019351642142239722,0.92369999999999663,66,0.03073801399999998,-0.0023586816973999447,-0.0010659087880764417,-0.10000000000000053,-0.20000000000000107,-0.010090902981962913,0.073266382264333352,-0.073885889760241241,-0.045120435280469273,-0.092935821743862057,0.0021849957513868645,0.0042855470704452614,0.0056408150190474515,0.0067835195116465741,0.00064808816267003522,0.0066079535600334083,0.0091024371415500127,0.0030075210639548544,0.0035178272675615574,0.0040267282376955649,0.0040351302757288821,0.011224165680360443,0.0032746652267512388,0.0013501075999862167,40.299999999999997,0,40.700000000000003,7.3118861640771646,5.5606816310155276,5.872117789475416,6.1882641230825897,5.9814142112544806,,,,,,,-0.043037511818106111,,-0.0030426732031898496,0.0057095032852387817,-0.010331126000000301,0.007132697857427317,0.0072128081892408602,0.0051813587419982099,0,-0.0053619431413851615,-0.011173300598124936,0.020826055873146565,0.01130946950115419,0.010718667897047229,0.00056743199999997884,0.014949000790516642,-0.03467728300000017,0.011409877484827025,-0.060000000000000053,0.14000000000000012,-0.11000000000000032,0.060000000000000053,0.23999999999999977,0.22999999999999954,0.1899999999999995,0.13999999999999968,0.099999999999999645,0.66000000000000003,-0.059999999999999998,0.42999999999999999,1.0600000000000001,1.45,1.4099999999999999,1.47,2.0600000000000001,,4.6267379192554969e-05,0,-0.00071035343068737156,-0.00062285894259078711,0.0030075210639548544,-0.0029985029962564802,0.0064935293105481406,-0.0063291350516476719,0,0.006097579868117986,0.0020682530640590002,0.0022296553272691533,0,0.0046838493124261582,0.0030075210639548544,0.0026075634070807929,0.0043196611445166511,0.0034423441909727792,0,0,0.00052552060593269445,0.0016627193992402312,-0.0010934938213713608,0.0016618606884519771,0.0046189458562944097,0.0040404095370049076,0,,0.019891480643789095,0.012893135227889374,-0.013269429492730467,
1959-06-01,0.0030682583504999528,0.0030118690318232666,0.0036420601902076299,-9.6837499174995401e-05,0.009064341222215333,0.001137473065217165,0.0070351474118059976,0.0071254140579632974,-0.0047661215923739952,0.007452916995316361,-0.0070403784715420414,0.023274748412202673,-0.0065719421690380031,-0.0073485378974127435,-0.0030038360991997415,0.0011466452927031412,0.0053053897672077355,0,-0.14729999999998711,62,0.025017665000000022,0.001465674179247145,0.0023157450062285534,-0.099999999999999645,0.20000000000000107,0.028659075710831594,-0.042689408695050446,-0.0020746895408603194,0.062131781107005679,-0.048094753849334815,0.044765099495435834,0.0024433245082242649,0.0043254444369846823,0.0070175726586461096,0.0042023659710785921,0.0043168779387130485,0.0053350880531901623,0.0028409110016038852,0.0013744500708874341,0.0017338143687251062,0.0028340565098954329,0.0021054373812319227,0.0028565618281852778,-0.0012272951957790212,40.200000000000003,0,40.600000000000001,7.3152183897529746,5.5373342670185366,5.8377304471659395,6.2499752422594828,5.9610053396232736,,,,,,,0.045692615668276204,,0.0076206794849422721,0.0099967510483924826,0.010331126000000301,0.0035473609387981497,0.0064813462433503943,0.0040664573764681577,0.0039840690148742475,-0.0053908486348768214,-0.016997576368571021,0.022711291655572285,0.0094902740567586186,0.013015036854105322,0.00089916400000000785,-0.0086640639013380039,0.038381734000000556,-0.020283709789920223,0.49000000000000021,0.27000000000000002,0.37000000000000011,0.18999999999999995,0.11000000000000032,0.15000000000000036,0.030000000000000249,0.089999999999999858,0.080000000000000071,0.44,-0.17999999999999999,0.13,0.68000000000000005,1.1100000000000001,0.94999999999999996,1.0700000000000001,1.6499999999999999,,-0.0026174690366316256,0,-0.00071085839140572205,-0.0041623369146872244,-0.0030075210639548544,0.0029985029962564802,0,-0.0063694482854796952,0,0.0030349036951542452,0.0024075678009367607,0.0022246950221109785,0.0033613477027047978,0.004662013105811269,0,0,0,0.0034305350967889225,0.0032520353863776386,0.003372684478639254,0.0028854371124489298,0.001988492454653823,0.002240376883102968,0.0036074723469070591,0,0.0080321716972643342,0.0047961722634929371,,0.029617745899331638,0.021899827204281408,-0.025521257042086631,
1959-07-01,-0.00057998414876792026,-0.0007621492978078237,-0.0033860438037609519,0.012154516996025322,-0.00033017820791592101,-0.024236819405075938,0.0011677277225952132,0.0082514471812986656,0.013055608131218754,0.019608712974960252,0.0082098252718973974,0.0021774945093557818,-0.061175928085528408,-0.10548381261871231,0.0047296923655406609,-0.018455834662683746,0.013141621981628937,-0.023254592561449794,-1.788800000000009,6,-0.012350391000000072,0.003815319976427034,0.0024949959038575997,0.099999999999999645,-0.59999999999999964,0.04433748991615527,0.083630799072411222,-0.079956176284221137,-0.05192761093276399,-0.10171752437932557,0.019137468389592627,0.0022886924443525913,0.0034366939008467767,0.014302819675359402,-0.0042023659710785921,0.0044263471570147317,0.0061705202552264637,0.0018894667879205684,0.0016351800881189149,0.00082023244516626903,0.00084101079157150593,0.00065818343753853981,0.0024420036555516944,0.0036773760489978713,39.899999999999999,-0.10000000000000009,40.299999999999997,7.3440728505730659,5.602118820879701,5.916202062607435,6.2785214241658442,5.9188938542731462,,,,,,,-0.079375124573564548,,-0.0079990374885152704,0.0077067429299244594,0.030993376999999933,0.0035348216374933017,0.0037332471663678035,0.0023727149045527085,0.0098912774787427438,0.010752791776261983,0.011363758650314804,0.014012680340078187,0.0076948982646212194,0.013100158516914373,0.0014918999999999905,0.038912759236820804,-0.10772815700000082,0.023099912881212159,0.080000000000000071,0.14999999999999991,-0.0099999999999997868,0.29999999999999982,0.3199999999999994,0.080000000000000071,0.060000000000000497,0.0099999999999997868,0.040000000000000036,0.51000000000000001,-0.27000000000000002,0.34999999999999998,0.92000000000000004,1.1100000000000001,0.93000000000000005,1,1.6100000000000001,,-0.00044077902605499375,0,-0.00028448490643828706,-0.001774252931130739,-0.0030165935394257382,-0.0029985029962564802,-0.0032414939241705021,-0.0096308930609612098,0,-0.0091324835632722312,0.001373155038969287,0.0022197567383130945,0.0033500868852818222,0,0,0.0026007817000577305,0.0043010818993902689,0,0.0032414939241705021,0.0033613477027047978,0.0020932826378547986,0.00048478025548082115,0.0010365239192116071,0.0035945052545880429,0,0.0039920212695373491,0,,0.0249871035088578,0.020900282306113738,0.0038200224517801473,
1959-08-01,-0.0056532793669568093,-0.0057548904225628306,0.0059975934265081854,-0.052520689814476995,0.0063642063072801847,-0.034463836584856633,-0.007026908155409739,-0.0023500069458504136,0.0011812307482701456,-0.028310874440276912,0.011614792871935897,-0.0087723300439437324,-0.078974769056265437,-0.12852083104427514,-0.0036919232627430354,-0.040384529708252792,0.006506609974207489,0.016335408219916303,-3.5121999999999929,-85,-0.031856945999999997,-0.0015623748350481748,-0.0025721010676296174,0.10000000000000053,-0.60000000000000142,0.010006337399725673,0.061130140405007971,0,0.032462276144660684,-0.026613648518090116,0.086883795865828617,-0.008736288530576175,-0.024885933544084082,-0.083795316453743496,-0.00064808816267003522,-0.027317189285916754,-0.048649876147100812,0.0029843735336427812,0.0003500481351927931,0.002456668357147862,0.015432463555950626,0.0032115643822141493,0.0016246957270018569,0.00097835399756895924,40,0.10000000000000009,40.399999999999999,7.2654297232539529,5.4380793089231956,5.857933154483459,6.1612073216950769,5.9295891433898946,,,,,,,-0.048423428953647374,,-0.00029437727884662479,0.0016437459965175094,0.030993378000000016,0.0014104374693619803,0.0040568006956140934,0.0030564480289054785,-0.0019704439872985091,-0.0053619431413851615,-0.0056657375356770068,0.011207520270132942,0.0062217033139013722,0.012935851757233774,0.0022324310000000069,-0.0057075864193647519,0.028426667000000627,-0.018620008464525384,0.029999999999999805,-0.0099999999999997868,0.17999999999999972,0.050000000000000266,0.030000000000000249,-0.0099999999999997868,0.029999999999999361,-0.040000000000000036,0.0099999999999997868,0.46999999999999997,-0.12,0.37,0.92000000000000004,1.0700000000000001,0.93000000000000005,0.93000000000000005,1.5900000000000001,,0.0011131726566933065,0,-0.00078275105398439848,-0.0028244173805113681,-0.003025720916537189,-0.0060241146033805926,0,-0.0097245498919948936,0,-0.0092166551049244205,0.0010286302981383777,0.0022148403295529917,0,0.0046403795565024275,0,-0.0026007817000577305,0.0042826617920010968,0.0034188067487859186,0,0,0.0014365942133758303,-0.0046541959949371048,0.0019065782705816048,0.0029050083371435775,0,0.0079365495957363086,-0.0096154586994419144,,0.024514765497359647,0.020398157569614384,-0.021675430450666333,
1959-09-01,0.00076345874789218726,0,0.010000716301861168,0.014659574159047395,-0.013156997839013584,-0.0012107874071958236,-0.0047080737721181265,-0.0035375402889323837,-0.0035417795890588799,-0.030418425813931727,0.0057571962729721093,-0.0077493497017000479,-0.0012598737126734427,-0.0040036784426344951,0.001316203627038437,-0.0024290836334541765,0.020541139857439106,-0.0069673932132290339,-0.41870000000000118,-33,-0.031356176000000013,0.0016499124033106938,-0.0011418520845012381,0.29999999999999982,0,-0.003116238109208247,0.13588710631698131,0.0067264827609507805,0.098209702299659973,-0.077625162030535932,-0.047045692489108504,0.0017234277990993974,0.00015747618205352865,-0.02197890671877456,-0.011082251622818617,0.0034147655981975333,0.0053110470058452819,0.00078388339829515985,0.0025923728891221742,-0.0011820869755645447,-0.0065306662714803565,-0.00083839106738814451,0.0024321049686122365,0.0070645848018919821,40,-0.10000000000000009,40.399999999999999,7.3395376954076745,5.4889377261566867,5.8916442118257715,6.3279367837291947,5.9295891433898946,,,,,,,0.026886713776086424,,0.015007430339199601,-0.004279372375194157,-0.010331126000000079,-0.0063626937878282774,0.0010116338748442644,-0.0013791746841835817,0,0,0.0056657375356770068,0.0044925058695346465,0.0056121765357683984,0.012091718082294367,0.0011386980000000213,-0.040366150060514805,0.13674647399999973,-0.056976079861921658,0.25999999999999979,0.6599999999999997,0.66000000000000014,0.83000000000000007,0.58000000000000007,0.33000000000000007,0.25,0.089999999999999858,0.089999999999999858,0.87,0.28000000000000003,0.93999999999999995,1.24,1.1399999999999999,0.92000000000000004,0.76000000000000001,1.4199999999999999,,0.0024769964629505203,0.00071977973570458431,-0.0020665581358771945,-0.0030425454934984858,0.012048338516174262,0.014992784586141283,0,0.0064935293105481406,0,0.015314234973042407,0.0023960305832257944,0.0022099456508026805,0.0033389012655149486,0.0046189458562944097,0.0059880418446227601,0.0026007817000577305,0.0042643987864576793,0,0.003231020581446753,0.0033500868852818222,0.0026067137601732959,0.0016949422598511177,0.0026088389164713455,0.0029930024756610329,0,0.0039447782910164708,0.0048192864359489773,,0.011427141076708835,0.013712983979855764,-0.0053425256340569049,
1959-10-01,0.0012713899587479816,0.0011697558964485211,-0.0068251023279746192,0.0016196427057142415,0.0072880177057754736,-0.0072911362942544855,-0.0023644373441502609,-0.0047334011594366565,-0.0047378803097601896,0.022900123833995867,-0.012707830209212734,-0.0078098714317875739,-0.010178470283201513,-0.016176959769032884,-0.018833999411901114,-0.0085413616108569457,0.0025382269463580798,-0.0058469529608262683,-0.89520000000000266,-52,-0.027978861999999938,0.004018467035592721,0.0021745676785762669,0.20000000000000018,-0.79999999999999893,0.088362939289255316,0.013245226750020933,-0.013498517670895716,-0.029380644393220301,0.0022396425935049535,0.13109044435432438,-0.0013110334692996162,-0.0066882836151016534,0.0047397076728259435,-0.011537955588822868,-0.0063133183522090519,-0.0079203853744314046,-0.0040829202447927315,0.0016567603958232979,0.00027291335170609443,0.0015515906914185251,0.001803492705580112,0.0028299998673366744,0.0031507539395345674,39.600000000000001,0,40.100000000000001,7.2115567333138015,5.5373342670185366,5.7203117766074119,6.0935697700451357,5.8664680569332965,,,,,,,0.018725930022585047,,0.012946696711100714,0.0031838419393626083,0.010331126000000079,-0.0035524016043675388,-0.00067430885899533166,-0.0041489736490092355,0,0,0,0.0039336547323012283,0.0070203401152473255,0.012627690131391756,0.0011889339999999748,-0.00087680847353421854,0.014484786000000138,-0.017700201310101527,0.2200000000000002,0.10000000000000053,0.0099999999999997868,-0.16999999999999993,-0.20000000000000018,-0.1800000000000006,-0.14999999999999947,0.050000000000000711,0.10000000000000053,0.75,0.070000000000000007,0.55000000000000004,0.81999999999999995,0.73999999999999999,0.55000000000000004,0.58999999999999997,1.3,,0.0031625506800947445,0.00036011208009867346,0.00092691628739882681,-0.0041063495448098106,-0.0090226175996370728,-0.011976191046715545,0,-0.0064935293105481406,0,0.0090772181511171723,0.0034129725962399604,0,0.0033277900926744763,0,0,0,0.0042462908814511202,0.003407158321614201,0,0,0.0024051755346103931,-0.00070587684596201683,0.0023854714483637629,0.0033684647605132234,0,0.0078431774610259186,-0.0048192864359489773,,0.0098257739174290037,0.010706194539469749,-0.0087398289150923958,
