date,soc_ics,soc_ice,soc_icc
1957-09-01,,,
1957-10-01,,,
1957-11-01,83.700000000000003,86.299999999999997,79.5
1957-12-01,,,
1958-01-01,,,
1958-02-01,78.5,,
1958-03-01,,,
1958-04-01,,,
1958-05-01,80.900000000000006,82.900000000000006,78
1958-06-01,,,
1958-07-01,,,
1958-08-01,,,
1958-09-01,,,
1958-10-01,,,
1958-11-01,90.799999999999997,94.099999999999994,86.700000000000003
1958-12-01,,,
1959-01-01,,,
1959-02-01,,,
1959-03-01,,,
1959-04-01,,,
1959-05-01,95.299999999999997,97.5,92.700000000000003
1959-06-01,,,
1959-07-01,,,
1959-08-01,,,
1959-09-01,,,
1959-10-01,,,
1959-11-01,93.799999999999997,95.799999999999997,87
1959-12-01,,,
1960-01-01,,,
1960-02-01,100,104.59999999999999,99.599999999999994
1960-03-01,,,
1960-04-01,,,
1960-05-01,93.299999999999997,98.599999999999994,91.599999999999994
1960-06-01,,,
1960-07-01,,,
1960-08-01,97.200000000000003,97.5,96.900000000000006
1960-09-01,,,
1960-10-01,,,
1960-11-01,90.099999999999994,93.400000000000006,89.299999999999997
1960-12-01,,,
1961-01-01,,,
1961-02-01,91.599999999999994,94.900000000000006,93.200000000000003
1961-03-01,,,
1961-04-01,,,
1961-05-01,92.5,98.099999999999994,90.900000000000006
1961-06-01,,,
1961-07-01,,,
1961-08-01,99.200000000000003,98.5,100.2
1961-09-01,,,
1961-10-01,,,
1961-11-01,93,96.799999999999997,94
1961-12-01,,,
1962-01-01,,,
1962-02-01,99.900000000000006,103.40000000000001,100.8
1962-03-01,,,
1962-04-01,,,
1962-05-01,95.400000000000006,96.5,94.200000000000003
1962-06-01,,,
1962-07-01,,,
1962-08-01,91.599999999999994,93.400000000000006,95.599999999999994
1962-09-01,,,
1962-10-01,,,
1962-11-01,95,99.200000000000003,95.5
1962-12-01,,,
1963-01-01,,,
1963-02-01,98.400000000000006,99.900000000000006,103.2
1963-03-01,,,
1963-04-01,,,
1963-05-01,91.700000000000003,94.099999999999994,94.299999999999997
1963-06-01,,,
1963-07-01,,,
1963-08-01,96.400000000000006,97,102.3
1963-09-01,,,
1963-10-01,,,
1963-11-01,94.400000000000006,97,97.599999999999994
1963-12-01,,,
1964-01-01,,,
1964-02-01,99.5,99.400000000000006,99.5
1964-03-01,,,
1964-04-01,,,
1964-05-01,98.5,97.200000000000003,99.900000000000006
1964-06-01,,,
1964-07-01,,,
1964-08-01,100.59999999999999,,
1964-09-01,,,
1964-10-01,,,
1964-11-01,99.900000000000006,,
1964-12-01,,,
1965-01-01,,,
1965-02-01,102,103,100.40000000000001
1965-03-01,,,
1965-04-01,,,
1965-05-01,105.40000000000001,103.09999999999999,109
1965-06-01,,,
1965-07-01,,,
1965-08-01,103.40000000000001,104.3,102.90000000000001
1965-09-01,,,
1965-10-01,,,
1965-11-01,102.90000000000001,104.8,100
1965-12-01,,,
1966-01-01,,,
1966-02-01,100,100,100
1966-03-01,,,
1966-04-01,,,
1966-05-01,95.700000000000003,96,95.700000000000003
1966-06-01,,,
1966-07-01,,,
1966-08-01,91.200000000000003,90.700000000000003,92
1966-09-01,,,
1966-10-01,,,
1966-11-01,88.299999999999997,90.200000000000003,85.099999999999994
1966-12-01,,,
1967-01-01,,,
1967-02-01,94.099999999999994,96.400000000000006,90.400000000000006
1967-03-01,,,
1967-04-01,,,
1967-05-01,95.900000000000006,94.299999999999997,98.400000000000006
1967-06-01,,,
1967-07-01,,,
1967-08-01,97,95.5,99.5
1967-09-01,,,
1967-10-01,,,
1967-11-01,92.900000000000006,91.099999999999994,95.599999999999994
1967-12-01,,,
1968-01-01,,,
