period,y_base
1990-01-01,0.0039600478980008486
1990-02-01,0.003557404523862568
1990-03-01,0.0043483659497988505
1990-04-01,0.0042247155594912957
1990-05-01,0.0040079428642488492
1990-06-01,0.004123986566849723
1990-07-01,0.0041845896052272406
1990-08-01,0.0040254805733870901
1990-09-01,0.0036092422886214734
1990-10-01,0.0044008360484137253
1990-11-01,0.0044833172348226914
1990-12-01,0.0045549590880339438
1991-01-01,0.0041821694439722942
1991-02-01,0.0045466432349011475
1991-03-01,0.0034369852583030908
1991-04-01,0.0048841210940536259
1991-05-01,0.0034179446775003449
1991-06-01,0.0046515810813834669
1991-07-01,0.0043334041526823242
1991-08-01,0.004175413428296239
1991-09-01,0.0045972544780486773
1991-10-01,0.0044850150564242613
1991-11-01,0.0043176807450613832
1991-12-01,0.0044100322736052456
1992-01-01,0.0041793780494162099
1992-02-01,0.0034251902472036714
1992-03-01,0.0043192621040347851
1992-04-01,0.0042426334325604172
1992-05-01,0.0043004841092628959
1992-06-01,0.0044588257832291391
1992-07-01,0.0043179531882440413
1992-08-01,0.0047558278791925163
1992-09-01,0.0038949772425412189
1992-10-01,0.0044693894632122644
1992-11-01,0.004092857584282422
1992-12-01,0.0044510773000399429
1993-01-01,0.0044589764785267667
1993-02-01,0.0044512204150649708
1993-03-01,0.00448490238655726
1993-04-01,0.0043098648359704509
1993-05-01,0.0036403059070985277
1993-06-01,0.0049721212026910943
1993-07-01,0.004248028650620914
1993-08-01,0.0045448445931560166
1993-09-01,0.0044938327546557516
1993-10-01,0.0045321870825061616
1993-11-01,0.0042363992486252567
1993-12-01,0.0046036418188892293
1994-01-01,0.004534130520873236
1994-02-01,0.0045799650765646332
1994-03-01,0.0044213856445956441
1994-04-01,0.0045690812069638471
1994-05-01,0.0048352237537182558
1994-06-01,0.0040502473297153356
1994-07-01,0.0047564929851112497
1994-08-01,0.0045532239693962424
1994-09-01,0.004691361952758019
1994-10-01,0.0046364050035888242
1994-11-01,0.0046888150674016336
1994-12-01,0.0040538020340682088
1995-01-01,0.0036867178086898615
1995-02-01,0.0043080114840531947
1995-03-01,0.0047271196756939228
1995-04-01,0.0047034617907396698
1995-05-01,0.0048813439992805852
1995-06-01,0.004370819696570165
1995-07-01,0.0045017777435157405
1995-08-01,0.0047969172819926336
1995-09-01,0.0041368546992048092
1995-10-01,0.0049235988527139085
1995-11-01,0.0046984933818642206
1995-12-01,0.0047896332747150525
1996-01-01,0.0045303237945970923
1996-02-01,0.0042846674594294119
1996-03-01,0.0040948545940957303
1996-04-01,0.0044954085298522179
1996-05-01,0.0043473889286337782
1996-06-01,0.0043086459220832967
1996-07-01,0.0044984529044824759
1996-08-01,0.0043171364531443763
1996-09-01,0.0048003743010210185
1996-10-01,0.0038470207159723834
1996-11-01,0.0045213500656410719
1996-12-01,0.0045995527338016755
1997-01-01,0.0043374238936931325
1997-02-01,0.0043933472359907119
1997-03-01,0.0046205958722887013
1997-04-01,0.0047027574805417471
1997-05-01,0.004867595491796552
1997-06-01,0.0047614172828203509
1997-07-01,0.0041111661682251676
1997-08-01,0.0045338211960297553
1997-09-01,0.0035158567137874948
1997-10-01,0.0044038888199575948
1997-11-01,0.0047871804231408212
1997-12-01,0.0042727012180633532
1998-01-01,0.0045354288780339704
1998-02-01,0.0044579697703560506
1998-03-01,0.0045049258866229364
1998-04-01,0.0039912113881685638
1998-05-01,0.0041010164915749594
1998-06-01,0.0043895799258826789
1998-07-01,0.0043915618692693184
1998-08-01,0.0046966836888200653
1998-09-01,0.0042493623072094788
1998-10-01,0.0040683226968852397
1998-11-01,0.004393083641549644
1998-12-01,0.0037876324948565455
1999-01-01,0.0045125553294316847
1999-02-01,0.0042716802617218863
1999-03-01,0.0045950555458777551
1999-04-01,0.004033729350910939
1999-05-01,0.0044938706823308625
1999-06-01,0.0049008176979588314
1999-07-01,0.0043360838596821372
1999-08-01,0.004303006609074715
1999-09-01,0.0040852910937001722
1999-10-01,0.0043167651597061851
1999-11-01,0.0041205965968353336
1999-12-01,0.0044423233918274869
2000-01-01,0.0044570459454802563
2000-02-01,0.004217590742868523
2000-03-01,0.0042748349668430951
2000-04-01,0.0044004472499755351
2000-05-01,0.0045828632840935208
2000-06-01,0.0040919917131911265
2000-07-01,0.0045685056589519707
2000-08-01,0.0043059821898843399
2000-09-01,0.004347828506889662
2000-10-01,0.0043201136420611755
2000-11-01,0.0041352997593926185
2000-12-01,0.0038712819238086458
2001-01-01,0.0042000438998316091
2001-02-01,0.0044430210785809787
2001-03-01,0.00420337080333834
2001-04-01,0.0041329778235952332
2001-05-01,0.0047218904425738936
2001-06-01,0.0043310133932097442
2001-07-01,0.0040445484600685816
2001-08-01,0.0041867924192547992
2001-09-01,0.0042327940354159443
2001-10-01,0.0041945582581246216
2001-11-01,0.004043314750880188
2001-12-01,0.0039618162984414373
2002-01-01,0.0040997225462739081
2002-02-01,0.0040598699841687975
2002-03-01,0.0049193787532948357
2002-04-01,0.0040922145167896764
2002-05-01,0.0043300090828835552
2002-06-01,0.004212264074608979
2002-07-01,0.0044701706981709124
2002-08-01,0.0037217676391308472
2002-09-01,0.0043953431892547901
2002-10-01,0.0041613367827274027
2002-11-01,0.0039978508240640356
2002-12-01,0.0039109032826454716
2003-01-01,0.0042774894524251822
2003-02-01,0.0041308730449656442
2003-03-01,0.0041764428063075544
2003-04-01,0.0033917780189613089
2003-05-01,0.0039861574079214125
2003-06-01,0.0041462477756007317
2003-07-01,0.004509181207591334
2003-08-01,0.0037653184314164873
2003-09-01,0.0036985583362684708
2003-10-01,0.0035263957702972261
2003-11-01,0.004324986949582557
2003-12-01,0.0038399864098952541
2004-01-01,0.0039178542291179487
2004-02-01,0.0039430378867750413
2004-03-01,0.00412321331092513
2004-04-01,0.0037504882357104717
