period,y_base
1990-01-01,0.0040461881148042677
1990-02-01,0.0040489887656244058
1990-03-01,0.0039680325509736294
1990-04-01,0.0043563099865308562
1990-05-01,0.0043174781551135067
1990-06-01,0.0033448636558692513
1990-07-01,0.004279717370210317
1990-08-01,0.0038366640801194007
1990-09-01,0.0038960042702036583
1990-10-01,0.0040683383538015162
1990-11-01,0.0040092846642074539
1990-12-01,0.0050592625916870745
1991-01-01,0.0038925903273446406
1991-02-01,0.0033924299276230719
1991-03-01,0.0041208180524172217
1991-04-01,0.0041061765098309427
1991-05-01,0.003791322231796351
1991-06-01,0.0046607457756798788
1991-07-01,0.0045525882881059746
1991-08-01,0.0049889840590693797
1991-09-01,0.0044915906240650047
1991-10-01,0.0050265093939343645
1991-11-01,0.0039958035360110975
1991-12-01,0.0040073516145659321
1992-01-01,0.0043606752634281331
1992-02-01,0.0045096758432940903
1992-03-01,0.0043546074344746298
1992-04-01,0.005019502740110213
1992-05-01,0.004189621102489779
1992-06-01,0.0052584377215792455
1992-07-01,0.0045816755309604582
1992-08-01,0.0037891069594771986
1992-09-01,0.0051970735484035838
1992-10-01,0.0042283195193172588
1992-11-01,0.0035987302237822146
1992-12-01,0.004364417138114909
1993-01-01,0.0041948747894505591
1993-02-01,0.0042678394504860623
1993-03-01,0.0050851555299187626
1993-04-01,0.0038764233157793345
1993-05-01,0.0041182296851039035
1993-06-01,0.004379966269121011
1993-07-01,0.0041026302854969936
1993-08-01,0.0038712677909485153
1993-09-01,0.00391559768256141
1993-10-01,0.0042991465321873257
1993-11-01,0.0046192973382320982
1993-12-01,0.0047132301964151642
1994-01-01,0.0044495856665682718
1994-02-01,0.0046809558059666663
1994-03-01,0.0046278044813382142
1994-04-01,0.0051687295850365465
1994-05-01,0.0042529776882437101
1994-06-01,0.0039908221732193336
1994-07-01,0.0041173433772965238
1994-08-01,0.0046886859136054063
1994-09-01,0.0044007014566085573
1994-10-01,0.0045357485992458596
1994-11-01,0.0050212712145802484
1994-12-01,0.0052629743147216586
1995-01-01,0.0044050747982064828
1995-02-01,0.0050060942216733836
1995-03-01,0.0046672080391301739
1995-04-01,0.0043214864113791194
1995-05-01,0.0039009212419339541
1995-06-01,0.0031768672290417637
1995-07-01,0.0045820259741497227
1995-08-01,0.0045700955618298861
1995-09-01,0.0038444538914716572
1995-10-01,0.0045165658037342009
1995-11-01,0.0039394942838744595
1995-12-01,0.0048428531777952762
1996-01-01,0.0043960771132152202
1996-02-01,0.004542658314878989
1996-03-01,0.0042485272634187055
1996-04-01,0.0041656935910479032
1996-05-01,0.0048462126167978063
1996-06-01,0.0041920347894247503
1996-07-01,0.0044527597041808479
1996-08-01,0.004913676205896003
1996-09-01,0.0050308325362008501
1996-10-01,0.0049434036006217727
1996-11-01,0.0042515971921433613
1996-12-01,0.0043583214595886276
1997-01-01,0.0045181881556485785
1997-02-01,0.0050748519412847186
1997-03-01,0.0045125251150231003
1997-04-01,0.0044458774746682483
1997-05-01,0.0038001653944518725
1997-06-01,0.0045163372570709379
1997-07-01,0.0039049740330042541
1997-08-01,0.004529515589449121
1997-09-01,0.0040225147493911867
1997-10-01,0.0038457397257895595
1997-11-01,0.00460085154562195
1997-12-01,0.0040023594789165597
1998-01-01,0.0034926534178445863
1998-02-01,0.0049558101786471688
1998-03-01,0.0045543400361813154
1998-04-01,0.0048254797239073079
1998-05-01,0.0042278362523957124
1998-06-01,0.0046815194071761455
1998-07-01,0.00451483283129165
1998-08-01,0.004486199753325119
1998-09-01,0.0040562608641509608
1998-10-01,0.0042458439882556908
1998-11-01,0.0051411888011886359
1998-12-01,0.0043130865146745372
1999-01-01,0.0045247525551216031
1999-02-01,0.0043707529607846362
1999-03-01,0.0025060555472720429
1999-04-01,0.0044617783436957945
1999-05-01,0.0047191277204643774
1999-06-01,0.0039098553285802891
1999-07-01,0.0038022844576689639
1999-08-01,0.0040457267030676062
1999-09-01,0.0042417524812414379
1999-10-01,0.0034576724995110074
1999-11-01,0.0039592960029511759
1999-12-01,0.0039742555703553232
2000-01-01,0.004345445452419135
2000-02-01,0.0047520429959861943
2000-03-01,0.003861999519755261
2000-04-01,0.0037891831461358445
2000-05-01,0.0041315176883594011
2000-06-01,0.0038734235108940605
2000-07-01,0.0044118169118791632
2000-08-01,0.0043044663602654649
2000-09-01,0.0035011521520301866
2000-10-01,0.0038341755455748219
2000-11-01,0.0037436224416562145
2000-12-01,0.0045392281287151819
2001-01-01,0.0040928635846017303
2001-02-01,0.0041245767259044013
2001-03-01,0.0043914864109079969
2001-04-01,0.0046755784437990892
2001-05-01,0.0038991122241361356
2001-06-01,0.004345826428447698
2001-07-01,0.0032441576427058977
2001-08-01,0.0036494012569254497
2001-09-01,0.0031735549630627262
2001-10-01,0.0044552553754339651
2001-11-01,0.0037045825482569144
2001-12-01,0.0036936790327456444
2002-01-01,0.0034707624701511373
2002-02-01,0.0045182136132183226
2002-03-01,0.0047926899068671536
2002-04-01,0.0044904922414683787
2002-05-01,0.0040747581463283153
2002-06-01,0.004715249107103324
2002-07-01,0.0040864418844951947
2002-08-01,0.0036797093748497786
2002-09-01,0.0037941196526339051
2002-10-01,0.0040268864769102807
2002-11-01,0.0048457326313870149
2002-12-01,0.0042083487911323721
2003-01-01,0.0040015296049077404
2003-02-01,0.004186009012677204
2003-03-01,0.0036315191505022896
2003-04-01,0.0039093332911393826
2003-05-01,0.0040302785244950932
2003-06-01,0.0040091104319489937
2003-07-01,0.003696214248991061
2003-08-01,0.0035952670939112001
2003-09-01,0.0038376006268569119
2003-10-01,0.0044631836489888053
2003-11-01,0.002935459367494452
2003-12-01,0.0039344653227921756
2004-01-01,0.0035903070653607737
2004-02-01,0.0030566088665428879
2004-03-01,0.0043982329348836256
2004-04-01,0.0037378465884449251
2004-05-01,0.0031892717270277761
2004-06-01,0.0033290715355160138
2004-07-01,0.0034367307463958573
2004-08-01,0.0038916556925414339
2004-09-01,0.0034322388343387615
2004-10-01,0.0038316921323335012
2004-11-01,0.0037955663291614301
2004-12-01,0.0036649394689107105
2005-01-01,0.0030447722476955835
2005-02-01,0.0026945458327802731
2005-03-01,0.0028463960680926697
2005-04-01,0.0033754022834905041
2005-05-01,0.0038799338686080461
2005-06-01,0.0041033861481341305
2005-07-01,0.003428807429325084
2005-08-01,0.0033757490014927434
2005-09-01,0.0036197847039805579
2005-10-01,0.0033422846051906442
2005-11-01,0.00420819213932203
2005-12-01,0.0032087234929225727
2006-01-01,0.0026928034970328646
2006-02-01,0.0029811913771205217
2006-03-01,0.0035953544905328273
2006-04-01,0.0037959353215800832
2006-05-01,0.0039921831681812223
2006-06-01,0.0032046644007101056
2006-07-01,0.0037283483346289416
2006-08-01,0.0033325196330399823
2006-09-01,0.0039788893319009982
2006-10-01,0.0036520676347726643
2006-11-01,0.0036778356976723946
2006-12-01,0.0035724231276210573
2007-01-01,0.0036931796214387568
2007-02-01,0.0036830401242156688
2007-03-01,0.0035846623306162941
2007-04-01,0.0027775400815414578
2007-05-01,0.0033037599989252657
2007-06-01,0.0035178251727869692
2007-07-01,0.0045772008695127188
2007-08-01,0.0036381494407635726
2007-09-01,0.0032712610559408025
2007-10-01,0.0043792835784956848
2007-11-01,0.0037414292082798397
2007-12-01,0.0034964145619395702
2008-01-01,0.0042648558961475656
2008-02-01,0.0040722392023529192
2008-03-01,0.002589955967831895
2008-04-01,0.0042658763002689469
2008-05-01,0.0034454048413614284
2008-06-01,0.0026995238796239576
2008-07-01,0.0025443606736114052
2008-08-01,0.0025165983953735907
2008-09-01,0.0039764583860441988
2008-10-01,0.0031362875515583291
2008-11-01,0.0026703393416307292
2008-12-01,0.0040113363567801704
2009-01-01,0.0039074155741034063
2009-02-01,0.0016792302571999945
2009-03-01,0.00089247534728016165
2009-04-01,0.0025815564559207244
2009-05-01,0.00299055133586057
2009-06-01,0.0030428192054630654
2009-07-01,0.0020136037025424419
2009-08-01,0.0035892287236814558
2009-09-01,0.0032330306416362723
2009-10-01,0.0032660908945168965
2009-11-01,0.0043554708546238276
2009-12-01,0.0028471925088840843
2010-01-01,0.0038999480222765412
2010-02-01,0.0026414550845586344
2010-03-01,0.0031725330178056241
2010-04-01,0.0031052010684925998
2010-05-01,0.0020280277872357002
2010-06-01,0.002884651903449169
2010-07-01,0.0029201944613935164
2010-08-01,0.0033171943385923676
2010-09-01,0.0037545640020910727
2010-10-01,0.0024150414862359748
2010-11-01,0.002331419007206615
2010-12-01,0.0018199196833053397
2011-01-01,0.0035813663065963871
2011-02-01,0.0020667982780392469
2011-03-01,0.0025801570884479816
2011-04-01,0.0024047811542660608
2011-05-01,0.0022178492756150863
2011-06-01,0.0018454993026720246
2011-07-01,0.0029947571129611368
2011-08-01,0.0021665891426030739
2011-09-01,0.0020015455949540526
2011-10-01,0.0029879237528146552
2011-11-01,0.0022596734301166986
2011-12-01,0.0021956283796649976
2012-01-01,0.0018842309082252884
2012-02-01,0.002312571194334328
2012-03-01,0.0027772650895609447
2012-04-01,0.0025309293150412894
2012-05-01,0.0023417352367792353
2012-06-01,0.0017673041157688851
2012-07-01,0.0016960284081423012
2012-08-01,0.0023672412216868312
2012-09-01,0.0018971407698641293
2012-10-01,0.0025981847861717604
2012-11-01,0.0026509733007043816
2012-12-01,0.0030402163185110952
2013-01-01,0.0027440992704718305
2013-02-01,0.0014818881181553694
2013-03-01,0.0026667360309582397
2013-04-01,0.00099283721541392226
2013-05-01,0.0024206215647008212
2013-06-01,0.0025284685788170215
2013-07-01,0.0024596408631950015
2013-08-01,0.0029276699663628608
2013-09-01,0.0022830749435287056
2013-10-01,0.0016349428467393066
2013-11-01,0.0014837853218185187
2013-12-01,0.0022301820692052637
2014-01-01,0.0020012928552575896
2014-02-01,0.0023389435065622423
2014-03-01,0.0021413443249663228
2014-04-01,0.0022419794460941025
2014-05-01,0.0021739329304990241
2014-06-01,0.003132162343365651
2014-07-01,0.0017906074923140403
2014-08-01,0.0017845719996017139
2014-09-01,0.0024207183327197936
2014-10-01,0.0027226858993894751
2014-11-01,0.0026368598743137443
2014-12-01,0.0025205907223970663
2015-01-01,0.0023137026708414409
2015-02-01,0.0015617169396174243
2015-03-01,0.0025542866752897931
2015-04-01,0.0026679594137180664
2015-05-01,0.0018906385858215432
2015-06-01,0.0026434586483440924
2015-07-01,0.0022404822521244674
2015-08-01,0.0028389055034768293
2015-09-01,0.0022743322619038398
2015-10-01,0.0035598638381935674
2015-11-01,0.0013681629517805149
2015-12-01,0.0014220561525492854
2016-01-01,0.0017368473472418474
2016-02-01,0.0034568973767638961
2016-03-01,0.0018061154284582451
2016-04-01,0.0020537540050804669
2016-05-01,0.001360145162689392
2016-06-01,0.0019758690929904403
2016-07-01,0.0021127748405786176
2016-08-01,0.0019424230302596001
2016-09-01,0.0019958553751228511
2016-10-01,0.0020495996460930602
2016-11-01,0.0020599983374075793
2016-12-01,0.00070107362700485892
2017-01-01,0.0023520987409797545
2017-02-01,0.0014181368016974666
2017-03-01,0.0024230907384483968
