scenario,seed,model,true_role,oShapley_VI,VI_rank,GPBSV_MSE,GPBSV_RMSE,interpretation,avg_abs_tstat,frac_signif_5pct,avg_std_beta,ape_abs_beta,perm_import_train,pdp_range,feature,enet_std_coef,enet_ape_abs_coef,rf_oob_vi,rf_ape
break_b08_expanding,100,ols,signal,0.7954994347196558,1,-0.6812629091116779,-0.27897503200984625,beneficial,15.65449941750049,1.0,0.6679554977141473,1.062714900245782,2.225298623744602,3.500807102564361,x1,,,,
break_b08_expanding,100,ols,trap,0.4798808419208407,2,0.36083030802373656,0.14577703134057807,harmful,8.865143164382538,1.0,0.3793446207587524,0.5979797976091799,0.75424901555521,1.9886616845882663,x2,,,,
break_b08_expanding,100,ols,noise,0.014153148041715547,4,0.0013919571742137804,0.0006752334332663602,near-zero,0.2388465105349452,0.0,0.010162438705768695,0.016734328834886295,0.0004712772927686259,0.03811212281522661,x3,,,,
break_b08_expanding,100,ols,noise,0.03379693758801649,3,0.011634264559288572,0.005020999261788858,near-zero,0.5503068109247935,0.0,0.023559436889076142,0.03786571364974498,0.0033247335288112906,0.12500853307478993,x4,,,,
break_b08_expanding,101,ols,signal,0.7191092296649392,1,-0.8244737180752449,-0.3275369164173171,beneficial,13.241821666972426,1.0,0.5823849114080019,0.8997990586711427,1.6421281595484416,2.9471349098991437,x1,,,,
break_b08_expanding,101,ols,trap,0.5396823220464965,2,0.5391664368285735,0.2171234571444093,harmful,8.469135903288683,1.0,0.3754937681959761,0.6198742330045566,0.7400823670278835,1.9146803572453583,x2,,,,
break_b08_expanding,101,ols,noise,0.044839938334980886,4,0.014815823708100763,0.00542559006025623,near-zero,0.7171429367964149,0.0,0.031861370887975554,0.050413918720133184,0.0063253699908416405,0.17002947160805504,x3,,,,
break_b08_expanding,101,ols,noise,0.07359922587885173,3,0.003510302142818238,0.0017175710242229047,near-zero,1.4504546678872057,0.0,0.06410564468210457,0.09315984173918296,0.0172406438879261,0.3474644862507607,x4,,,,
break_b08_expanding,102,ols,signal,0.8518732149037133,1,-1.1236303392146534,-0.4310159733676365,beneficial,13.861982995223984,1.0,0.5938901608995505,0.9866874968669314,1.7607903590237406,3.0027306407216536,x1,,,,
break_b08_expanding,102,ols,trap,0.5246075909139115,2,0.3980083891723732,0.1630992145041054,harmful,8.687743577390059,1.0,0.3783763987041094,0.6081764083359829,0.7423315169275503,1.974058774896432,x2,,,,
break_b08_expanding,102,ols,noise,0.0237628568125923,4,0.010508503754495156,0.003519854496194693,near-zero,0.4962266877621919,0.0,0.021037431955648937,0.030924953992586032,0.002655369080155022,0.11417049210565301,x3,,,,
break_b08_expanding,102,ols,noise,0.04253780565791511,3,0.003294839153436797,0.0010837729966320137,near-zero,0.7926647583276331,0.0,0.034016626435914236,0.055907410786064905,0.004121481111522098,0.1500113250357334,x4,,,,
break_b08_expanding,103,ols,signal,0.8545849538758526,1,-1.2325968863263792,-0.4370925638261816,beneficial,14.207026386573036,1.0,0.6256870535617984,1.011296700824405,1.9506851883395464,3.2488363737043517,x1,,,,
break_b08_expanding,103,ols,trap,0.5528801833513177,2,0.4351679601378731,0.1564795893719134,harmful,9.769890405992278,1.0,0.4294223846048495,0.6283768562847434,1.021954995724058,2.378270673000684,x2,,,,
break_b08_expanding,103,ols,noise,0.02122988986366173,4,0.012446820151157558,0.00432848399718089,near-zero,0.31433108502190193,0.0,0.0142910078869766,0.023818969361176338,0.0015127463129898662,0.0825089201456063,x3,,,,
break_b08_expanding,103,ols,noise,0.05116346177974437,3,0.002213079601134018,0.00043003202296355787,near-zero,0.97236036504143,0.0,0.04238337804772204,0.06854339399431432,0.006457911081932796,0.206191571431916,x4,,,,
break_b08_expanding,104,ols,signal,0.8754171587573644,1,-1.216197174496699,-0.4432355889307197,beneficial,16.910511299392837,1.0,0.6730723518705011,1.0080078170254347,2.408352699377622,3.725742870023773,x1,,,,
break_b08_expanding,104,ols,trap,0.4676480924953574,2,0.2893637688283656,0.11172234276861327,harmful,8.199195778615065,1.0,0.3284957854089165,0.5870407750949689,0.5947336512049399,1.71605758033349,x2,,,,
break_b08_expanding,104,ols,noise,0.02350924709790933,4,0.002524662778668527,0.0009991428771987387,near-zero,0.4898362752796873,0.0,0.019984491941738812,0.033115650562656744,0.004102810101661683,0.11505296421687684,x3,,,,
break_b08_expanding,104,ols,noise,0.08260007848512461,3,0.003592861041463029,0.001518495331615126,near-zero,1.5122813576956946,0.17647058823529413,0.06092542657462525,0.09033414826246343,0.020994373593090976,0.35560191732319874,x4,,,,
break_b08_expanding,105,ols,signal,0.8081231604917178,1,-0.8992865547212583,-0.3726769586245384,beneficial,14.182316742888462,1.0,0.6301035435128464,1.0411597885827,1.7738441809814531,3.0255460754933767,x1,,,,
break_b08_expanding,105,ols,trap,0.4644474625216429,2,0.21191147409762806,0.09287220251977064,harmful,8.726990022415201,1.0,0.3886220016011931,0.6305135668359597,0.7191555469359758,1.9854757861688568,x2,,,,
break_b08_expanding,105,ols,noise,0.09057123380064222,3,-0.020307734765327736,-0.008185468549337572,beneficial,1.6330576490485071,0.025210084033613446,0.0722852427390027,0.09918389090991536,0.024712171947444232,0.3737869077189381,x3,,,,
break_b08_expanding,105,ols,noise,0.04252686029179041,4,0.015548029531694563,0.006263074357377754,near-zero,0.7462314492409942,0.0,0.03380377848160472,0.05313490824042512,0.005590373755623866,0.171983378042281,x4,,,,
