scenario,seed,model,n_periods,enet_alpha,mse_baseline,mse_full,mse_drop_x2,improve_pct,x2_pbsv_mse,x2_oshapley_rank,primary_success,smoking_gun_top2,strict_rank1,model_beats_baseline,drop_x2_improves,mas,mas_p,rank_x2_abs_t,rank_x2_std_beta,rank_x2_ape,rank_x2_perm,rank_x2_pdp,rank_x2_std_coef,rank_x2_oob_vi,rank_x2_rf_ape
break_b15_expanding,116,ols,119,0.01,2.0770442054189906,2.044123989679519,1.0881399921607096,46.767417355572945,1.2794998296371285,1,True,True,True,True,True,-0.646974967446712,0.864613,1.0,1.0,1.0,1,1,,,
break_b15_expanding,116,enet,119,0.01,2.0770442054189906,2.0237169334972513,1.0789986070193662,46.68233540178401,1.2589789297560632,1,True,True,True,True,True,-0.6474528614749371,0.86458,,,1.0,1,1,1.0,,
break_b15_expanding,116,rf,119,0.01,2.0770442054189906,2.2716161996461226,1.2038342066362449,47.00538731746231,1.329834691644358,1,True,True,True,False,True,-0.2046766730884524,0.656602,,,,1,1,,1.0,1.0
break_b15_expanding,117,ols,119,0.1,1.8015702282564543,2.5179695386108976,1.0911904400733061,56.66387446945488,1.4525253411832093,1,True,True,False,False,True,-0.7971067010311594,0.888083,2.0,2.0,1.0,2,2,,,
break_b15_expanding,117,enet,119,0.1,1.8015702282564543,2.2240727896188,1.07316023983775,51.74797134127581,1.1751546788403966,1,True,True,False,False,True,-0.800437249766665,0.880689,,,1.0,2,2,2.0,,
break_b15_expanding,117,rf,119,0.1,1.8015702282564543,2.2186814758952678,1.386003335313467,37.53031472198162,1.0399476521821032,1,True,True,False,False,True,-0.7539148163456142,0.862333,,,,1,2,,1.0,1.0
break_b15_expanding,118,ols,119,0.1,2.0127498955970484,2.6438112350618534,1.0537690537773092,60.14204645920359,1.7159744635239285,1,True,True,True,False,True,-0.19112862460074242,0.641041,1.0,1.0,1.0,1,1,,,
break_b15_expanding,118,enet,119,0.1,2.0127498955970484,2.3342234781494224,1.0730046050503623,54.031624859628145,1.3889687571469738,1,True,True,True,False,True,-0.2108203347287625,0.656656,,,1.0,1,1,1.0,,
break_b15_expanding,118,rf,119,0.1,2.0127498955970484,2.439822840310815,1.369518793944754,43.86810503953281,1.440181865893486,1,True,True,True,False,True,-0.23730681373275964,0.661383,,,,1,1,,1.0,1.0
break_b15_expanding,119,ols,119,0.01,2.181047012453785,1.9792249978616583,1.0212735311436199,48.40033183458187,0.9358315632755828,2,True,True,False,True,True,0.15701066378096018,0.484797,1.0,1.0,1.0,1,2,,,
break_b15_expanding,119,enet,119,0.01,2.181047012453785,1.9586268105628,1.0185923824574659,47.994565531103945,0.9162447268206526,2,True,True,False,True,True,0.15722561877369412,0.490624,,,1.0,1,2,1.0,,
break_b15_expanding,119,rf,119,0.01,2.181047012453785,2.2147134519801184,1.2520479774643918,43.46681841188223,0.9887732053917184,2,True,True,False,False,True,0.1310574565771201,0.481128,,,,1,1,,1.0,1.0
break_b15_expanding,120,ols,119,0.01,2.000650479509467,2.220022544829894,1.313751720063698,40.82259555772384,0.841934046654714,1,True,True,True,False,True,0.16835409902579934,0.437787,1.0,1.0,1.0,1,1,,,
break_b15_expanding,120,enet,119,0.01,2.000650479509467,2.1996652035441038,1.3108660436393325,40.40611082417164,0.8229828380756387,1,True,True,True,False,True,0.16604998777387603,0.437432,,,1.0,1,1,1.0,,
break_b15_expanding,120,rf,119,0.01,2.000650479509467,2.14888078713713,1.2659093337934406,41.089829581474255,0.8012892678066208,1,True,True,True,False,True,0.20910102397384733,0.396024,,,,1,1,,1.0,1.0
break_b15_expanding,121,ols,119,0.1,2.208265548898246,2.2497695766381254,1.0960590648379034,51.28127448163976,1.0367436647107982,1,True,True,False,False,True,0.23086828318471841,0.369583,2.0,2.0,2.0,2,2,,,
break_b15_expanding,121,enet,119,0.1,2.208265548898246,2.0604251843504593,1.1117353038996196,46.04340345169632,0.8382916444897843,1,True,True,False,True,True,-0.15664714553024917,0.632205,,,2.0,2,2,2.0,,
break_b15_expanding,121,rf,119,0.1,2.208265548898246,2.1874741176993893,1.1915249303349251,45.52964441069246,0.8115068713112027,1,True,True,False,True,True,-0.697888351830829,0.851563,,,,2,2,,2.0,1.0
break_b15_expanding,122,ols,119,0.1,2.3144155443812604,2.501945458229916,1.0893876336516066,56.45837801666828,1.4729616235381509,1,True,True,True,False,True,-0.7090607583947348,0.849312,1.0,1.0,1.0,1,1,,,
break_b15_expanding,122,enet,119,0.1,2.3144155443812604,2.2781765235285207,1.0765529393237077,52.744972647848016,1.2310707210226075,1,True,True,True,True,True,-0.7214642162064275,0.854455,,,1.0,1,1,1.0,,
break_b15_expanding,122,rf,119,0.1,2.3144155443812604,2.299830438670855,1.4046377053438655,38.924292777181854,1.07009140327689,1,True,True,True,True,True,-0.1639435606291324,0.656092,,,,1,1,,1.0,1.0
break_b15_expanding,123,ols,119,0.1,2.2633071673716367,2.3327501310734418,1.0226436149412121,56.16145932995271,1.2253751841726799,1,True,True,True,False,True,-0.6604072161445793,0.849401,1.0,1.0,1.0,1,1,,,
break_b15_expanding,123,enet,119,0.1,2.2633071673716367,2.0964051608141236,1.0288009508298088,50.925471370701956,0.9953921305519011,1,True,True,True,True,True,-0.16841642350807806,0.656407,,,1.0,1,1,1.0,,
break_b15_expanding,123,rf,119,0.1,2.2633071673716367,2.1746361600093445,1.108331966466066,49.03368265239811,1.0713003386766555,1,True,True,True,True,True,0.20056622713756556,0.41667,,,,1,1,,1.0,1.0
break_b15_expanding,124,ols,119,0.01,2.353241023262679,2.581307498754418,0.9093773448214084,64.7706696989716,1.8766950385493038,1,True,True,True,False,True,-0.16264774781315183,0.634929,1.0,1.0,1.0,1,1,,,
break_b15_expanding,124,enet,119,0.01,2.353241023262679,2.558662170124002,0.9119868692896221,64.35688619082433,1.8469543959186114,1,True,True,True,False,True,-0.16441327800970518,0.639567,,,1.0,1,1,1.0,,
break_b15_expanding,124,rf,119,0.01,2.353241023262679,2.620735770022283,1.1033908313497083,57.897669655559106,1.5655783742434386,1,True,True,True,False,True,0.24415577509825193,0.353487,,,,1,1,,1.0,1.0
