scenario,seed,model,n_periods,enet_alpha,mse_baseline,mse_full,mse_drop_x2,improve_pct,x2_pbsv_mse,x2_oshapley_rank,primary_success,smoking_gun_top2,strict_rank1,model_beats_baseline,drop_x2_improves,mas,mas_p,rank_x2_abs_t,rank_x2_std_beta,rank_x2_ape,rank_x2_perm,rank_x2_pdp,rank_x2_std_coef,rank_x2_oob_vi,rank_x2_rf_ape
break_b15_expanding,100,ols,119,0.0001,1.6152853074317743,2.2088677734283335,1.036147461117635,53.09146733081926,1.336747621962918,1,True,True,True,False,True,-0.703276889631687,0.860964,1.0,1.0,1.0,1,1,,,
break_b15_expanding,100,enet,119,0.0001,1.6152853074317743,2.208589488261915,1.0361043511226333,53.08750871860699,1.336500433768143,1,True,True,True,False,True,-0.7032817677461993,0.864426,,,1.0,1,1,1.0,,
break_b15_expanding,100,rf,119,0.0001,1.6152853074317743,2.062226091297654,1.27903297504103,37.97804322045991,1.1604210546173506,1,True,True,True,False,True,-0.7159185543286797,0.854162,,,,1,1,,1.0,1.0
break_b15_expanding,101,ols,119,0.01,1.8070240921166951,2.7219123206575353,0.975191821576853,64.17254831554328,1.6992119116107762,1,True,True,True,False,True,-0.22476741954373503,0.640915,1.0,1.0,1.0,1,1,,,
break_b15_expanding,101,enet,119,0.01,1.8070240921166951,2.690655504413651,0.9728460343148068,63.843530592489955,1.669604680799903,1,True,True,True,False,True,-0.22611993861274593,0.640285,,,1.0,1,1,1.0,,
break_b15_expanding,101,rf,119,0.01,1.8070240921166951,2.429639166713825,1.1019803228344507,54.64428060217192,1.33137365553774,1,True,True,True,False,True,-0.23925422642726546,0.662209,,,,1,1,,1.0,1.0
break_b15_expanding,102,ols,119,0.0001,2.212440659071985,2.6155826329447227,1.009560494456005,61.40207991366714,1.42042442979702,1,True,True,True,False,True,-0.1919458078787244,0.640279,1.0,1.0,1.0,1,1,,,
break_b15_expanding,102,enet,119,0.0001,2.212440659071985,2.615285827939556,1.009523861254221,61.399100225707606,1.420150061916466,1,True,True,True,False,True,-0.1919628256466448,0.64067,,,1.0,1,1,1.0,,
break_b15_expanding,102,rf,119,0.0001,2.212440659071985,2.5088881988812233,1.245475410758197,50.357476617986165,1.272826934867777,1,True,True,True,False,True,-0.7626526714409867,0.875044,,,,1,1,,1.0,1.0
break_b15_expanding,103,ols,119,0.1,2.4267918995192654,2.7740393564457286,1.2535756702388898,54.8104583546699,1.5845329357921651,1,True,True,True,False,True,-0.7171147280827628,0.854498,1.0,1.0,1.0,1,1,,,
break_b15_expanding,103,enet,119,0.1,2.4267918995192654,2.516231544389675,1.3053434762209568,48.12307797621325,1.2989750024007662,1,True,True,True,False,True,-0.7340640790976591,0.864447,,,1.0,1,1,1.0,,
break_b15_expanding,103,rf,119,0.1,2.4267918995192654,2.9195201563961373,1.5527585509395858,46.81459733929994,1.5375946703057948,1,True,True,True,False,True,-0.75584056975074,0.863193,,,,1,1,,1.0,1.0
break_b15_expanding,104,ols,119,0.0001,2.4438700323442024,2.4227378079173176,1.2171111249275104,49.76298628146692,1.1186824636709034,2,True,True,False,True,True,-0.39473310568524855,0.729137,2.0,2.0,1.0,2,2,,,
break_b15_expanding,104,enet,119,0.0001,2.4438700323442024,2.4224767627906245,1.2170865100072574,49.75858886649512,1.1184498470809674,2,True,True,False,True,True,-0.3947280522651413,0.729231,,,1.0,2,2,2.0,,
break_b15_expanding,104,rf,119,0.0001,2.4438700323442024,2.385411219979749,1.2864138476153897,46.071610762931236,1.0235075316678859,1,True,True,False,True,True,-0.6416828195060178,0.859105,,,,2,2,,2.0,1.0
break_b15_expanding,105,ols,119,0.0001,1.874702240880609,1.989095477028785,0.9134349874476992,54.07787117327598,0.9663513132765367,1,True,True,True,False,True,-0.14959203351587913,0.640239,1.0,1.0,1.0,1,1,,,
break_b15_expanding,105,enet,119,0.0001,1.874702240880609,1.9888210924115521,0.9134214378621407,54.072216885302225,0.9661212387323067,1,True,True,True,False,True,-0.14961333856798298,0.639445,,,1.0,1,1,1.0,,
break_b15_expanding,105,rf,119,0.0001,1.874702240880609,2.099260489741498,1.0842745311055024,48.349690931447036,0.9569946051896235,1,True,True,True,False,True,-0.7329932085139939,0.854745,,,,1,1,,1.0,1.0
break_b15_expanding,106,ols,119,0.1,1.9104831170678247,3.040796052953946,1.2546400702840927,58.739749446027886,1.846054134113229,1,True,True,True,False,True,-0.8272058261042596,0.890505,1.0,1.0,1.0,1,1,,,
break_b15_expanding,106,enet,119,0.1,1.9104831170678247,2.7077541006223456,1.2428601590253079,54.09996207781013,1.5248961913346304,1,True,True,True,False,True,-0.8347174016108865,0.890551,,,1.0,1,1,1.0,,
break_b15_expanding,106,rf,119,0.1,1.9104831170678247,3.153841767089399,1.4787638514584074,53.11230046829137,1.9312569451876032,1,True,True,True,False,True,-0.8555186296661199,0.890416,,,,1,1,,1.0,1.0
break_b15_expanding,107,ols,119,0.1,2.1539016754363036,3.031434229067408,1.3881519963518594,54.20807804301559,1.6709196524336403,1,True,True,True,False,True,-0.17311385504191934,0.657143,1.0,1.0,1.0,1,1,,,
break_b15_expanding,107,enet,119,0.1,2.1539016754363036,2.736988005812499,1.3065945218999095,52.26159124098772,1.4227677307695945,1,True,True,True,False,True,-0.17815005650140248,0.656831,,,1.0,1,1,1.0,,
break_b15_expanding,107,rf,119,0.1,2.1539016754363036,3.026958745675268,1.5767512380716904,47.9097215869078,1.6107695310434371,1,True,True,True,False,True,-0.6925329074753679,0.854281,,,,1,1,,1.0,1.0
break_b15_expanding,108,ols,119,0.0001,2.4476143199501044,2.59330287871996,1.090835207186191,57.93645176823228,1.3511814468098782,1,True,True,True,False,True,-0.18626317049000174,0.640274,1.0,1.0,1.0,1,1,,,
break_b15_expanding,108,enet,119,0.0001,2.4476143199501044,2.5929790914787074,1.0908906287709474,57.92906189039722,1.350853325498067,1,True,True,True,False,True,-0.1862793427981031,0.640583,,,1.0,1,1,1.0,,
break_b15_expanding,108,rf,119,0.0001,2.4476143199501044,2.165457414866557,1.3260321634179324,38.76433891914485,0.886859815619816,1,True,True,True,True,True,-0.21721223523127775,0.639097,,,,1,1,,1.0,1.0
break_b15_expanding,109,ols,119,0.0001,2.300865756353353,2.4671018283388433,1.0973920693977584,55.51897952519221,1.4454358021679317,2,True,True,False,False,True,0.4836454125701899,0.264493,2.0,2.0,2.0,2,2,,,
break_b15_expanding,109,enet,119,0.0001,2.300865756353353,2.4668331839737383,1.0973512103410665,55.515791766130675,1.445165105514729,2,True,True,False,False,True,0.48364342077888534,0.270936,,,2.0,2,2,2.0,,
break_b15_expanding,109,rf,119,0.0001,2.300865756353353,2.3511084690586572,1.3368516525657195,43.13951609808239,1.1736866557095103,1,True,True,False,False,True,-0.6644606423671175,0.865419,,,,2,2,,2.0,2.0
break_b15_expanding,110,ols,119,0.1,2.3922915995707026,1.956297885895068,1.134290493165572,42.01851868553248,0.8605399935411557,2,True,True,False,True,True,0.1342812631614646,0.484089,1.0,1.0,1.0,1,1,,,
break_b15_expanding,110,enet,119,0.1,2.3922915995707026,1.8348625175643323,1.1237800642216764,38.75399091407537,0.7096742585167064,2,True,True,False,True,True,-0.3721229981573273,0.718899,,,1.0,1,1,1.0,,
break_b15_expanding,110,rf,119,0.1,2.3922915995707026,2.027753925574795,1.3238746976685583,34.712260646060024,0.7906547034345883,2,True,True,False,True,True,0.1584309890224297,0.48357,,,,1,1,,1.0,1.0
break_b15_expanding,111,ols,119,0.0001,1.3426264025056982,2.2552522770791987,1.2257566058675662,45.64880309288251,1.1223136740888113,1,True,True,True,False,True,-0.2972584141176897,0.661126,1.0,1.0,1.0,1,1,,,
break_b15_expanding,111,enet,119,0.0001,1.3426264025056982,2.254942666702841,1.2256353011777577,45.64672001306926,1.1220482950940849,1,True,True,True,False,True,-0.2972821612362533,0.662207,,,1.0,1,1,1.0,,
break_b15_expanding,111,rf,119,0.0001,1.3426264025056982,2.1426156069108773,1.3421397069832481,37.359753067500414,1.0365889952926812,1,True,True,True,False,True,-0.2949902072223223,0.661339,,,,1,1,,1.0,1.0
break_b15_expanding,112,ols,119,0.0001,1.623703471749967,2.442049052014295,0.9613521843704482,60.63337943283783,1.3948397573600675,1,True,True,False,False,True,-0.1934656736185516,0.650842,2.0,2.0,1.0,1,1,,,
break_b15_expanding,112,enet,119,0.0001,1.623703471749967,2.441768474019537,0.9613049928086004,60.630788584712114,1.39458713391996,1,True,True,False,False,True,-0.19347610565168094,0.656017,,,1.0,1,1,2.0,,
break_b15_expanding,112,rf,119,0.0001,1.623703471749967,2.292043755038345,0.9642488366159256,57.93060954895278,1.1784864636478631,1,True,True,True,False,True,-0.7192022167320935,0.864888,,,,1,1,,1.0,1.0
break_b15_expanding,113,ols,119,0.01,1.9234080758229493,2.035582672973131,1.1826600090590333,41.90066437676716,1.2673535797042101,2,True,True,False,False,True,-0.24646780533112,0.666708,2.0,2.0,1.0,2,2,,,
break_b15_expanding,113,enet,119,0.01,1.9234080758229493,2.010599130365809,1.1700207919528431,41.80735611180886,1.2471302530612574,2,True,True,False,False,True,-0.24594528136724136,0.666809,,,1.0,2,2,2.0,,
break_b15_expanding,113,rf,119,0.01,1.9234080758229493,1.7735037750284959,1.3073810094262788,26.282592242845812,1.0678266214367178,2,True,True,False,True,True,0.23208085799187428,0.421781,,,,2,1,,2.0,1.0
break_b15_expanding,114,ols,119,0.01,1.7635972176380865,2.0774918929029584,0.9328047810929395,55.099474309404116,1.2066065719785177,1,True,True,True,False,True,-0.793835043627259,0.888197,1.0,1.0,1.0,1,1,,,
break_b15_expanding,114,enet,119,0.01,1.7635972176380865,2.0541091879333195,0.933553964786331,54.551882136041726,1.1823040112215295,1,True,True,True,False,True,-0.26156486848558,0.676137,,,1.0,1,1,1.0,,
break_b15_expanding,114,rf,119,0.01,1.7635972176380865,2.134791723745293,1.1265650987056106,47.228336789260304,1.1586246811113354,1,True,True,True,False,True,0.1293502700311786,0.438418,,,,1,1,,1.0,1.0
break_b15_expanding,115,ols,119,0.01,1.8093933060435847,2.450921567476769,1.0344686531164455,57.79266595701656,1.0921796021980401,1,True,True,True,False,True,-0.8083716999333361,0.880137,1.0,1.0,1.0,1,1,,,
break_b15_expanding,115,enet,119,0.01,1.8093933060435847,2.415144279668332,1.0353855243329495,57.1294546230945,1.0620585509603246,1,True,True,True,False,True,-0.8090621423236162,0.879921,,,1.0,1,1,1.0,,
break_b15_expanding,115,rf,119,0.01,1.8093933060435847,2.2339540981752926,1.245879745494027,44.229841315375765,0.8292389421025368,1,True,True,True,False,True,-0.8456277162250716,0.879947,,,,1,1,,1.0,1.0
