dgp,window,model,predictor,M,mean,std,q_low,q_high
friedman1,rolling,enet,x5,3,-0.04284337362694984,0.01171611729000007,-0.05460114922501635,-0.029710110762496664
friedman1,rolling,enet,x5,6,-0.03967045872521718,0.0035917378787438284,-0.04200587710513658,-0.036799350490441966
friedman1,rolling,enet,x5,8,-0.04117162636150392,0.004882720750304015,-0.045203597800611214,-0.03709769785319648
friedman1,rolling,enet,x5,12,-0.03934895221027349,0.005778065501512495,-0.04531572294971996,-0.034495788629903976
friedman1,rolling,enet,x5,18,-0.04011445675117023,0.004256171009277651,-0.04386425651454764,-0.035198535933512826
friedman1,rolling,enet,x5,30,-0.03758204930176476,0.0037938666392825214,-0.03970747197700851,-0.034262995384022575
friedman1,rolling,enet,x5,40,-0.03863418219960997,0.0032933492943952513,-0.04053177768632129,-0.03484254126153585
friedman1,rolling,enet,x5,60,-0.04062932866590851,0.0022436906869994612,-0.04279673737262655,-0.03832143886628377
friedman1,rolling,enet,x5,80,-0.03812893195821499,0.00158670185984091,-0.039867926163002707,-0.036545983167306305
friedman1,rolling,enet,x5,100,-0.04017113793815194,0.0025309638580423752,-0.0427735245959235,-0.03757633699653032
friedman1,rolling,enet,x5,200,-0.04031997807073462,0.0014404230246414084,-0.041492952838591605,-0.03848609634826921
friedman1,rolling,enet,x5,500,-0.039225968781991416,0.000455055435263123,-0.03969598661134657,-0.03879342776618276
friedman1,rolling,enet,x5,1000,-0.03938309592889037,0.0005681519797979736,-0.03957398832489192,-0.0392658796120902
friedman1,rolling,enet,x6,3,-0.00970579174713013,0.0012834255134535105,-0.01048378925621428,-0.008701092549478928
friedman1,rolling,enet,x6,6,-0.008837868812422487,0.0009574364912416786,-0.009825570810319054,-0.007925466773541197
friedman1,rolling,enet,x6,8,-0.008921535247903064,0.0009702277793731062,-0.010015872509155309,-0.0081234620115214
friedman1,rolling,enet,x6,12,-0.009108906804155228,0.0008209966385272823,-0.00955966249154008,-0.008193038040108491
friedman1,rolling,enet,x6,18,-0.00917372877795653,0.0004988691699527844,-0.00965155140528334,-0.008718749053971818
friedman1,rolling,enet,x6,30,-0.008495816042234757,0.00021433016524834793,-0.008706293823611058,-0.008299906113198577
friedman1,rolling,enet,x6,40,-0.008880584189193802,0.00036676099661086793,-0.00915762955761108,-0.008489958590862587
friedman1,rolling,enet,x6,60,-0.009018463808867856,0.00034642482608432363,-0.009398785587161586,-0.008784880479145078
friedman1,rolling,enet,x6,80,-0.008799465723978961,0.00019394579217580247,-0.008924346088150287,-0.008640454089030985
friedman1,rolling,enet,x6,100,-0.009000717781315141,0.0002771633709712308,-0.009167757938772711,-0.008828594422680362
friedman1,rolling,enet,x6,200,-0.00886713176695938,0.00012186347018672629,-0.008967591482511958,-0.00876191870762264
friedman1,rolling,enet,x6,500,-0.008913083535689396,0.00010847562987486641,-0.009038173850737912,-0.00878884390451031
