dgp,window,model,predictor,M,mean,std,q_low,q_high
polynomial,expanding,rf,x6,200,-0.005688365329384834,5.520949564618807e-05,-0.005739711623170279,-0.005638913916973424
polynomial,expanding,rf,x6,500,-0.005708615631958575,1.9815402216833752e-05,-0.005726853975428175,-0.005689588684051849
polynomial,expanding,rf,x6,1000,-0.005727437039448351,3.284251105641741e-05,-0.0057545421178679754,-0.005690248845367263
polynomial,expanding,xgboost,x1,3,-0.9291306810829224,0.03925861805821357,-0.9691517812761377,-0.8862843630970119
polynomial,expanding,xgboost,x1,6,-0.9320788761294505,0.013435521159670134,-0.9473007145472545,-0.9273986656547442
polynomial,expanding,xgboost,x1,8,-0.9323633805242431,0.022281885503106214,-0.9415137261657529,-0.9221185275996031
polynomial,expanding,xgboost,x1,12,-0.9364986107540277,0.022847508806700233,-0.9600025181147926,-0.9187273482341897
polynomial,expanding,xgboost,x1,18,-0.9282387630408862,0.013740969974005882,-0.9426653344670016,-0.9150554780321172
polynomial,expanding,xgboost,x1,30,-0.9289947069712193,0.008387379967811194,-0.9361614261511673,-0.9205862804657365
polynomial,expanding,xgboost,x1,40,-0.9295948652856174,0.01290572861452933,-0.9389244644019258,-0.9156964227193332
polynomial,expanding,xgboost,x1,60,-0.9275484811101846,0.010956053285604448,-0.939808070460061,-0.9172290830323497
polynomial,expanding,xgboost,x1,80,-0.9332725880846288,0.004878331893194907,-0.937692319199489,-0.9279629584041726
polynomial,expanding,xgboost,x1,100,-0.9255701518601164,0.00661463596949885,-0.9327882610444554,-0.9196532633572834
polynomial,expanding,xgboost,x1,200,-0.9302013426571412,0.0071074314913893,-0.9374553842128587,-0.9232129601262264
polynomial,expanding,xgboost,x1,500,-0.9288349214919994,0.001411925291784059,-0.9297570774653082,-0.9273625539752507
polynomial,expanding,xgboost,x1,1000,-0.9296493427271367,0.0010977524279021126,-0.9305998710147328,-0.9287290654755415
polynomial,expanding,xgboost,x2,3,-0.5876248698533275,0.04609731844709099,-0.6327707190027198,-0.5520522315843666
polynomial,expanding,xgboost,x2,6,-0.5804213624131466,0.01471868919984272,-0.5878204655709147,-0.564975390590555
polynomial,expanding,xgboost,x2,8,-0.5798462786448758,0.01657501312085767,-0.5930993219063546,-0.5650595809792857
polynomial,expanding,xgboost,x2,12,-0.5755890312173945,0.029633881531676235,-0.5957624618827451,-0.548678815495061
polynomial,expanding,xgboost,x2,18,-0.5914612289969354,0.01148567191384472,-0.5993951225775617,-0.5799717585327302
polynomial,expanding,xgboost,x2,30,-0.5871773727376273,0.008434479990837433,-0.5941021545054235,-0.5777267497086548
polynomial,expanding,xgboost,x2,40,-0.5875341989290019,0.01337798726757364,-0.59867000871288,-0.5744988662151467
polynomial,expanding,xgboost,x2,60,-0.5883542045378298,0.009745392662750022,-0.5956370215348518,-0.5823750642123531
polynomial,expanding,xgboost,x2,80,-0.5815294459850333,0.00414053938192197,-0.5854035265488827,-0.5789218471833383
polynomial,expanding,xgboost,x2,100,-0.5872779693172457,0.00695546907815166,-0.5925992834865164,-0.5835418908072885
polynomial,expanding,xgboost,x2,200,-0.58298993082216,0.004825322940504309,-0.5871893874908478,-0.5787718243617819
polynomial,expanding,xgboost,x2,500,-0.5848334498230074,0.0022429506361875988,-0.5867842649161457,-0.5822956872526545
polynomial,expanding,xgboost,x2,1000,-0.5865269106592099,0.0014976500153875358,-0.5875442251084267,-0.585619741833388
polynomial,expanding,xgboost,x3,3,-1.4933132202455706,0.04507608337168134,-1.5351601270281272,-1.455765082865348
polynomial,expanding,xgboost,x3,6,-1.4962411126511936,0.02069157390842565,-1.5127937171153722,-1.4755206761517867
polynomial,expanding,xgboost,x3,8,-1.4973307372582518,0.015854763890550724,-1.5174805824584672,-1.489249686358403
polynomial,expanding,xgboost,x3,12,-1.4974307856544729,0.019528060403652712,-1.5111470919618024,-1.4839957651740172
polynomial,expanding,xgboost,x3,18,-1.4897061318514027,0.0183681390472868,-1.5008247970570834,-1.4739171659608516
polynomial,expanding,xgboost,x3,30,-1.4920976672141568,0.009170235221851772,-1.500913318565919,-1.4892074347239181
polynomial,expanding,xgboost,x3,40,-1.4916749407851895,0.013556065964366763,-1.4980263494624406,-1.4773799822908709
polynomial,expanding,xgboost,x3,60,-1.493215511978632,0.007775675502655868,-1.5002652776090735,-1.4878929723322705
polynomial,expanding,xgboost,x3,80,-1.4939638131531492,0.0033716178427556677,-1.4975575793522933,-1.490637486314584
polynomial,expanding,xgboost,x3,100,-1.49607882181921,0.005590421742943821,-1.499460693883402,-1.4890737047863305
polynomial,expanding,xgboost,x3,200,-1.4953291476817772,0.004720975757724037,-1.4992086731323269,-1.4919560968238945
polynomial,expanding,xgboost,x3,500,-1.4950814571724917,0.00271588087999194,-1.497259596985971,-1.4918331615240865
polynomial,expanding,xgboost,x3,1000,-1.4926546097689026,0.0008825608532655573,-1.4934300026165956,-1.4923447028445307
polynomial,expanding,xgboost,x4,3,0.004609400572046734,0.0008548128957110334,0.0037739808686171983,0.005253716170642415
polynomial,expanding,xgboost,x4,6,0.004086439365316673,0.000509850769006588,0.0036014070374021925,0.004492423865049101
polynomial,expanding,xgboost,x4,8,0.004856433167143423,0.00047274963307113746,0.004460589871488381,0.005175380943701593
polynomial,expanding,xgboost,x4,12,0.00455077144338495,0.00032157770705324037,0.004308367221214213,0.004712882109002181
polynomial,expanding,xgboost,x4,18,0.004928815810985017,0.0005218073665085201,0.004363893318252075,0.005545966487531613
polynomial,expanding,xgboost,x4,30,0.0048612748034415655,0.0003254892588810276,0.0045708679709352395,0.005150601868306487
polynomial,expanding,xgboost,x4,40,0.004618317734778708,0.00020709099924060565,0.004429285049357461,0.004881029006395346
polynomial,expanding,xgboost,x4,60,0.004819290033783414,0.00022784033791547751,0.0046309483475661046,0.004974904608205684
polynomial,expanding,xgboost,x4,80,0.00468107716768201,0.0001551687294261606,0.004505866116343415,0.0048340304154821205
polynomial,expanding,xgboost,x4,100,0.004697562834689768,0.00022447938436442487,0.0045064374390468625,0.004835191442321517
polynomial,expanding,xgboost,x4,200,0.004644496707735618,0.00012093862301900653,0.0045272177127950244,0.004743414439950556
polynomial,expanding,xgboost,x4,500,0.004707974356666809,6.59242971479225e-05,0.004667452066560666,0.004773685031925519
