dgp,window,model,predictor,M,replicate,pbsv
friedman1,rolling,enet,x4,12,0,-0.23822619502835218
friedman1,rolling,enet,x5,12,0,-0.031803486090727646
friedman1,rolling,enet,x6,12,0,-0.007768067582733018
friedman1,rolling,rf,x1,12,0,-1.3793715153291541
friedman1,rolling,rf,x2,12,0,-1.372031765306466
friedman1,rolling,rf,x3,12,0,-0.010769535915370452
friedman1,rolling,rf,x4,12,0,-0.10095655809976868
friedman1,rolling,rf,x5,12,0,-0.013307708235262922
friedman1,rolling,rf,x6,12,0,-0.0024906875281382377
friedman1,rolling,xgboost,x1,12,0,-1.4831200429803901
friedman1,rolling,xgboost,x2,12,0,-1.5193363035087382
friedman1,rolling,xgboost,x3,12,0,-0.022207532926108844
friedman1,rolling,xgboost,x4,12,0,-0.22294397695532808
friedman1,rolling,xgboost,x5,12,0,-0.030745088308556896
friedman1,rolling,xgboost,x6,12,0,-0.005279441768046428
friedman1,rolling,enet,x1,12,1,-1.3138791797467888
friedman1,rolling,enet,x2,12,1,-1.411008847488321
friedman1,rolling,enet,x3,12,1,0.014200365572771064
friedman1,rolling,enet,x4,12,1,-0.2551011503226819
friedman1,rolling,enet,x5,12,1,-0.04234063186448827
friedman1,rolling,enet,x6,12,1,-0.009513000878111013
friedman1,rolling,rf,x1,12,1,-1.373159289206481
friedman1,rolling,rf,x2,12,1,-1.3647477410542486
friedman1,rolling,rf,x3,12,1,-0.010945023905510859
friedman1,rolling,rf,x4,12,1,-0.11142501009202659
friedman1,rolling,rf,x5,12,1,-0.015792765859600894
friedman1,rolling,rf,x6,12,1,-0.0028579402962926694
friedman1,rolling,xgboost,x1,12,1,-1.4662504496153754
friedman1,rolling,xgboost,x2,12,1,-1.4991038773446623
friedman1,rolling,xgboost,x3,12,1,-0.022080941295985024
friedman1,rolling,xgboost,x4,12,1,-0.24972329032773144
friedman1,rolling,xgboost,x5,12,1,-0.03951717673397432
friedman1,rolling,xgboost,x6,12,1,-0.006956651129440022
friedman1,rolling,enet,x1,12,2,-1.3012162624541297
friedman1,rolling,enet,x2,12,2,-1.4097941667472451
