dgp,window,model,predictor,M,replicate,pbsv
polynomial,expanding,enet,x5,3,5,0.002791561932627159
polynomial,expanding,enet,x6,3,5,0.0021448427226068065
polynomial,expanding,rf,x1,3,5,-0.6333039464337726
polynomial,expanding,rf,x2,3,5,-0.4093453325263518
polynomial,expanding,rf,x3,3,5,-1.0900616675864254
polynomial,expanding,rf,x4,3,5,-0.004110002119167196
polynomial,expanding,rf,x5,3,5,-0.0013128147824853127
polynomial,expanding,rf,x6,3,5,-0.00489210802743778
polynomial,expanding,xgboost,x1,3,5,-0.887156017287093
polynomial,expanding,xgboost,x2,3,5,-0.5848548786600446
polynomial,expanding,xgboost,x3,3,5,-1.5352264898852148
polynomial,expanding,xgboost,x4,3,5,0.0050364759826460785
polynomial,expanding,xgboost,x5,3,5,-0.00011364878497810427
polynomial,expanding,xgboost,x6,3,5,-0.00022383803119700266
polynomial,expanding,enet,x1,3,6,0.01746943564459902
polynomial,expanding,enet,x2,3,6,0.028368362347028997
polynomial,expanding,enet,x3,3,6,-0.9763301038277911
polynomial,expanding,enet,x4,3,6,0.004178553600869013
polynomial,expanding,enet,x5,3,6,0.002794158205336054
polynomial,expanding,enet,x6,3,6,0.002151620777081309
polynomial,expanding,rf,x1,3,6,-0.6330467006477339
polynomial,expanding,rf,x2,3,6,-0.41888713924163073
polynomial,expanding,rf,x3,3,6,-1.0793452969622874
polynomial,expanding,rf,x4,3,6,-0.004234287333501878
polynomial,expanding,rf,x5,3,6,-0.0012023527822283182
polynomial,expanding,rf,x6,3,6,-0.006310094508257924
polynomial,expanding,xgboost,x1,3,6,-0.8857525291131786
polynomial,expanding,xgboost,x2,3,6,-0.6332932207373848
polynomial,expanding,xgboost,x3,3,6,-1.4949926917365388
polynomial,expanding,xgboost,x4,3,6,0.00614033720638892
polynomial,expanding,xgboost,x5,3,6,0.0014739652302996713
polynomial,expanding,xgboost,x6,3,6,0.0038857424845316624
polynomial,expanding,enet,x1,3,7,0.017503356884217187
polynomial,expanding,enet,x2,3,7,0.02829232832285918
polynomial,expanding,enet,x3,3,7,-0.9762863873628561
polynomial,expanding,enet,x4,3,7,0.004178340248708483
polynomial,expanding,enet,x5,3,7,0.0027968706121796285
polynomial,expanding,enet,x6,3,7,0.002147518042015036
polynomial,expanding,rf,x1,3,7,-0.6527046778797189
polynomial,expanding,rf,x2,3,7,-0.38807870522087956
polynomial,expanding,rf,x3,3,7,-1.0908712690800588
polynomial,expanding,rf,x4,3,7,-0.004366136631856736
polynomial,expanding,rf,x5,3,7,-0.0012490448490138177
polynomial,expanding,rf,x6,3,7,-0.005756037814112676
polynomial,expanding,xgboost,x1,3,7,-0.9747025895481062
polynomial,expanding,xgboost,x2,3,7,-0.5017321838162113
polynomial,expanding,xgboost,x3,3,7,-1.534673466076151
polynomial,expanding,xgboost,x4,3,7,0.004268500611399273
polynomial,expanding,xgboost,x5,3,7,0.0016855757386304477
polynomial,expanding,xgboost,x6,3,7,0.0026157664245569645
polynomial,expanding,enet,x1,6,0,0.017481940471875086
polynomial,expanding,enet,x2,6,0,0.028332106064060336
polynomial,expanding,enet,x3,6,0,-0.976311521990768
polynomial,expanding,enet,x4,6,0,0.004185367020469862
polynomial,expanding,enet,x5,6,0,0.0027977425401547094
polynomial,expanding,enet,x6,6,0,0.0021463926413315035
polynomial,expanding,rf,x1,6,0,-0.6427996683161008
polynomial,expanding,rf,x2,6,0,-0.4031298089109585
polynomial,expanding,rf,x3,6,0,-1.0849414921805218
polynomial,expanding,rf,x4,6,0,-0.004592655437927491
polynomial,expanding,rf,x5,6,0,-0.0013491803305589374
polynomial,expanding,rf,x6,6,0,-0.0062130662995727075
polynomial,expanding,xgboost,x1,6,0,-0.9294449698841666
polynomial,expanding,xgboost,x2,6,0,-0.5641504557512044
polynomial,expanding,xgboost,x3,6,0,-1.5153852148176779
polynomial,expanding,xgboost,x4,6,0,0.003671563246727257
polynomial,expanding,xgboost,x5,6,0,0.0018400401760264955
polynomial,expanding,xgboost,x6,6,0,0.0009306403644136855
polynomial,expanding,enet,x1,6,1,0.017476901242092446
polynomial,expanding,enet,x2,6,1,0.028331816804841092
polynomial,expanding,enet,x3,6,1,-0.9763029218335109
polynomial,expanding,enet,x4,6,1,0.00417762652092335
polynomial,expanding,enet,x5,6,1,0.0028026854560912287
polynomial,expanding,enet,x6,6,1,0.0021459185566862957
polynomial,expanding,rf,x1,6,1,-0.6478666316446492
polynomial,expanding,rf,x2,6,1,-0.4036247363910392
polynomial,expanding,rf,x3,6,1,-1.0802677927239186
polynomial,expanding,rf,x4,6,1,-0.004504943086801198
polynomial,expanding,rf,x5,6,1,-0.0012688196912803429
polynomial,expanding,rf,x6,6,1,-0.005492947937951631
polynomial,expanding,xgboost,x1,6,1,-0.9494565523847004
