horizon,model,base_contribution,full_loss,empty_max_diff,full_max_diff,efficiency_residual
3,rf_cv,0.00255257816031401,0.0005385532035907071,0.0,0.0,-1.0842021724855044e-19
3,xgb_cv,0.002552740405999967,0.00034903754262942155,0.0,0.0,2.710505431213761e-19
3,nn_comb,0.002584707065229873,0.0015669539096437098,0.0,0.0,2.168404344971009e-19
3,enet,0.0025527614055405826,0.001427473849738849,0.0,0.0,0.0
3,pca,0.002552761405540582,0.0016471424175259165,0.0,0.0,0.0
3,lin_comb,0.002552761405540582,0.001501908816648132,0.0,0.0,0.0
3,nonlin_comb,0.0025608791987299594,0.0009493123209882739,0.0,0.0,1.0842021724855044e-19
3,all_comb,0.002556431470353084,0.0011027497370640973,0.0,0.0,2.168404344971009e-19
