horizon,model,base_contribution,full_loss,empty_max_diff,full_max_diff,efficiency_residual
12,rf_cv,0.0019389760519419278,0.0002488243741883383,0.0,0.0,1.6263032587282567e-19
12,xgb_cv,0.001939096691340253,0.00028914835727801574,0.0,0.0,1.6263032587282567e-19
12,nn_comb,0.001957442368884458,0.0006641800945166061,0.0,0.0,-1.0842021724855044e-19
12,enet,0.001939042346720514,0.0009205627649959536,0.0,0.0,-1.0842021724855044e-19
12,pca,0.001939042346720514,0.0010378446632803313,0.0,0.0,0.0
12,lin_comb,0.001939042346720514,0.0009417857139845003,0.0,0.0,0.0
12,nonlin_comb,0.0019443712220502288,0.0004143683599021298,0.0,0.0,-1.6263032587282567e-19
12,all_comb,0.0019417281835063564,0.0005542692114731656,0.0,0.0,0.0
