horizon,saved_oos_source_path,saved_oos_sha256,saved_oos_model_rows,saved_oos_grouped_columns,expected_model_rows,expected_grouped_columns,row_name_match,column_name_match,base_contribution_present,base_contribution_excluded_from_mas,intake_pass
3,Results\Updated CPI 3\shapleys_h3_upd.bin,b124956393154f1669791299ee7e329912942abecd7189a26c2dbdfbbbd7b47c,"[""rf_cv"", ""xgb_cv"", ""nn_comb"", ""enet"", ""pca"", ""lin_comb"", ""nonlin_comb"", ""all_comb""]","[""base_contribution"", ""fred_rpi"", ""fred_w875rx1"", ""fred_dpcera3m086sbea"", ""fred_cmrmtsplx"", ""fred_retailx"", ""fred_indpro"", ""fred_ipfpnss"", ""fred_ipfinal"", ""fred_ipcongd"", ""fred_ipdcongd"", ""fred_ipncongd"", ""fred_ipbuseq"", ""fred_ipmat"", ""fred_ipdmat"", ""fred_ipnmat"", ""fred_ipmansics"", ""fred_ipb51222s"", ""fred_ipfuels"", ""fred_cumfns"", ""fred_hwi"", ""fred_hwiuratio"", ""fred_clf16ov"", ""fred_ce16ov"", ""fred_unrate"", ""fred_uempmean"", ""fred_uemplt5"", ""fred_uemp5to14"", ""fred_uemp15ov"", ""fred_uemp15t26"", ""fred_uemp27ov"", ""fred_claimsx"", ""fred_payems"", ""fred_usgood"", ""fred_ces1021000001"", ""fred_uscons"", ""fred_manemp"", ""fred_dmanemp"", ""fred_ndmanemp"", ""fred_srvprd"", ""fred_ustpu"", ""fred_uswtrade"", ""fred_ustrade"", ""fred_usfire"", ""fred_usgovt"", ""fred_ces0600000007"", ""fred_awotman"", ""fred_awhman"", ""fred_houst"", ""fred_houstne"", ""fred_houstmw"", ""fred_housts"", ""fred_houstw"", ""fred_permit"", ""fred_permitne"", ""fred_permitmw"", ""fred_permits"", ""fred_permitw"", ""fred_amdmnox"", ""fred_amdmuox"", ""fred_businvx"", ""fred_isratiox"", ""fred_bogmbase"", ""fred_totresns"", ""fred_nonborres"", ""fred_busloans"", ""fred_realln"", ""fred_nonrevsl"", ""fred_conspi"", ""fred_s&p 500"", ""fred_s&p div yield"", ""fred_s&p pe ratio"", ""fred_fedfunds"", ""fred_cp3mx"", ""fred_tb3ms"", ""fred_tb6ms"", ""fred_gs1"", ""fred_gs5"", ""fred_gs10"", ""fred_aaa"", ""fred_baa"", ""fred_compapffx"", ""fred_tb3smffm"", ""fred_tb6smffm"", ""fred_t1yffm"", ""fred_t5yffm"", ""fred_t10yffm"", ""fred_aaaffm"", ""fred_baaffm"", ""fred_exszusx"", ""fred_exjpusx"", ""fred_exusukx"", ""fred_excausx"", ""fred_wpsfd49207"", ""fred_wpsfd49502"", ""fred_wpsid61"", ""fred_wpsid62"", ""fred_oilpricex"", ""fred_ppicmm"", ""fred_cpiappsl"", ""fred_cpitrnsl"", ""fred_cpimedsl"", ""fred_cusr0000sac"", ""fred_cusr0000sad"", ""fred_cusr0000sas"", ""fred_cpiulfsl"", ""fred_cusr0000sa0l2"", ""fred_cusr0000sa0l5"", ""fred_pcepi"", ""fred_ddurrg3m086sbea"", ""fred_dndgrg3m086sbea"", ""fred_dserrg3m086sbea"", ""fred_ces0600000008"", ""fred_ces2000000008"", ""fred_ces3000000008"", ""fred_dtcolnvhfnm"", ""fred_dtcthfnm"", ""fred_invest"", ""soc_ics"", ""soc_ice"", ""soc_icc"", ""ar""]","[""rf_cv"", ""xgb_cv"", ""nn_comb"", ""enet"", ""pca"", ""lin_comb"", ""nonlin_comb"", ""all_comb""]","[""base_contribution"", ""fred_rpi"", ""fred_w875rx1"", ""fred_dpcera3m086sbea"", ""fred_cmrmtsplx"", ""fred_retailx"", ""fred_indpro"", ""fred_ipfpnss"", ""fred_ipfinal"", ""fred_ipcongd"", ""fred_ipdcongd"", ""fred_ipncongd"", ""fred_ipbuseq"", ""fred_ipmat"", ""fred_ipdmat"", ""fred_ipnmat"", ""fred_ipmansics"", ""fred_ipb51222s"", ""fred_ipfuels"", ""fred_cumfns"", ""fred_hwi"", ""fred_hwiuratio"", ""fred_clf16ov"", ""fred_ce16ov"", ""fred_unrate"", ""fred_uempmean"", ""fred_uemplt5"", ""fred_uemp5to14"", ""fred_uemp15ov"", ""fred_uemp15t26"", ""fred_uemp27ov"", ""fred_claimsx"", ""fred_payems"", ""fred_usgood"", ""fred_ces1021000001"", ""fred_uscons"", ""fred_manemp"", ""fred_dmanemp"", ""fred_ndmanemp"", ""fred_srvprd"", ""fred_ustpu"", ""fred_uswtrade"", ""fred_ustrade"", ""fred_usfire"", ""fred_usgovt"", ""fred_ces0600000007"", ""fred_awotman"", ""fred_awhman"", ""fred_houst"", ""fred_houstne"", ""fred_houstmw"", ""fred_housts"", ""fred_houstw"", ""fred_permit"", ""fred_permitne"", ""fred_permitmw"", ""fred_permits"", ""fred_permitw"", ""fred_amdmnox"", ""fred_amdmuox"", ""fred_businvx"", ""fred_isratiox"", ""fred_bogmbase"", ""fred_totresns"", ""fred_nonborres"", ""fred_busloans"", ""fred_realln"", ""fred_nonrevsl"", ""fred_conspi"", ""fred_s&p 500"", ""fred_s&p div yield"", ""fred_s&p pe ratio"", ""fred_fedfunds"", ""fred_cp3mx"", ""fred_tb3ms"", ""fred_tb6ms"", ""fred_gs1"", ""fred_gs5"", ""fred_gs10"", ""fred_aaa"", ""fred_baa"", ""fred_compapffx"", ""fred_tb3smffm"", ""fred_tb6smffm"", ""fred_t1yffm"", ""fred_t5yffm"", ""fred_t10yffm"", ""fred_aaaffm"", ""fred_baaffm"", ""fred_exszusx"", ""fred_exjpusx"", ""fred_exusukx"", ""fred_excausx"", ""fred_wpsfd49207"", ""fred_wpsfd49502"", ""fred_wpsid61"", ""fred_wpsid62"", ""fred_oilpricex"", ""fred_ppicmm"", ""fred_cpiappsl"", ""fred_cpitrnsl"", ""fred_cpimedsl"", ""fred_cusr0000sac"", ""fred_cusr0000sad"", ""fred_cusr0000sas"", ""fred_cpiulfsl"", ""fred_cusr0000sa0l2"", ""fred_cusr0000sa0l5"", ""fred_pcepi"", ""fred_ddurrg3m086sbea"", ""fred_dndgrg3m086sbea"", ""fred_dserrg3m086sbea"", ""fred_ces0600000008"", ""fred_ces2000000008"", ""fred_ces3000000008"", ""fred_dtcolnvhfnm"", ""fred_dtcthfnm"", ""fred_invest"", ""soc_ics"", ""soc_ice"", ""soc_icc"", ""ar""]",True,True,True,True,True
