horizon,model,base_contribution,full_loss,empty_max_diff,full_max_diff,efficiency_residual
6,rf_cv,0.002130751275839401,0.0003358853556606573,0.0,0.0,5.421010862427522e-20
6,xgb_cv,0.002130547319352014,0.00030007521219119784,0.0,0.0,2.710505431213761e-19
6,nn_comb,0.0021487566864528415,0.0008465733856291499,0.0,0.0,0.0
6,enet,0.002130533352254116,0.0011327817469056092,0.0,0.0,0.0
6,pca,0.002130533352254116,0.0012070372066142405,0.0,0.0,0.0
6,lin_comb,0.002130533352254116,0.0011308379845898899,0.0,0.0,2.168404344971009e-19
6,nonlin_comb,0.002134459392103383,0.0005288083609059815,0.0,0.0,0.0
6,all_comb,0.002131985790985108,0.0006906301734662571,0.0,0.0,1.0842021724855044e-19
