horizon,model,predictor,structural_zero,source
1,enet,fred_ipbuseq,False,all_retained_no_direct_invariance_evidence
1,enet,fred_ipmat,False,all_retained_no_direct_invariance_evidence
1,enet,fred_ipdmat,False,all_retained_no_direct_invariance_evidence
1,enet,fred_ipnmat,False,all_retained_no_direct_invariance_evidence
1,enet,fred_ipmansics,False,all_retained_no_direct_invariance_evidence
1,enet,fred_ipb51222s,False,all_retained_no_direct_invariance_evidence
1,enet,fred_ipfuels,False,all_retained_no_direct_invariance_evidence
1,enet,fred_cumfns,False,all_retained_no_direct_invariance_evidence
1,enet,fred_hwi,False,all_retained_no_direct_invariance_evidence
1,enet,fred_hwiuratio,False,all_retained_no_direct_invariance_evidence
1,enet,fred_clf16ov,False,all_retained_no_direct_invariance_evidence
1,enet,fred_ce16ov,False,all_retained_no_direct_invariance_evidence
1,enet,fred_unrate,False,all_retained_no_direct_invariance_evidence
1,enet,fred_uempmean,False,all_retained_no_direct_invariance_evidence
1,enet,fred_uemplt5,False,all_retained_no_direct_invariance_evidence
1,enet,fred_uemp5to14,False,all_retained_no_direct_invariance_evidence
1,enet,fred_uemp15ov,False,all_retained_no_direct_invariance_evidence
1,enet,fred_uemp15t26,False,all_retained_no_direct_invariance_evidence
1,enet,fred_uemp27ov,False,all_retained_no_direct_invariance_evidence
1,enet,fred_claimsx,False,all_retained_no_direct_invariance_evidence
1,enet,fred_payems,False,all_retained_no_direct_invariance_evidence
1,enet,fred_usgood,False,all_retained_no_direct_invariance_evidence
1,enet,fred_ces1021000001,False,all_retained_no_direct_invariance_evidence
1,enet,fred_uscons,False,all_retained_no_direct_invariance_evidence
1,enet,fred_manemp,False,all_retained_no_direct_invariance_evidence
1,enet,fred_dmanemp,False,all_retained_no_direct_invariance_evidence
1,enet,fred_ndmanemp,False,all_retained_no_direct_invariance_evidence
1,enet,fred_srvprd,False,all_retained_no_direct_invariance_evidence
1,enet,fred_ustpu,False,all_retained_no_direct_invariance_evidence
1,enet,fred_uswtrade,False,all_retained_no_direct_invariance_evidence
1,enet,fred_ustrade,False,all_retained_no_direct_invariance_evidence
1,enet,fred_usfire,False,all_retained_no_direct_invariance_evidence
1,enet,fred_usgovt,False,all_retained_no_direct_invariance_evidence
1,enet,fred_ces0600000007,False,all_retained_no_direct_invariance_evidence
1,enet,fred_awotman,False,all_retained_no_direct_invariance_evidence
1,enet,fred_awhman,False,all_retained_no_direct_invariance_evidence
1,enet,fred_houst,False,all_retained_no_direct_invariance_evidence
1,enet,fred_houstne,False,all_retained_no_direct_invariance_evidence
1,enet,fred_houstmw,False,all_retained_no_direct_invariance_evidence
1,enet,fred_housts,False,all_retained_no_direct_invariance_evidence
1,enet,fred_houstw,False,all_retained_no_direct_invariance_evidence
1,enet,fred_permit,False,all_retained_no_direct_invariance_evidence
1,enet,fred_permitne,False,all_retained_no_direct_invariance_evidence
1,enet,fred_permitmw,False,all_retained_no_direct_invariance_evidence
1,enet,fred_permits,False,all_retained_no_direct_invariance_evidence
1,enet,fred_permitw,False,all_retained_no_direct_invariance_evidence
1,enet,fred_amdmnox,False,all_retained_no_direct_invariance_evidence
1,enet,fred_amdmuox,False,all_retained_no_direct_invariance_evidence
1,enet,fred_businvx,False,all_retained_no_direct_invariance_evidence
1,enet,fred_isratiox,False,all_retained_no_direct_invariance_evidence
1,enet,fred_bogmbase,False,all_retained_no_direct_invariance_evidence
1,enet,fred_totresns,False,all_retained_no_direct_invariance_evidence
1,enet,fred_nonborres,False,all_retained_no_direct_invariance_evidence
1,enet,fred_busloans,False,all_retained_no_direct_invariance_evidence
1,enet,fred_realln,False,all_retained_no_direct_invariance_evidence
1,enet,fred_nonrevsl,False,all_retained_no_direct_invariance_evidence
1,enet,fred_conspi,False,all_retained_no_direct_invariance_evidence
1,enet,fred_s&p 500,False,all_retained_no_direct_invariance_evidence
1,enet,fred_s&p div yield,False,all_retained_no_direct_invariance_evidence
1,enet,fred_s&p pe ratio,False,all_retained_no_direct_invariance_evidence
1,enet,fred_fedfunds,False,all_retained_no_direct_invariance_evidence
1,enet,fred_cp3mx,False,all_retained_no_direct_invariance_evidence
1,enet,fred_tb3ms,False,all_retained_no_direct_invariance_evidence
1,enet,fred_tb6ms,False,all_retained_no_direct_invariance_evidence
1,enet,fred_gs1,False,all_retained_no_direct_invariance_evidence
1,enet,fred_gs5,False,all_retained_no_direct_invariance_evidence
1,enet,fred_gs10,False,all_retained_no_direct_invariance_evidence
1,enet,fred_aaa,False,all_retained_no_direct_invariance_evidence
1,enet,fred_baa,False,all_retained_no_direct_invariance_evidence
1,enet,fred_compapffx,False,all_retained_no_direct_invariance_evidence
1,enet,fred_tb3smffm,False,all_retained_no_direct_invariance_evidence
1,enet,fred_tb6smffm,False,all_retained_no_direct_invariance_evidence
1,enet,fred_t1yffm,False,all_retained_no_direct_invariance_evidence
1,enet,fred_t5yffm,False,all_retained_no_direct_invariance_evidence
1,enet,fred_t10yffm,False,all_retained_no_direct_invariance_evidence
1,enet,fred_aaaffm,False,all_retained_no_direct_invariance_evidence
1,enet,fred_baaffm,False,all_retained_no_direct_invariance_evidence
1,enet,fred_exszusx,False,all_retained_no_direct_invariance_evidence
1,enet,fred_exjpusx,False,all_retained_no_direct_invariance_evidence
1,enet,fred_exusukx,False,all_retained_no_direct_invariance_evidence
1,enet,fred_excausx,False,all_retained_no_direct_invariance_evidence
1,enet,fred_wpsfd49207,False,all_retained_no_direct_invariance_evidence
1,enet,fred_wpsfd49502,False,all_retained_no_direct_invariance_evidence
1,enet,fred_wpsid61,False,all_retained_no_direct_invariance_evidence
1,enet,fred_wpsid62,False,all_retained_no_direct_invariance_evidence
1,enet,fred_oilpricex,False,all_retained_no_direct_invariance_evidence
1,enet,fred_ppicmm,False,all_retained_no_direct_invariance_evidence
1,enet,fred_cpiappsl,False,all_retained_no_direct_invariance_evidence
1,enet,fred_cpitrnsl,False,all_retained_no_direct_invariance_evidence
1,enet,fred_cpimedsl,False,all_retained_no_direct_invariance_evidence
1,enet,fred_cusr0000sac,False,all_retained_no_direct_invariance_evidence
1,enet,fred_cusr0000sad,False,all_retained_no_direct_invariance_evidence
1,enet,fred_cusr0000sas,False,all_retained_no_direct_invariance_evidence
1,enet,fred_cpiulfsl,False,all_retained_no_direct_invariance_evidence
1,enet,fred_cusr0000sa0l2,False,all_retained_no_direct_invariance_evidence
1,enet,fred_cusr0000sa0l5,False,all_retained_no_direct_invariance_evidence
1,enet,fred_pcepi,False,all_retained_no_direct_invariance_evidence
1,enet,fred_ddurrg3m086sbea,False,all_retained_no_direct_invariance_evidence
1,enet,fred_dndgrg3m086sbea,False,all_retained_no_direct_invariance_evidence
1,enet,fred_dserrg3m086sbea,False,all_retained_no_direct_invariance_evidence
1,enet,fred_ces0600000008,False,all_retained_no_direct_invariance_evidence
1,enet,fred_ces2000000008,False,all_retained_no_direct_invariance_evidence
1,enet,fred_ces3000000008,False,all_retained_no_direct_invariance_evidence
1,enet,fred_dtcolnvhfnm,False,all_retained_no_direct_invariance_evidence
1,enet,fred_dtcthfnm,False,all_retained_no_direct_invariance_evidence
1,enet,fred_invest,False,all_retained_no_direct_invariance_evidence
1,enet,soc_ics,False,all_retained_no_direct_invariance_evidence
1,enet,soc_ice,False,all_retained_no_direct_invariance_evidence
1,enet,soc_icc,False,all_retained_no_direct_invariance_evidence
1,enet,ar,False,all_retained_no_direct_invariance_evidence
1,pca,fred_rpi,False,all_retained_no_direct_invariance_evidence
1,pca,fred_w875rx1,False,all_retained_no_direct_invariance_evidence
1,pca,fred_dpcera3m086sbea,False,all_retained_no_direct_invariance_evidence
1,pca,fred_cmrmtsplx,False,all_retained_no_direct_invariance_evidence
1,pca,fred_retailx,False,all_retained_no_direct_invariance_evidence
1,pca,fred_indpro,False,all_retained_no_direct_invariance_evidence
1,pca,fred_ipfpnss,False,all_retained_no_direct_invariance_evidence
1,pca,fred_ipfinal,False,all_retained_no_direct_invariance_evidence
1,pca,fred_ipcongd,False,all_retained_no_direct_invariance_evidence
1,pca,fred_ipdcongd,False,all_retained_no_direct_invariance_evidence
1,pca,fred_ipncongd,False,all_retained_no_direct_invariance_evidence
1,pca,fred_ipbuseq,False,all_retained_no_direct_invariance_evidence
1,pca,fred_ipmat,False,all_retained_no_direct_invariance_evidence
1,pca,fred_ipdmat,False,all_retained_no_direct_invariance_evidence
1,pca,fred_ipnmat,False,all_retained_no_direct_invariance_evidence
1,pca,fred_ipmansics,False,all_retained_no_direct_invariance_evidence
1,pca,fred_ipb51222s,False,all_retained_no_direct_invariance_evidence
1,pca,fred_ipfuels,False,all_retained_no_direct_invariance_evidence
1,pca,fred_cumfns,False,all_retained_no_direct_invariance_evidence
1,pca,fred_hwi,False,all_retained_no_direct_invariance_evidence
1,pca,fred_hwiuratio,False,all_retained_no_direct_invariance_evidence
1,pca,fred_clf16ov,False,all_retained_no_direct_invariance_evidence
1,pca,fred_ce16ov,False,all_retained_no_direct_invariance_evidence
1,pca,fred_unrate,False,all_retained_no_direct_invariance_evidence
1,pca,fred_uempmean,False,all_retained_no_direct_invariance_evidence
1,pca,fred_uemplt5,False,all_retained_no_direct_invariance_evidence
1,pca,fred_uemp5to14,False,all_retained_no_direct_invariance_evidence
1,pca,fred_uemp15ov,False,all_retained_no_direct_invariance_evidence
1,pca,fred_uemp15t26,False,all_retained_no_direct_invariance_evidence
1,pca,fred_uemp27ov,False,all_retained_no_direct_invariance_evidence
1,pca,fred_claimsx,False,all_retained_no_direct_invariance_evidence
1,pca,fred_payems,False,all_retained_no_direct_invariance_evidence
1,pca,fred_usgood,False,all_retained_no_direct_invariance_evidence
1,pca,fred_ces1021000001,False,all_retained_no_direct_invariance_evidence
1,pca,fred_uscons,False,all_retained_no_direct_invariance_evidence
1,pca,fred_manemp,False,all_retained_no_direct_invariance_evidence
1,pca,fred_dmanemp,False,all_retained_no_direct_invariance_evidence
1,pca,fred_ndmanemp,False,all_retained_no_direct_invariance_evidence
1,pca,fred_srvprd,False,all_retained_no_direct_invariance_evidence
1,pca,fred_ustpu,False,all_retained_no_direct_invariance_evidence
1,pca,fred_uswtrade,False,all_retained_no_direct_invariance_evidence
1,pca,fred_ustrade,False,all_retained_no_direct_invariance_evidence
1,pca,fred_usfire,False,all_retained_no_direct_invariance_evidence
1,pca,fred_usgovt,False,all_retained_no_direct_invariance_evidence
1,pca,fred_ces0600000007,False,all_retained_no_direct_invariance_evidence
1,pca,fred_awotman,False,all_retained_no_direct_invariance_evidence
1,pca,fred_awhman,False,all_retained_no_direct_invariance_evidence
1,pca,fred_houst,False,all_retained_no_direct_invariance_evidence
1,pca,fred_houstne,False,all_retained_no_direct_invariance_evidence
1,pca,fred_houstmw,False,all_retained_no_direct_invariance_evidence
1,pca,fred_housts,False,all_retained_no_direct_invariance_evidence
1,pca,fred_houstw,False,all_retained_no_direct_invariance_evidence
1,pca,fred_permit,False,all_retained_no_direct_invariance_evidence
1,pca,fred_permitne,False,all_retained_no_direct_invariance_evidence
1,pca,fred_permitmw,False,all_retained_no_direct_invariance_evidence
1,pca,fred_permits,False,all_retained_no_direct_invariance_evidence
1,pca,fred_permitw,False,all_retained_no_direct_invariance_evidence
1,pca,fred_amdmnox,False,all_retained_no_direct_invariance_evidence
1,pca,fred_amdmuox,False,all_retained_no_direct_invariance_evidence
1,pca,fred_businvx,False,all_retained_no_direct_invariance_evidence
1,pca,fred_isratiox,False,all_retained_no_direct_invariance_evidence
1,pca,fred_bogmbase,False,all_retained_no_direct_invariance_evidence
1,pca,fred_totresns,False,all_retained_no_direct_invariance_evidence
1,pca,fred_nonborres,False,all_retained_no_direct_invariance_evidence
1,pca,fred_busloans,False,all_retained_no_direct_invariance_evidence
1,pca,fred_realln,False,all_retained_no_direct_invariance_evidence
1,pca,fred_nonrevsl,False,all_retained_no_direct_invariance_evidence
1,pca,fred_conspi,False,all_retained_no_direct_invariance_evidence
1,pca,fred_s&p 500,False,all_retained_no_direct_invariance_evidence
1,pca,fred_s&p div yield,False,all_retained_no_direct_invariance_evidence
1,pca,fred_s&p pe ratio,False,all_retained_no_direct_invariance_evidence
1,pca,fred_fedfunds,False,all_retained_no_direct_invariance_evidence
1,pca,fred_cp3mx,False,all_retained_no_direct_invariance_evidence
1,pca,fred_tb3ms,False,all_retained_no_direct_invariance_evidence
1,pca,fred_tb6ms,False,all_retained_no_direct_invariance_evidence
1,pca,fred_gs1,False,all_retained_no_direct_invariance_evidence
1,pca,fred_gs5,False,all_retained_no_direct_invariance_evidence
1,pca,fred_gs10,False,all_retained_no_direct_invariance_evidence
1,pca,fred_aaa,False,all_retained_no_direct_invariance_evidence
1,pca,fred_baa,False,all_retained_no_direct_invariance_evidence
1,pca,fred_compapffx,False,all_retained_no_direct_invariance_evidence
1,pca,fred_tb3smffm,False,all_retained_no_direct_invariance_evidence
1,pca,fred_tb6smffm,False,all_retained_no_direct_invariance_evidence
1,pca,fred_t1yffm,False,all_retained_no_direct_invariance_evidence
1,pca,fred_t5yffm,False,all_retained_no_direct_invariance_evidence
1,pca,fred_t10yffm,False,all_retained_no_direct_invariance_evidence
1,pca,fred_aaaffm,False,all_retained_no_direct_invariance_evidence
1,pca,fred_baaffm,False,all_retained_no_direct_invariance_evidence
1,pca,fred_exszusx,False,all_retained_no_direct_invariance_evidence
1,pca,fred_exjpusx,False,all_retained_no_direct_invariance_evidence
1,pca,fred_exusukx,False,all_retained_no_direct_invariance_evidence
1,pca,fred_excausx,False,all_retained_no_direct_invariance_evidence
1,pca,fred_wpsfd49207,False,all_retained_no_direct_invariance_evidence
1,pca,fred_wpsfd49502,False,all_retained_no_direct_invariance_evidence
1,pca,fred_wpsid61,False,all_retained_no_direct_invariance_evidence
1,pca,fred_wpsid62,False,all_retained_no_direct_invariance_evidence
1,pca,fred_oilpricex,False,all_retained_no_direct_invariance_evidence
1,pca,fred_ppicmm,False,all_retained_no_direct_invariance_evidence
1,pca,fred_cpiappsl,False,all_retained_no_direct_invariance_evidence
1,pca,fred_cpitrnsl,False,all_retained_no_direct_invariance_evidence
1,pca,fred_cpimedsl,False,all_retained_no_direct_invariance_evidence
1,pca,fred_cusr0000sac,False,all_retained_no_direct_invariance_evidence
1,pca,fred_cusr0000sad,False,all_retained_no_direct_invariance_evidence
1,pca,fred_cusr0000sas,False,all_retained_no_direct_invariance_evidence
1,pca,fred_cpiulfsl,False,all_retained_no_direct_invariance_evidence
1,pca,fred_cusr0000sa0l2,False,all_retained_no_direct_invariance_evidence
1,pca,fred_cusr0000sa0l5,False,all_retained_no_direct_invariance_evidence
1,pca,fred_pcepi,False,all_retained_no_direct_invariance_evidence
1,pca,fred_ddurrg3m086sbea,False,all_retained_no_direct_invariance_evidence
1,pca,fred_dndgrg3m086sbea,False,all_retained_no_direct_invariance_evidence
1,pca,fred_dserrg3m086sbea,False,all_retained_no_direct_invariance_evidence
1,pca,fred_ces0600000008,False,all_retained_no_direct_invariance_evidence
1,pca,fred_ces2000000008,False,all_retained_no_direct_invariance_evidence
1,pca,fred_ces3000000008,False,all_retained_no_direct_invariance_evidence
1,pca,fred_dtcolnvhfnm,False,all_retained_no_direct_invariance_evidence
1,pca,fred_dtcthfnm,False,all_retained_no_direct_invariance_evidence
1,pca,fred_invest,False,all_retained_no_direct_invariance_evidence
1,pca,soc_ics,False,all_retained_no_direct_invariance_evidence
1,pca,soc_ice,False,all_retained_no_direct_invariance_evidence
1,pca,soc_icc,False,all_retained_no_direct_invariance_evidence
1,pca,ar,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_rpi,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_w875rx1,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_dpcera3m086sbea,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_cmrmtsplx,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_retailx,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_indpro,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_ipfpnss,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_ipfinal,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_ipcongd,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_ipdcongd,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_ipncongd,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_ipbuseq,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_ipmat,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_ipdmat,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_ipnmat,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_ipmansics,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_ipb51222s,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_ipfuels,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_cumfns,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_hwi,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_hwiuratio,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_clf16ov,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_ce16ov,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_unrate,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_uempmean,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_uemplt5,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_uemp5to14,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_uemp15ov,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_uemp15t26,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_uemp27ov,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_claimsx,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_payems,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_usgood,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_ces1021000001,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_uscons,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_manemp,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_dmanemp,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_ndmanemp,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_srvprd,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_ustpu,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_uswtrade,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_ustrade,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_usfire,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_usgovt,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_ces0600000007,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_awotman,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_awhman,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_houst,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_houstne,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_houstmw,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_housts,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_houstw,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_permit,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_permitne,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_permitmw,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_permits,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_permitw,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_amdmnox,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_amdmuox,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_businvx,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_isratiox,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_bogmbase,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_totresns,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_nonborres,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_busloans,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_realln,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_nonrevsl,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_conspi,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_s&p 500,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_s&p div yield,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_s&p pe ratio,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_fedfunds,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_cp3mx,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_tb3ms,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_tb6ms,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_gs1,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_gs5,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_gs10,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_aaa,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_baa,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_compapffx,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_tb3smffm,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_tb6smffm,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_t1yffm,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_t5yffm,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_t10yffm,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_aaaffm,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_baaffm,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_exszusx,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_exjpusx,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_exusukx,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_excausx,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_wpsfd49207,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_wpsfd49502,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_wpsid61,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_wpsid62,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_oilpricex,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_ppicmm,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_cpiappsl,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_cpitrnsl,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_cpimedsl,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_cusr0000sac,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_cusr0000sad,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_cusr0000sas,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_cpiulfsl,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_cusr0000sa0l2,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_cusr0000sa0l5,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_pcepi,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_ddurrg3m086sbea,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_dndgrg3m086sbea,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_dserrg3m086sbea,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_ces0600000008,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_ces2000000008,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_ces3000000008,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_dtcolnvhfnm,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_dtcthfnm,False,all_retained_no_direct_invariance_evidence
1,lin_comb,fred_invest,False,all_retained_no_direct_invariance_evidence
1,lin_comb,soc_ics,False,all_retained_no_direct_invariance_evidence
1,lin_comb,soc_ice,False,all_retained_no_direct_invariance_evidence
1,lin_comb,soc_icc,False,all_retained_no_direct_invariance_evidence
1,lin_comb,ar,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_rpi,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_w875rx1,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_dpcera3m086sbea,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_cmrmtsplx,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_retailx,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_indpro,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_ipfpnss,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_ipfinal,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_ipcongd,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_ipdcongd,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_ipncongd,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_ipbuseq,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_ipmat,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_ipdmat,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_ipnmat,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_ipmansics,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_ipb51222s,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_ipfuels,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_cumfns,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_hwi,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_hwiuratio,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_clf16ov,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_ce16ov,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_unrate,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_uempmean,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_uemplt5,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_uemp5to14,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_uemp15ov,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_uemp15t26,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_uemp27ov,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_claimsx,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_payems,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_usgood,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_ces1021000001,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_uscons,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_manemp,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_dmanemp,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_ndmanemp,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_srvprd,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_ustpu,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_uswtrade,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_ustrade,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_usfire,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_usgovt,False,all_retained_no_direct_invariance_evidence
